@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute inTotalpkts numeric
@attribute inTotalsize numeric
@attribute inMinsize numeric
@attribute inMaxsize numeric
@attribute inMeansize numeric
@attribute inStdsize numeric
@attribute inKurtosisSize numeric
@attribute inSkewnessSize numeric
@attribute inStandardErrorSize numeric
@attribute inMiniat numeric
@attribute inMaxiat numeric
@attribute inMeaniat numeric
@attribute inStdiat numeric
@attribute inDuration numeric
@attribute outTotalpkts numeric
@attribute outTotalsize numeric
@attribute outMinsize numeric
@attribute outMaxsize numeric
@attribute outMeansize numeric
@attribute outStdsize numeric
@attribute outKurtosisSize numeric
@attribute outSkewnessSize numeric
@attribute outStandardErrorSize numeric
@attribute outMiniat numeric
@attribute outMaxiat numeric
@attribute outMeaniat numeric
@attribute outStdiat numeric
@attribute outDuration numeric
@attribute behavior {chat,browser,video,search}
@data
41047,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000004,0.389981,0.11534,0.16219,1.038021,13,5069,40,1400,389.92308,510.5503,-0.11159,1.26404,141.60118,0.000015,0.309936,0.08663,0.11837,1.039577,browser
42075,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000158,0.399275,0.16606,0.1705,0.66422,8,1078,40,557,134.75,168.58585,2.69092,2.14095,59.6041,0.000002,0.279634,0.13141,0.1219,0.919874,browser
42209,6,443,9,5336,40,1400,592.88889,573.76794,-1.49169,0.38825,191.25598,0.000006,29.998383,3.8401,9.88759,30.720799,13,1868,40,1008,143.69231,255.2243,7.97839,3.19244,70.78648,0.000014,140.05987,14.26153,38.80726,171.138411,browser
45660,6,443,12,4919,40,1400,409.91667,536.86194,-0.42894,1.17981,154.97869,0.000002,0.400584,0.1236,0.15919,1.35958,13,3742,40,1400,287.84615,478.06579,1.92605,2.00948,132.59159,0.000002,0.395236,0.1133,0.14312,1.359652,browser
45802,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.399591,0.12567,0.14741,1.130998,13,4394,40,1400,338,498.71481,0.59284,1.55589,138.3186,0.000002,0.319314,0.09427,0.12247,1.131205,browser
45566,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.369782,0.12011,0.14004,1.080961,12,4658,40,1400,388.16667,540.98226,-0.32401,1.26862,156.16813,0.000007,0.280167,0.09828,0.10936,1.081045,browser
46995,6,443,10,4728,40,1400,472.8,563.94766,-0.9508,0.92589,178.33591,0.000003,3.69795,0.53932,1.1294,4.853858,12,1760,40,964,146.66667,252.73845,6.96582,3.02285,72.9593,0.00001,3.130532,0.46731,0.86417,5.140396,browser
39090,6,2002,7,436,40,172,62.28571,44.9435,2.95311,2.34827,16.98705,0.000403,120.047383,41.83722,55.36757,251.023342,12,708,40,236,59,53.64389,7.78673,3.23139,15.48566,0.010631,119.729979,22.85009,45.68554,251.350988,browser
45538,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000002,0.371485,0.13766,0.15763,1.238906,12,3486,40,1400,290.5,484.28874,1.49695,1.90174,139.80212,0.000004,0.291343,0.11263,0.10806,1.238965,browser
45568,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.399866,0.13318,0.15383,1.198651,12,3714,40,1400,309.5,491.74883,1.45016,1.88189,141.95566,0.000014,0.278794,0.10897,0.10816,1.198724,browser
45780,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.40041,0.17018,0.1762,1.361457,13,3718,40,1400,286,478.27784,1.94771,2.01981,132.65041,0.000025,0.320376,0.11347,0.1242,1.361647,browser
42783,6,443,23,19268,40,1400,837.73913,631.43379,-1.75564,-0.34113,131.66305,0,0.399619,0.05268,0.11677,1.159062,26,4015,40,1400,154.42308,305.09711,9.84919,3.35781,59.83447,0.000001,0.324265,0.05442,0.09834,1.360472,browser
45892,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000002,0.32305,0.13439,0.15161,1.209507,12,3546,40,1400,295.5,495.20257,1.4827,1.90046,142.95267,0.000005,0.25075,0.10997,0.1058,1.209634,browser
45636,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000002,0.325088,0.13339,0.15021,1.200514,13,3914,40,1400,301.07692,477.49917,1.73072,1.92762,132.43444,0.000005,0.248829,0.10008,0.10471,1.200986,browser
45918,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000003,0.39923,0.15104,0.17009,1.359368,13,4054,40,1400,311.84615,478.57526,1.51753,1.84897,132.7329,0.000002,0.330633,0.11329,0.12872,1.35946,browser
45760,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.400748,0.16001,0.18068,1.440116,14,4530,40,1400,323.57143,493.0653,0.73397,1.61365,131.77724,0.000046,0.319189,0.11078,0.13112,1.440143,browser
37618,6,443,9,4884,40,1400,542.66667,565.90439,-1.22389,0.6852,188.6348,0.000006,0.404926,0.12642,0.16608,1.011327,13,2468,40,1400,189.84615,356.80136,8.04744,3.2029,98.95889,0,0.273761,0.11341,0.10612,1.360893,browser
45698,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.400189,0.18015,0.18198,1.441202,12,3458,40,1400,288.16667,479.30694,1.51446,1.90437,138.36399,0.000027,0.321366,0.13101,0.12473,1.441157,browser
42655,6,8443,14,9377,52,1340,669.78571,591.76228,-1.76882,0.19851,158.15512,0.000001,19.173535,1.54754,5.08955,20.118054,16,2231,52,1022,139.4375,233.24503,10.67982,3.58267,58.31126,0.000004,18.827442,1.36059,4.66999,20.408853,browser
45842,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.400279,0.14412,0.17661,1.441241,13,4010,40,1400,308.46154,478.31396,1.58082,1.87145,132.66042,0.000011,0.329905,0.12007,0.12601,1.440869,browser
45684,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.320229,0.11138,0.13176,1.113837,13,3778,40,1400,290.61538,477.58343,1.8993,1.99729,132.45781,0.000002,0.240809,0.09281,0.10601,1.113759,browser
45548,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.320173,0.1159,0.1399,1.15895,13,4382,40,1400,337.07692,497.79506,0.6231,1.56457,138.06351,0.000003,0.240314,0.0966,0.08955,1.159195,browser
45790,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.328275,0.15001,0.15159,1.200085,13,3930,40,1400,302.30769,477.67005,1.70418,1.91734,132.48183,0.000021,0.290066,0.09998,0.11297,1.199711,browser
45936,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.395793,0.15998,0.1644,1.279871,13,3654,40,1400,281.07692,480.05055,1.95988,2.02625,133.14207,0.000018,0.330098,0.10666,0.11533,1.279885,browser
41929,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000133,0.250109,0.16035,0.09612,0.641411,8,1078,40,557,134.75,168.58585,2.69092,2.14095,59.6041,0,0.250039,0.12016,0.09393,0.841109,browser
45762,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.400445,0.17113,0.17255,1.36907,13,3926,40,1400,302,477.00492,1.73411,1.92913,132.29736,0.000004,0.318877,0.11417,0.12282,1.370013,browser
45926,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000003,0.391035,0.1323,0.15251,1.190683,12,3670,40,1400,305.83333,492.71473,1.472,1.89345,142.23449,0.000016,0.310111,0.10826,0.13072,1.190853,browser
45318,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.39999,0.15874,0.17619,1.42867,14,4946,40,1400,353.28571,538.77101,0.13136,1.4685,143.99261,0.000007,0.318856,0.10989,0.11628,1.428588,browser
41997,6,443,16,5458,40,1400,341.125,435.239,1.77461,1.77965,108.80975,0.000002,0.35897,0.07805,0.11469,1.170781,20,5622,40,1400,281.1,483.01842,1.59573,1.88221,108.0062,0.000001,0.269126,0.0758,0.09749,1.44011,browser
45314,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000003,0.316312,0.10421,0.12585,1.042144,13,3530,40,1400,271.53846,468.22375,1.97933,2.02863,129.8619,0.000007,0.310836,0.08686,0.11446,1.042274,browser
45216,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.348857,0.12325,0.13999,1.109259,12,3698,40,1400,308.16667,492.06552,1.45928,1.88662,142.04708,0.000004,0.23524,0.10093,0.09604,1.110183,browser
45512,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.354489,0.14926,0.15446,1.194068,12,3530,40,1400,294.16667,492.26125,1.48354,1.90025,142.10358,0.000002,0.235094,0.10861,0.08931,1.194681,browser
41927,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000164,0.389073,0.1628,0.16656,0.651182,8,1078,40,557,134.75,168.58585,2.69092,2.14095,59.6041,0.000022,0.389223,0.12086,0.14533,0.846001,browser
42319,6,443,12,5257,40,1400,438.08333,533.04885,-0.6209,1.05028,153.87795,0.000003,0.311796,0.0657,0.11476,0.722752,19,3504,40,1400,184.42105,349.50963,6.33699,2.83959,80.18301,0.000001,0.290289,0.05106,0.08071,0.91912,browser
47075,6,443,9,4719,40,1400,524.33333,571.86634,-1.19974,0.75901,190.62211,0.000002,29.997157,3.8583,9.88052,30.866438,12,1729,40,964,144.08333,253.65543,6.94693,3.01916,73.22401,0.000012,219.814986,22.82513,62.86962,251.076481,browser
37923,6,443,1091,1481908,40,1400,1358.30247,214.90349,27.49449,-5.34022,6.50626,0,30.606969,0.17435,2.17437,190.04685,1097,58150,40,696,53.0082,46.27313,79.89044,8.25275,1.39709,0,30.416207,0.17362,2.15178,190.288986,browser
46002,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.37686,0.11999,0.14973,1.199909,13,3770,40,1400,290,477.06297,1.92894,2.01083,132.31346,0.00001,0.258964,0.10001,0.10083,1.200118,browser
45803,6,80,93,123813,40,1400,1331.32258,290.475,14.7882,-4.09385,30.12085,0.000001,16.818407,0.19727,1.74319,18.148619,94,4677,40,301,49.75532,27.04908,77.04986,8.60239,2.7899,0,16.518776,0.19784,1.70282,18.398679,browser
48947,6,443,6,683,40,303,113.83333,96.89757,0.11683,1.29727,39.55827,0.000005,0.329983,0.1729,0.14161,0.864487,8,1311,40,557,163.875,189.36568,0.17741,1.431,66.95088,0.000004,0.30387,0.15016,0.10632,1.051119,browser
45564,6,443,11,4879,40,1400,443.54545,548.49967,-0.70612,1.04502,165.37887,0.000001,0.359987,0.11599,0.14519,1.159888,12,3670,40,1400,305.83333,492.50361,1.47865,1.89707,142.17355,0.000001,0.270683,0.10547,0.1007,1.160151,browser
41923,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000113,0.340189,0.155,0.13494,0.620018,8,1078,40,557,134.75,168.58585,2.69092,2.14095,59.6041,0.000034,0.258774,0.12695,0.10087,0.888684,browser
45807,6,80,69,91788,40,1400,1330.26087,288.27964,14.93068,-4.0937,34.70479,0.000002,59.517414,0.89821,7.16178,61.07824,74,3689,40,301,49.85135,30.34116,61.31806,7.75703,3.52709,0,117.892638,2.49106,15.26153,181.847519,browser
45434,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.319782,0.10589,0.12898,1.058923,13,3542,40,1400,272.46154,470.30491,1.97279,2.02775,130.43911,0.000007,0.228302,0.0883,0.09669,1.059547,browser
45664,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000003,0.400033,0.14391,0.16967,1.439084,13,3698,40,1400,284.46154,478.9157,1.94848,2.02027,132.82732,0.000013,0.321055,0.11993,0.1299,1.439211,browser
45316,6,443,12,4919,40,1400,409.91667,536.86194,-0.42894,1.17981,154.97869,0.000001,0.395361,0.11258,0.1494,1.238343,11,3434,40,1400,312.18182,497.41638,1.03044,1.76809,149.97668,0.000016,0.314692,0.12387,0.11422,1.238664,browser
46006,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000003,0.399415,0.15708,0.17819,1.413693,12,3418,40,1400,284.83333,472.3189,1.55248,1.91056,136.34672,0.000001,0.32122,0.12866,0.12371,1.415205,browser
45437,6,443,9,798,40,302,88.66667,88.64411,1.48812,1.81924,29.54804,0.000005,1.161592,0.25812,0.36059,2.064936,8,1711,40,812,213.875,279.59231,0.40838,1.5046,98.85081,0.000009,1.279994,0.29499,0.41369,2.064932,browser
45324,6,443,12,4895,40,1400,407.91667,538.21223,-0.43221,1.17755,155.36849,0.000002,0.300247,0.09092,0.11256,1.000077,14,5514,40,1400,393.85714,542.13584,-0.15385,1.30642,144.8919,0.000007,0.234902,0.07694,0.0971,1.000259,browser
38049,6,443,9668,13121343,40,1400,1357.19311,217.41512,26.27759,-5.22938,2.21117,0,6.320084,0.02556,0.19627,247.057193,8663,477070,40,808,55.06984,35.87252,88.26198,8.19514,0.38541,0,6.079735,0.02856,0.1912,247.362241,browser
37464,6,443,9,4683,40,1400,520.33333,574.92144,-1.20194,0.75633,191.64048,0.000001,0.428295,0.15143,0.1629,1.211401,9,1375,40,694,152.77778,201.20182,3.60501,2.32987,67.06727,0.000024,0.33039,0.15142,0.13364,1.211378,browser
45944,6,443,10,4827,40,1400,482.7,560.42235,-0.96998,0.89322,177.22111,0.000002,0.335544,0.12677,0.14488,1.140915,13,3818,40,1400,293.69231,477.27308,1.86068,1.98045,132.37174,0.000058,0.31988,0.09508,0.10599,1.141005,browser
45582,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.326812,0.12049,0.13579,1.084444,12,3702,40,1400,308.5,491.98264,1.45712,1.88549,142.02315,0.000001,0.322956,0.09865,0.12987,1.085127,browser
45230,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000003,0.31962,0.12499,0.14088,1.124955,12,3702,40,1400,308.5,491.98264,1.45712,1.88549,142.02315,0.000008,0.304845,0.10229,0.12413,1.12516,browser
42323,6,443,2,92,40,52,46,6,-1,0,4.24264,0.522022,0.522022,0.52202,0,0.522022,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.199476,0.319208,0.23949,0.05637,0.718467,browser
40957,6,443,9,4651,40,1400,516.77778,576.61074,-1.20126,0.76576,192.20358,0.000002,0.320361,0.13554,0.14144,1.084344,10,1287,40,572,128.7,159.14399,3.76015,2.31212,50.32575,0.000007,0.310172,0.12063,0.11959,1.085704,browser
41026,6,443,10,5357,40,1400,535.7,570.61897,-1.35598,0.57535,180.44556,0.000002,26.790031,3.07472,8.38574,27.672481,12,1960,40,1140,163.33333,299.58759,7.28701,3.10289,86.48349,0.000016,26.477931,2.53376,7.5727,27.87137,browser
45552,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.340011,0.14379,0.14995,1.150342,12,3382,40,1400,281.83333,463.6347,1.62208,1.92313,133.83981,0,0.278684,0.10459,0.10165,1.150478,browser
45562,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.320377,0.11599,0.1367,1.159917,13,3890,40,1400,299.23077,477.31414,1.76799,1.94231,132.38312,0.000014,0.259046,0.09673,0.09743,1.160713,browser
42137,6,443,9,5305,40,1400,589.44444,576.9747,-1.49428,0.38448,192.3249,0.000054,23.103356,2.99714,7.60068,23.977106,12,1652,40,856,137.66667,223.73136,6.68735,2.95429,64.58568,0.000008,22.763055,2.19606,6.50491,24.156697,browser
45320,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.399607,0.1307,0.1506,1.176339,13,3662,40,1400,281.69231,479.82311,1.95861,2.02553,133.07899,0.000003,0.296005,0.09805,0.10549,1.176631,browser
45382,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.399336,0.15512,0.1618,1.24093,12,3534,40,1400,294.5,492.99451,1.48314,1.90027,142.31526,0.000005,0.279205,0.11284,0.09605,1.24129,browser
45388,6,443,12,4919,40,1400,409.91667,536.86194,-0.42894,1.17981,154.97869,0.000002,0.387505,0.11502,0.15245,1.265224,13,3678,40,1400,282.92308,479.39633,1.955,2.0236,132.96062,0.000002,0.271784,0.10543,0.10271,1.265217,browser
45630,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.379005,0.12003,0.14384,1.200327,13,4410,40,1400,339.23077,499.97033,0.55296,1.54452,138.66682,0.000004,0.255389,0.10004,0.09779,1.20048,browser
45606,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000004,0.43329,0.15226,0.17339,1.37034,12,4378,40,1400,364.83333,511.61946,0.21771,1.42666,147.69182,0.000011,0.319536,0.12457,0.13221,1.370285,browser
45496,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.359299,0.1191,0.14484,1.190984,13,3918,40,1400,301.38462,477.53833,1.72421,1.92508,132.4453,0.000011,0.234308,0.09917,0.0931,1.190023,browser
45920,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.319199,0.13978,0.14222,1.118214,13,3634,40,1400,279.53846,480.66006,1.96153,2.02731,133.31112,0.000013,0.26469,0.09318,0.11038,1.118119,browser
45284,6,443,11,4879,40,1400,443.54545,548.49967,-0.70612,1.04502,165.37887,0.000003,0.311201,0.1166,0.13916,1.165993,13,4130,40,1400,317.69231,482.98692,1.27737,1.76603,133.95647,0.000001,0.311026,0.09719,0.1221,1.166283,browser
45250,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.392447,0.1189,0.14555,1.189008,13,4774,40,1400,367.23077,536.95196,-0.1011,1.37074,148.92368,0.000011,0.32057,0.09914,0.11646,1.189671,browser
45962,6,443,11,4879,40,1400,443.54545,548.49967,-0.70612,1.04502,165.37887,0.000002,0.40478,0.15254,0.18798,1.525375,13,4166,40,1400,320.46154,482.44531,1.25441,1.75914,133.80625,0.000003,0.329405,0.12707,0.12515,1.524845,browser
45718,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.401399,0.17135,0.17698,1.37077,12,3526,40,1400,293.83333,491.52939,1.48408,1.90026,141.89231,0,0.400293,0.12463,0.14585,1.370934,browser
45700,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000003,0.4012,0.13454,0.17378,1.345415,13,3726,40,1400,286.61538,477.90159,1.95189,2.02181,132.54605,0.000017,0.319351,0.11211,0.10694,1.34533,browser
45370,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000003,0.32083,0.11655,0.13626,1.165549,13,3790,40,1400,291.53846,477.46536,1.8887,1.99259,132.42506,0.000008,0.294718,0.09713,0.09688,1.165617,browser
45758,6,443,11,4879,40,1400,443.54545,548.49967,-0.70612,1.04502,165.37887,0.000002,0.398938,0.12808,0.16072,1.280801,13,3702,40,1400,284.76923,478.82664,1.9469,2.01948,132.80261,0,0.400713,0.10674,0.13152,1.280922,browser
45484,6,443,12,4907,40,1400,408.91667,537.53844,-0.43059,1.17866,155.17398,0.000002,0.315597,0.10182,0.13134,1.120042,13,3746,40,1400,288.15385,477.73228,1.9336,2.01301,132.49909,0.000032,0.210125,0.09336,0.08449,1.120335,browser
45558,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.461342,0.14043,0.17002,1.263829,14,3926,40,1400,280.42857,463.25336,2.29175,2.0842,123.80967,0.000003,0.329173,0.09722,0.11238,1.263897,browser
46022,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.396586,0.12808,0.15495,1.280816,13,3870,40,1400,297.69231,476.71446,1.81603,1.96187,132.2168,0.000011,0.331263,0.10673,0.11742,1.280811,browser
42237,6,443,11,5176,40,1400,470.54545,545.39466,-0.86898,0.90908,164.44268,0.000002,0.320341,0.05987,0.10563,0.59875,17,3414,40,1400,200.82353,366.30319,5.22931,2.64328,88.84157,0.000004,0.199602,0.05255,0.07276,0.840755,browser
45764,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000003,0.399205,0.14331,0.16434,1.289757,13,3970,40,1400,305.38462,478.26329,1.63219,1.89012,132.64637,0.000001,0.319146,0.1075,0.11667,1.290024,browser
45686,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000002,0.32233,0.14237,0.15903,1.281365,13,3762,40,1400,289.38462,477.77409,1.91213,2.00307,132.51069,0.000005,0.318653,0.10679,0.1146,1.281423,browser
45902,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.342651,0.1532,0.15538,1.225627,13,3806,40,1400,292.76923,477.34122,1.87325,1.98585,132.39063,0.000002,0.259786,0.10214,0.10459,1.225662,browser
45680,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000002,0.396153,0.14238,0.16296,1.281425,13,3702,40,1400,284.76923,478.82664,1.9469,2.01948,132.80261,0.000007,0.32129,0.10679,0.1117,1.281425,browser
45826,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000003,0.401355,0.12505,0.14554,1.125431,13,3774,40,1400,290.30769,477.62753,1.90265,1.99879,132.47004,0.000004,0.245983,0.0938,0.11127,1.125644,browser
45490,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.27496,0.10626,0.11677,0.956337,13,3662,40,1400,281.69231,479.82311,1.95861,2.02553,133.07899,0.000006,0.245335,0.08,0.10099,0.959962,browser
45620,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.400655,0.14393,0.17058,1.439255,13,3930,40,1400,302.30769,477.67005,1.70418,1.91734,132.48183,0.000006,0.313801,0.11995,0.11804,1.439416,browser
45440,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.360525,0.10401,0.12824,1.040116,13,4458,40,1400,342.92308,503.93459,0.43713,1.51199,139.76631,0.000007,0.230955,0.08672,0.0845,1.040629,browser
45856,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.399674,0.14979,0.15721,1.198331,13,3782,40,1400,290.92308,477.5417,1.89586,1.99576,132.44624,0.000006,0.319571,0.09993,0.12636,1.199104,browser
45958,6,443,12,4919,40,1400,409.91667,536.86194,-0.42894,1.17981,154.97869,0.000003,0.394733,0.11818,0.15356,1.299935,14,3486,40,1400,249,441.32722,2.54948,2.15988,117.94966,0.000004,0.308452,0.11768,0.11311,1.529805,browser
45806,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000003,0.314423,0.12439,0.13872,1.119536,13,3654,40,1400,281.07692,480.05055,1.95988,2.02625,133.14207,0.000003,0.314672,0.0933,0.11939,1.119623,browser
42497,6,443,11,4560,40,1400,414.54545,559.73246,-0.65362,1.11233,168.76569,0.000004,0.400187,0.07165,0.1443,0.716487,14,3296,40,1400,235.42857,395.47633,3.59635,2.32128,105.6955,0.000001,0.400986,0.0796,0.14655,1.034809,browser
45380,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.317659,0.11202,0.13463,1.120181,13,3694,40,1400,284.15385,479.00712,1.94996,2.02101,132.85267,0.000027,0.27964,0.09334,0.10135,1.120028,browser
47097,6,443,9,4719,40,1400,524.33333,571.86634,-1.19974,0.75901,190.62211,0.000001,29.997544,3.85381,9.88224,30.830454,12,1730,40,965,144.16667,253.9248,6.94913,3.0197,73.30178,0.000014,219.055309,22.74527,62.65537,250.198023,browser
45400,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000004,0.401222,0.12901,0.15567,1.161075,14,3726,40,1400,266.14286,465.85879,2.43417,2.14238,124.506,0.000011,0.342043,0.08931,0.11715,1.161071,browser
45588,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000003,0.321373,0.12895,0.14165,1.160536,14,3754,40,1400,268.14286,465.28683,2.42364,2.13752,124.35314,0.000015,0.214028,0.08928,0.0873,1.160652,browser
42007,6,443,10,1658,40,747,165.8,203.36902,4.46832,2.50044,64.31093,0.000202,0.299334,0.15492,0.13205,1.394287,15,3078,40,1400,205.2,358.12162,5.97964,2.68974,92.4666,0.000005,0.295411,0.1182,0.10478,1.654837,browser
45608,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.318039,0.108,0.12443,1.080006,11,3510,40,1400,319.09091,508.81653,1.01248,1.76666,153.41396,0.000005,0.225971,0.10808,0.09607,1.080793,browser
45910,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.400152,0.15977,0.1638,1.278181,13,3714,40,1400,285.69231,478.36523,1.94935,2.02062,132.67464,0.000001,0.25067,0.10653,0.10581,1.278411,browser
46260,6,80,4,578,40,446,144.5,174.14003,0.10824,1.53597,87.07001,0.011965,17.240362,5.81427,8.0798,17.442811,6,937,40,717,156.16667,250.91859,2.0326,2.14258,102.43709,0.005911,16.997512,3.53655,6.73106,17.682765,browser
45652,6,443,10,4827,40,1400,482.7,560.42235,-0.96998,0.89322,177.22111,0.000001,0.40061,0.15107,0.17429,1.359653,13,4202,40,1400,323.23077,485.18595,1.12836,1.71792,134.56637,0.000001,0.319897,0.1133,0.12824,1.359609,browser
45438,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000002,0.31992,0.1289,0.14495,1.160105,12,3534,40,1400,294.5,492.99451,1.48314,1.90027,142.31526,0.000049,0.254276,0.10548,0.09103,1.160234,browser
42585,6,443,2,92,40,52,46,6,-1,0,4.24264,0.959586,0.959586,0.95959,0,0.959586,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.240226,0.640109,0.40006,0.17282,1.200177,browser
45692,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.400298,0.14998,0.15682,1.199822,13,4374,40,1400,336.46154,497.19237,0.64343,1.57044,137.89635,0.000008,0.240081,0.09999,0.10352,1.199936,browser
45720,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000004,0.401246,0.13707,0.1642,1.370718,13,3806,40,1400,292.76923,477.34122,1.87325,1.98585,132.39063,0.000004,0.400372,0.11424,0.14219,1.370914,browser
45536,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.365195,0.1201,0.13637,1.080863,12,3826,40,1400,318.83333,490.11339,1.36561,1.8414,141.48355,0.000004,0.25606,0.09827,0.10907,1.08092,browser
45298,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.399583,0.12346,0.14991,1.234615,11,2986,40,1400,271.45455,426.51939,2.34912,2.02738,128.60044,0.000007,0.261221,0.12348,0.11208,1.234819,browser
