@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute inTotalpkts numeric
@attribute inTotalsize numeric
@attribute inMinsize numeric
@attribute inMaxsize numeric
@attribute inMeansize numeric
@attribute inStdsize numeric
@attribute inKurtosisSize numeric
@attribute inSkewnessSize numeric
@attribute inStandardErrorSize numeric
@attribute inMiniat numeric
@attribute inMaxiat numeric
@attribute inMeaniat numeric
@attribute inStdiat numeric
@attribute inDuration numeric
@attribute outTotalpkts numeric
@attribute outTotalsize numeric
@attribute outMinsize numeric
@attribute outMaxsize numeric
@attribute outMeansize numeric
@attribute outStdsize numeric
@attribute outKurtosisSize numeric
@attribute outSkewnessSize numeric
@attribute outStandardErrorSize numeric
@attribute outMiniat numeric
@attribute outMaxiat numeric
@attribute outMeaniat numeric
@attribute outStdiat numeric
@attribute outDuration numeric
@attribute behavior {chat,browser,video,search}
@data
45133,6,80,417,544705,52,1400,1306.247,305.04396,9.52366,-3.27992,14.93807,0,28.252501,0.18243,1.5456,75.891478,365,23717,52,342,64.97808,51.50353,20.77961,4.75084,2.69582,0,27.947121,0.20924,1.61698,76.164179,search
37209,6,80,396,538064,52,1400,1358.74747,216.1687,27.46637,-5.34641,10.86289,0,24.557405,0.11535,1.29519,45.565135,331,22442,52,323,67.8006,38.28273,36.15185,5.94294,2.10421,0.000001,24.303759,0.13886,1.39242,45.822957,search
48694,6,80,6,578,40,358,96.33333,117.24855,2.00575,2.12839,47.86652,0.000089,0.740965,0.20134,0.28866,1.006722,8,3737,40,1400,467.125,580.77996,-0.89158,0.91891,205.33672,0.000076,0.567277,0.17538,0.19096,1.227666,search
44726,6,443,11,6270,52,1400,570,629.17941,-1.54328,0.60511,189.70473,0.000001,34.994562,3.56901,10.47604,35.690103,11,2294,52,1198,208.54545,345.58234,3.87224,2.38472,104.197,0.000089,34.987298,3.61146,10.4592,36.114629,search
45271,6,443,12,6397,40,1320,533.08333,566.69296,-1.3827,0.6564,163.59017,0.000001,6.4798,0.66511,1.84249,7.316217,15,3126,40,1400,208.4,372.77085,5.00402,2.58376,96.24902,0.000011,6.146818,0.53661,1.55982,7.512472,search
48566,6,80,6,578,40,358,96.33333,117.24855,2.00575,2.12839,47.86652,0.000095,1.638084,0.37059,0.63913,1.852973,8,4010,40,1400,501.25,602.08881,-1.28139,0.71358,212.87054,0.000241,1.446542,0.29556,0.47954,2.068925,search
38812,6,80,33,31784,52,1400,963.15152,606.70796,-1.30908,-0.77518,105.6143,0.000001,3.168086,0.12808,0.54887,4.098455,32,2713,52,351,84.78125,85.80637,5.97932,2.85507,15.16857,0.000004,3.025437,0.13849,0.53193,4.293108,search
43293,6,443,13,8519,52,1400,655.30769,632.67459,-1.77817,0.2392,175.47236,0.000001,34.987094,3.22905,9.61438,38.748575,14,2462,52,1198,175.85714,312.66661,5.99798,2.78897,83.56367,0.000012,34.967535,3.0089,9.2634,39.115724,search
46782,6,80,21,24181,52,1400,1151.47619,483.41007,1.10761,-1.71319,105.48873,0.000004,24.044016,1.23014,5.23434,24.602728,23,1487,52,311,64.65217,52.64781,18.79257,4.64473,10.97783,0.000001,23.700251,1.12778,4.92686,24.811264,search
44694,6,80,393,539058,52,1400,1371.64885,173.20091,44.93756,-6.68101,8.73683,0.000001,10.740222,0.06535,0.59654,25.617596,342,21614,52,343,63.19883,38.07266,40.5428,6.38433,2.05873,0,10.375974,0.07596,0.61173,25.902287,search
44126,6,443,24,21264,52,1400,886,619.91727,-1.67715,-0.4549,126.54008,0.000002,2.575837,0.15291,0.52715,3.51704,20,1668,52,344,83.4,73.45298,6.27042,2.76014,16.42459,0.000021,2.364088,0.19491,0.52065,3.703299,search
42264,6,443,35,8422,40,1320,240.62857,403.7195,3.05481,2.16496,68.24105,0.000001,2.801743,0.30418,0.72922,10.342035,50,42647,40,1400,852.94,626.73476,-1.73056,-0.39562,88.63368,0.000052,2.64708,0.21525,0.56891,10.547146,search
47366,6,443,31,32949,52,1400,1062.87097,547.79203,-0.53002,-1.15524,98.38635,0.000001,0.503612,0.07103,0.14776,2.131026,23,1809,52,341,78.65217,68.96792,7.68443,2.99609,14.38081,0,0.554585,0.10904,0.16095,2.398904,search
41604,6,443,10,2454,52,1400,245.4,396.84738,4.99666,2.6671,125.49416,0.000005,1.768328,0.35572,0.52337,3.20146,11,1638,52,569,148.90909,177.42986,1.30997,1.8321,53.49712,0.000121,1.681599,0.35384,0.46289,3.538441,search
39564,6,443,61,78902,52,1400,1293.47541,333.44956,7.59202,-3.04338,42.69384,0,0.936066,0.03635,0.13645,2.180719,65,4325,40,343,66.53846,55.91809,16.8114,4.16895,6.93579,0,0.729413,0.03757,0.10821,2.404418,search
48067,6,443,6,263,40,60,43.83333,7.24377,2.00737,2.12811,2.95726,0.000198,0.407792,0.24133,0.13861,1.206643,9,494,40,152,54.88889,34.88216,4.53591,2.63317,11.62739,0.000224,0.31736,0.19259,0.10979,1.540755,search
46307,6,443,15,7027,40,1320,468.46667,523.08124,-0.82033,1.00439,135.059,0.000004,13.846718,3.24013,5.20072,45.361751,21,4633,40,1400,220.61905,357.64221,3.92816,2.24521,78.04393,0.000044,13.65308,2.27829,4.47027,45.565724,search
37213,6,443,8,1405,40,953,175.625,297.89257,3.65893,2.46298,105.32093,0.00017,2.578636,0.4816,0.8662,3.371183,10,1643,40,664,164.3,224.97158,0.79748,1.69201,71.14226,0.000405,2.275486,0.39254,0.67076,3.53283,search
48520,6,80,23,26723,52,1400,1161.86957,473.83673,1.21564,-1.73201,98.80179,0.000001,0.621745,0.05774,0.15402,1.270286,22,1792,52,400,81.45455,92.28056,6.89078,3.0253,19.67428,0,0.316952,0.07387,0.11333,1.551198,search
49230,6,443,2,92,40,52,46,6,-1,0,4.24264,60.215554,60.215554,60.21555,0,60.215554,3,140,40,60,46.66667,9.42809,-0.75,1.06066,5.44331,0.215539,60.246097,30.23082,30.01528,60.461636,search
44971,6,443,13,6437,40,1320,495.15385,560.09063,-1.21297,0.7868,155.34119,0.000004,1.025757,0.13896,0.28233,1.667576,15,3835,40,1400,255.66667,432.29229,2.25802,2.02396,111.61739,0.000036,0.77316,0.13481,0.20088,1.887365,search
37121,6,443,11,6401,40,1320,581.90909,565.67875,-1.52762,0.53309,170.55856,0.000001,0.316951,0.1329,0.13635,1.328994,13,1702,40,592,130.92308,190.8626,1.94793,2.01656,52.93576,0.000002,0.301884,0.13291,0.10779,1.594883,search
43207,6,443,30,31225,52,1400,1040.83333,575.77091,-0.77683,-1.08304,105.1209,0.000001,32.937359,1.17797,6.0028,34.161148,27,2084,52,340,77.18519,63.5412,9.67754,3.28376,12.22851,0.000042,32.740311,1.32077,6.28467,34.340088,search
43118,6,443,15,13637,52,1400,909.13333,608.34188,-1.59242,-0.5169,157.0732,0.000001,0.994087,0.11693,0.25839,1.637006,18,1585,52,341,88.05556,75.56121,5.21145,2.57034,17.80995,0.000004,0.774143,0.10824,0.19177,1.840089,search
44578,6,80,13,10814,52,1400,831.84615,638.14405,-1.71262,-0.34374,176.98931,0.000001,1.870394,0.26,0.52038,3.120028,17,1166,52,314,68.58824,61.44061,12.91355,3.96549,14.90154,0.000022,2.134095,0.40344,0.63623,6.455078,search
43941,6,80,53,68173,52,1400,1286.28302,358.58992,6.92989,-2.97779,49.25611,0.000001,2.608825,0.08654,0.36586,4.500314,39,2565,52,309,65.76923,39.91752,33.28303,5.93739,6.39192,0.000004,2.231107,0.12562,0.36952,4.773429,search
39632,6,443,34,41693,52,1400,1226.26471,417.08098,3.0973,-2.22899,71.5288,0,3.673107,0.13563,0.63013,4.475922,35,2699,40,342,77.11429,73.41225,7.51651,3.00517,12.40893,0.000002,3.456913,0.14005,0.58381,4.761853,search
39542,6,443,11,6303,52,1400,573,628.25371,-1.54617,0.58023,189.42562,0.000001,0.339967,0.05267,0.11029,0.526694,12,905,40,232,75.41667,54.09014,3.68368,2.30722,15.61448,0.000008,0.225649,0.06858,0.09407,0.754333,search
39438,6,443,48,57463,52,1400,1197.14583,459.83693,1.76284,-1.92468,66.37174,0,2.324362,0.07499,0.34057,3.524517,52,3946,52,348,75.88462,60.27075,13.52649,3.83461,8.35805,0.000001,2.104877,0.07275,0.29599,3.710066,search
43694,6,443,70,83203,52,1400,1188.61429,448.62422,1.78289,-1.87395,53.62085,0.000001,24.527838,0.39991,2.92869,27.59361,48,3675,52,344,76.5625,62.4346,12.0788,3.65153,9.01166,0.000012,24.313363,0.59364,3.50031,27.900955,search
38106,6,443,38,18032,40,1320,474.52632,312.37585,3.19254,1.85327,50.67405,0.000001,25.328275,2.49532,4.54017,92.326919,65,26244,40,1205,403.75385,423.24414,-1.75553,0.37967,52.49697,0.000131,25.067571,1.44624,3.56563,92.55967,search
43258,6,80,43,55036,52,1400,1279.90698,376.08855,6.28463,-2.89795,57.35297,0.000001,0.791755,0.03141,0.12767,1.319367,44,2881,52,309,65.47727,37.7964,37.08321,6.20164,5.69802,0.000002,0.546056,0.03545,0.10002,1.524226,search
42800,6,443,11,6601,40,1320,600.09091,559.18097,-1.521,0.45337,168.59941,0.000001,29.999679,3.08627,8.97209,30.862665,13,1867,40,1056,143.61538,269.35637,7.98827,3.19586,74.70601,0.000006,29.847722,2.59175,8.21855,31.100945,search
48109,6,443,37,43524,52,1400,1176.32432,478.76356,1.35108,-1.81359,78.70824,0.000001,20.598207,0.59386,3.38211,21.378938,37,3453,52,1266,93.32432,198.66256,30.73817,5.72021,32.65992,0.000001,20.342631,0.59886,3.33845,21.558946,search
47238,6,80,363,494935,52,1400,1363.4573,195.11264,33.33653,-5.76833,10.24076,0.000001,2.995808,0.02636,0.19621,9.541076,328,20185,52,322,61.53963,32.93848,55.87651,7.46194,1.81872,0,2.719482,0.02983,0.18551,9.753379,search
38294,6,443,10,6876,40,1320,687.6,530.5784,-1.57683,0.26851,167.78362,0.000001,0.342193,0.09936,0.14028,0.894218,13,2140,40,985,164.61538,273.84121,4.09669,2.41255,75.94989,0,0.235417,0.09168,0.09433,1.100148,search
44061,6,80,36,44019,40,1400,1222.75,433.56189,3.21009,-2.26398,72.26031,0.000002,29.383235,1.47289,5.94349,51.551056,38,2533,52,309,66.65789,57.10483,14.3928,4.09125,9.26363,0,29.446902,1.39365,5.7627,51.565228,search
41164,6,443,11,7429,40,1320,675.36364,593.83289,-1.81355,0.14395,179.04735,0.000001,1.820098,0.25475,0.53109,2.547458,15,1799,40,812,119.93333,192.21532,9.02875,3.30349,49.62978,0.000038,1.520151,0.19812,0.38169,2.773675,search
39440,6,443,21,21481,52,1400,1022.90476,566.20507,-0.94132,-0.98027,123.55608,0,19.136811,1.01085,4.15983,20.216942,22,2072,52,348,94.18182,90.00487,3.28483,2.23169,19.1891,0.000003,18.91439,0.97226,4.01332,20.41745,search
47375,6,443,34,39382,52,1400,1158.29412,502.49311,0.97078,-1.72385,86.17686,0.000002,2.802692,0.11409,0.48119,3.765088,32,2603,52,569,81.34375,101.76708,15.5346,4.11072,17.99005,0.000005,2.566445,0.12788,0.45224,3.964219,search
44278,6,443,11,5417,52,1400,492.45455,583.67789,-1.04732,0.86445,175.98551,0.000001,1.578225,0.24465,0.46072,2.446484,13,1583,52,569,121.76923,151.31076,3.83964,2.37279,41.96605,0.000028,1.231797,0.22073,0.33174,2.648777,search
43546,6,443,23,24148,52,1400,1049.91304,569.15245,-0.70649,-1.12544,118.67649,0.000001,34.03853,1.59449,7.08041,35.078814,27,2541,52,569,94.11111,119.52726,9.68446,3.4162,23.00303,0,33.848801,1.35916,6.49852,35.338232,search
43074,6,443,40,47397,52,1400,1184.925,476.85508,1.57158,-1.87851,75.39741,0,1.421986,0.06313,0.23432,2.462094,42,3701,52,569,88.11905,86.56382,22.15494,4.81028,13.35709,0,1.169128,0.06637,0.19516,2.721354,search
43596,6,443,12,6930,40,1320,577.5,541.81185,-1.36737,0.56668,156.40761,0,17.90482,1.66966,5.13471,18.366254,17,4405,40,1400,259.11765,444.26752,2.53106,2.08404,107.7507,0.000004,17.745185,1.16086,4.28273,18.573755,search
38635,6,443,12,7786,40,1320,648.83333,575.48788,-1.72703,0.2772,166.12904,0.000002,17.240162,1.66159,4.92793,18.277529,15,2580,40,1342,172,337.71369,7.42788,3.03062,87.1973,0.000116,16.952675,1.31998,4.33689,18.479687,search
43155,6,443,5,424,52,208,84.8,61.67787,1.04636,1.86339,27.58318,0.000238,0.240428,0.12476,0.09794,0.499041,7,971,52,569,138.71429,176.58645,2.91311,2.3307,66.74341,0.00126,0.213877,0.12161,0.0931,0.729671,search
40532,6,80,2,100,40,60,50,10,-1,0,7.07107,4.464712,4.464712,4.46471,0,4.464712,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.198615,4.250188,1.55402,1.90649,4.662053,search
45236,6,8443,9,5241,52,1340,582.33333,551.51589,-1.33058,0.60649,183.83863,0,4.269328,0.63253,1.38025,5.060205,13,1991,52,1018,153.15385,255.83885,7.90114,3.17507,70.95693,0.000009,3.881401,0.43717,1.04773,5.246079,search
38874,6,80,2,100,40,60,50,10,-1,0,7.07107,0.969033,0.969033,0.96903,0,0.969033,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.213481,0.72512,0.39325,0.23494,1.179738,search
44328,6,443,74,93214,52,1400,1259.64865,395.12969,4.6445,-2.57247,45.93289,0,0.801008,0.03404,0.12402,2.485281,72,4983,52,569,69.20833,74.55292,33.70171,5.91383,8.78615,0.000001,0.548604,0.03863,0.1065,2.742791,search
38824,6,80,13,10996,52,1400,845.84615,614.82879,-1.67769,-0.31856,170.52282,0.000001,12.416608,1.07245,3.4214,12.869413,15,1183,52,351,78.86667,72.93364,10.85271,3.68658,18.83138,0,12.303719,0.93518,3.15412,13.092523,search
46786,6,80,60,79011,52,1400,1316.85,305.86657,12.12247,-3.72731,39.4872,0.000001,26.010237,0.46067,3.35547,27.179606,62,3554,52,314,57.32258,33.0375,56.73067,7.68488,4.19577,0.000002,25.790263,0.45061,3.27278,27.486959,search
37059,6,80,33,41584,52,1400,1260.12121,387.4026,5.80556,-2.78708,67.43814,0,33.766797,1.10518,5.87064,35.365802,36,2534,52,322,70.38889,59.63373,13.26253,3.93375,9.93896,0.000002,33.474702,1.01748,5.56972,35.611937,search
38818,6,80,20,16314,52,1400,815.7,650.32977,-1.85365,-0.2482,145.41816,0,1.320577,0.10648,0.29424,2.023108,20,1726,52,351,86.3,88.44665,5.45896,2.782,19.77727,0.000003,1.295314,0.11259,0.28754,2.139191,search
44602,6,443,658,883886,52,1400,1343.29179,251.12516,18.80971,-4.48471,9.78988,0,179.461221,0.27909,6.99616,183.362535,530,32337,52,859,61.01321,38.70159,340.77902,17.11674,1.68109,0,179.416808,0.35244,7.79335,186.439889,search
40471,6,80,5,478,40,209,95.6,65.46022,-0.4494,0.98633,29.2747,0.000186,49.073143,12.39787,21.17477,49.591467,8,566,40,257,70.75,70.71554,3.90118,2.54665,25.00172,0.000072,48.771777,7.11372,17.00707,49.796064,search
44346,6,443,27,28809,52,1400,1067,564.33999,-0.62388,-1.1649,108.60728,0,4.47258,0.20713,0.85862,5.385414,23,1817,52,348,79,70.22572,7.88978,3.02656,14.64308,0.000008,4.210136,0.25884,0.86916,5.694419,search
45088,6,80,39,50362,52,1400,1291.33333,358.41827,8.19743,-3.21772,57.39286,0.000001,1.237156,0.04869,0.20176,1.850361,37,2400,52,320,64.86486,42.97212,31.52113,5.79956,7.06457,0.000003,0.939724,0.05766,0.1698,2.07578,search
38952,6,443,24,24106,52,1400,1004.41667,598.45634,-1.06637,-0.94761,122.15939,0.000001,12.091526,0.56489,2.45938,12.992477,18,1830,52,569,101.66667,130.99661,7.17857,2.97694,30.8762,0.000005,11.703118,0.78155,2.7331,13.286309,search
43722,6,443,17,11260,52,1400,662.35294,632.20491,-1.78238,0.26121,153.33221,0.000004,1.376778,0.1496,0.33646,2.393598,14,1639,52,569,117.07143,145.66177,4.60882,2.52396,38.92975,0.000026,1.162932,0.19897,0.31264,2.586649,search
42263,6,443,394,536578,52,1400,1361.8731,198.23247,27.564,-5.31742,9.98681,0,8.838137,0.05078,0.52156,19.957644,326,28841,52,1176,88.46933,159.77491,37.42618,6.23563,8.84911,0,8.508854,0.06202,0.54984,20.157417,search
47144,6,80,99,128388,52,1400,1296.84848,325.40267,8.59646,-3.1686,32.7042,0,2.619773,0.06243,0.31929,6.117749,95,5805,52,340,61.10526,47.17637,27.15523,5.41122,4.84019,0.000001,2.365157,0.0687,0.29937,6.45784,search
42938,6,80,5,2209,52,1400,441.8,530.86661,-0.12888,1.19319,237.41077,0.000011,0.877545,0.2793,0.35862,1.117208,7,599,52,279,85.57143,79.01511,3.01435,2.37544,29.8649,0.000041,0.643426,0.22902,0.21415,1.374144,search
46655,6,443,2,112,52,60,56,4,-1,0,2.82843,21.067089,21.067089,21.06709,0,21.067089,4,216,52,60,54,3.4641,0.11111,1.5396,1.73205,0.215663,20.910348,7.1142,9.75535,21.342606,search
48611,6,443,13,6607,40,1320,508.23077,551.22551,-1.20599,0.78364,152.88245,0.000003,16.351999,1.85793,4.58472,22.295127,17,4607,40,1400,271,419.82952,1.43584,1.73599,101.82361,0.000154,16.057342,1.40614,3.95675,22.498194,search
37177,6,80,1113,1461371,52,1400,1313.0018,311.30861,10.19295,-3.45217,9.33133,0,11.473499,0.06752,0.5835,75.08493,884,57490,52,342,65.03394,45.52741,27.43175,5.3497,1.53125,0,11.263191,0.0853,0.62462,75.318963,search
42508,6,80,107,139236,52,1400,1301.27103,333.69967,8.61165,-3.24446,32.25996,0.000001,19.291639,0.21221,1.88243,22.493789,109,6322,52,319,58,35.31639,49.00809,7.13764,3.3827,0,19.085985,0.21011,1.84203,22.692024,search
39166,6,443,25,28105,52,1400,1124.2,513.56137,0.31014,-1.49274,102.71227,0.000002,5.084114,0.24538,1.01263,5.889225,20,1643,52,349,82.15,74.76314,6.46098,2.80564,16.71755,0.000005,4.880498,0.3205,1.07999,6.089576,search
46643,6,443,44,55183,52,1400,1254.15909,408.07486,4.31312,-2.52506,61.5196,0.000001,20.415526,0.49514,3.07459,21.291137,47,4047,52,1260,86.10638,175.86627,40.17238,6.47763,25.65273,0,20.225478,0.46847,2.94626,21.549561,search
41052,6,443,19,17909,52,1400,942.57895,606.75715,-1.482,-0.64697,139.19964,0.000002,1.167843,0.14781,0.2913,2.66059,20,2121,52,569,106.05,135.10199,6.2377,2.8701,30.20972,0.000001,0.836311,0.15723,0.2226,2.987317,search
49374,6,443,5,223,40,60,44.6,7.70973,1.04717,1.86298,3.4479,0.000134,0.225206,0.15128,0.08918,0.605111,8,454,40,152,56.75,36.57441,3.60629,2.44567,12.93101,0.000034,0.392914,0.18863,0.13765,1.320407,search
43281,6,443,211,283832,52,1400,1345.17536,257.29492,19.96146,-4.6671,17.71291,0,33.958763,0.20363,2.35777,42.762264,158,13544,52,1199,85.72152,159.60917,42.0689,6.58151,12.69782,0.000002,34.032005,0.27425,2.72582,43.05693,search
40148,6,80,32,28592,52,1400,893.5,606.59866,-1.53408,-0.54429,107.23251,0.000002,4.487882,0.17611,0.78868,5.459491,28,2385,52,351,85.17857,92.14354,4.70998,2.62798,17.41349,0.000012,4.313073,0.20833,0.80875,5.624965,search
44929,6,443,5,271,52,60,54.2,2.92575,0.96219,1.78962,1.30843,0.000006,0.231391,0.1507,0.08954,0.602806,8,538,52,164,67.25,36.65634,3.95667,2.56765,12.95997,0.000067,0.512434,0.18865,0.15612,1.320549,search
37652,6,80,9,8152,52,1400,905.77778,614.74941,-1.36092,-0.67017,204.91647,0,3.207799,0.42617,1.05335,3.409351,11,850,52,322,77.27273,77.42338,6.993,3.12572,23.34403,0.00004,2.971437,0.36779,0.87393,3.67786,search
38450,6,80,31,33033,52,1400,1065.58065,560.11783,-0.51544,-1.19354,100.60013,0,0.345616,0.03092,0.08661,0.927598,32,2282,52,351,71.3125,72.25711,11.48695,3.7241,12.77337,0.000037,0.217164,0.03693,0.06901,1.144953,search
42401,6,443,27,28239,52,1400,1045.88889,577.34542,-0.71002,-1.12149,111.11018,0,3.307255,0.16749,0.63847,4.354726,21,2010,52,569,95.71429,123.50637,8.70719,3.21986,26.9513,0.000002,3.025925,0.22969,0.65346,4.59373,search
40252,6,443,2,112,52,60,56,4,-1,0,2.82843,12.012355,12.012355,12.01236,0,12.012355,4,216,52,60,54,3.4641,0.11111,1.5396,1.73205,0.227236,11.736564,4.08521,5.41039,12.255623,search
41555,6,443,11,5238,40,1400,476.18182,575.01981,-0.8347,1.01332,173.375,0.000002,19.997679,2.06677,5.97776,20.667662,13,2061,40,1228,158.53846,314.31895,8.18438,3.24253,87.17639,0.000052,20.182045,1.75482,5.5567,21.057802,search
40189,6,80,59,74886,52,1400,1269.25424,386.66241,5.3567,-2.71795,50.33916,0.000002,34.70363,0.72003,4.5386,41.761453,62,4083,52,320,65.85484,56.44462,15.92543,4.25662,7.16847,0.000004,34.870916,0.68433,4.44244,41.744171,search
42734,6,443,35,8422,40,1320,240.62857,403.7195,3.05481,2.16496,68.24105,0.000001,5.404995,0.47744,1.22671,16.233065,49,41339,40,1400,843.65306,626.24461,-1.76102,-0.35559,89.46352,0.000007,5.209366,0.34275,0.99615,16.451803,search
44957,6,443,11,6388,40,1320,580.72727,568.56919,-1.53269,0.51451,171.43006,0,19.999418,2.06447,5.97922,20.644659,13,1549,40,557,119.15385,160.78454,2.47313,2.06448,44.59361,0.000007,19.871615,1.7453,5.4662,20.943553,search
49721,6,443,12,6397,40,1320,533.08333,566.69296,-1.3827,0.6564,163.59017,0.000004,0.882171,0.1488,0.26056,1.636791,17,4139,40,1400,243.47059,439.381,3.04973,2.22862,106.56554,0.000007,0.732829,0.11251,0.18161,1.800195,search
41766,6,443,22,19185,52,1400,872.04545,615.18848,-1.66069,-0.43726,131.15862,0,29.726666,1.50747,6.31217,31.656939,20,1947,52,569,97.35,125.07409,8.40183,3.16902,27.96742,0.000012,29.685337,1.81679,6.59213,34.519036,search
39420,6,443,469,259551,40,1320,553.41365,540.07788,-1.51554,0.44947,24.93848,0,64.377494,0.63549,4.80837,297.409148,502,287443,40,1400,572.59562,616.24685,-1.67331,0.42314,27.50444,0,64.16222,0.59409,4.62414,297.636879,search
39420,6,443,522,338229,40,1320,647.94828,564.02428,-1.76528,0.12685,24.68667,0,67.28283,0.57189,4.68308,297.955776,584,293378,40,1400,502.35959,598.28644,-1.39951,0.66688,24.75727,0,67.124086,0.51148,4.41089,298.19397,search
39420,6,443,193,86820,40,1320,449.84456,493.36959,-0.98792,0.79453,35.51352,0,34.66558,0.72538,3.72869,139.272813,233,136824,40,1400,587.22747,614.49362,-1.69814,0.36394,40.25682,0,34.355274,0.60111,3.36754,139.458382,search
39098,6,80,311,424883,52,1400,1366.18328,188.25237,37.27709,-6.09163,10.67481,0,14.048658,0.14,1.16986,43.399932,226,13838,52,326,61.23009,31.19607,64.82745,8.0178,2.07513,0,13.750608,0.19439,1.33781,43.737445,search
37486,6,443,13,9304,52,1400,715.69231,640.68322,-1.84189,0.10302,177.69355,0,11.308255,1.01197,3.1067,12.143668,15,1707,52,569,113.8,141.78162,5.14553,2.6276,36.60786,0.00004,11.039226,0.88408,2.8194,12.37714,search
37099,6,443,12,6325,40,1320,527.08333,566.61737,-1.37065,0.70237,163.56835,0,8.488815,1.4313,2.86748,15.744264,16,2410,40,807,150.625,226.47458,3.34392,2.26884,56.61864,0.000073,8.176552,1.06329,2.42532,15.949325,search
41824,6,443,17,6736,40,1320,396.23529,522.72088,-0.43681,1.19328,126.77844,0.000001,0.641013,0.08327,0.15935,1.33225,22,11635,40,1400,528.86364,623.67804,-1.50224,0.63661,132.96861,0,0.356413,0.07358,0.11053,1.545212,search
47986,6,80,10,1068,40,358,106.8,125.7655,0.59607,1.65595,39.77054,0.000004,30.00001,4.05363,9.28947,36.482668,14,9119,40,1400,651.35714,640.06457,-1.79955,0.26839,171.06445,0.000008,29.84913,2.80635,7.89347,36.48259,search
44418,6,443,15,11990,52,1400,799.33333,645.6144,-1.86295,-0.17546,166.69692,0.000004,3.090716,0.29297,0.78448,4.101541,18,1942,52,569,107.88889,129.76983,7.07237,2.96299,30.58704,0.000054,2.838494,0.25488,0.65655,4.332926,search
39476,6,443,24,23256,52,1400,969,612.13098,-1.36665,-0.76385,124.95071,0,0.562485,0.063,0.13702,1.448938,18,1996,52,569,110.88889,149.65103,4.68418,2.61912,35.27309,0.000013,0.365497,0.09678,0.13611,1.645288,search
44166,6,443,20,19582,52,1400,979.1,590.27815,-1.21934,-0.80947,131.99021,0,3.029589,0.21445,0.67301,4.074503,22,1777,52,348,80.77273,71.39069,7.38351,2.94464,15.22055,0.000014,2.770885,0.19864,0.58645,4.171447,search
45413,6,443,7,863,40,447,123.28571,142.34236,1.5542,1.83437,53.80035,0.000293,0.555072,0.20017,0.18787,1.200999,10,1642,40,663,164.2,224.74955,0.79385,1.69119,71.07205,0.000013,0.355925,0.15991,0.11986,1.439156,search
47239,6,443,14,7466,40,1320,533.28571,534.44891,-1.24385,0.63151,142.83748,0.000001,12.49295,1.15289,3.29223,14.987541,18,2482,40,760,137.88889,218.37172,3.97744,2.44218,51.47071,0.00001,12.314781,0.89409,2.86449,15.199526,search
44650,6,80,44,56298,52,1400,1279.5,370.7288,6.50341,-2.92716,55.88947,0.000002,5.834562,0.21168,0.96171,9.102049,47,3046,52,322,64.80851,53.72691,18.80551,4.59489,7.83687,0,5.614051,0.20345,0.88787,9.358692,search
41284,6,443,11,6657,40,1320,605.18182,557.4505,-1.53342,0.4371,168.07765,0.000001,0.300195,0.13149,0.13202,1.314939,15,1752,40,853,116.8,202.67189,9.45603,3.39417,52.32966,0.000002,0.303451,0.11113,0.12909,1.555831,search
41072,6,80,3,140,40,60,46.66667,9.42809,-0.75,1.06066,5.44331,0.000325,4.737914,2.36912,2.36879,4.738239,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.183575,4.553107,1.64692,2.055,4.940755,search
48320,6,443,31,30204,52,1400,974.32258,613.81474,-1.32544,-0.80033,110.24438,0.000001,19.489137,0.6681,3.49532,20.04312,25,2885,52,1286,115.4,243.34141,19.32204,4.63168,48.66828,0,19.45685,0.84356,3.88169,20.245388,search
44162,6,443,16,15722,52,1400,982.625,588.74569,-1.16413,-0.85973,147.18642,0.000001,2.953396,0.26383,0.73123,3.957406,17,1493,52,348,87.82353,79.79181,4.79789,2.49565,19.35236,0.000006,2.670984,0.26164,0.63322,4.186309,search
37650,6,80,31,36616,52,1400,1181.16129,465.92025,1.56531,-1.85119,83.68175,0.000001,6.282656,0.31459,1.22729,9.437753,34,2353,52,322,69.20588,61.96668,12.42279,3.84,10.6272,0.000002,6.003698,0.29284,1.11086,9.663605,search
47305,6,443,23,21006,52,1400,913.30435,623.54759,-1.56572,-0.58303,130.01866,0.000001,2.634733,0.16746,0.54676,3.684067,25,2338,52,569,93.52,112.13175,11.50153,3.60771,22.42635,0.000002,2.880475,0.22162,0.60281,5.318956,search
48760,6,80,5,538,40,358,107.6,125.43939,1.03799,1.85753,56.0982,0.000605,2.073058,0.77915,0.8074,3.116603,9,3830,40,1400,425.55556,540.38795,-0.20096,1.24556,180.12932,0.000064,1.852406,0.41596,0.59996,3.327691,search
44120,6,443,24,11694,40,1320,487.25,400.38057,0.57762,1.26643,81.72734,0.000001,6.721956,0.90423,1.61621,20.79732,34,12051,40,984,354.44118,405.03879,-1.55241,0.62157,69.46358,0.000005,6.402087,0.6361,1.30379,20.99117,search
38870,6,80,2,100,40,60,50,10,-1,0,7.07107,0.969509,0.969509,0.96951,0,0.969509,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.213451,0.725185,0.39327,0.23497,1.179803,search
