@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute totalpkts numeric
@attribute totalsize numeric
@attribute minsize numeric
@attribute maxsize numeric
@attribute meansize numeric
@attribute stdsize numeric
@attribute kurtosisSize numeric
@attribute skewnessSize numeric
@attribute standardErrorSize numeric
@attribute miniat numeric
@attribute maxiat numeric
@attribute meaniat numeric
@attribute stdiat numeric
@attribute duration numeric
@attribute behavior {chat,browser,video,search}
@data
38444,6,443,888,691009,40,1400,778.16329,667.11736,-1.97619,-0.14235,22.38699,0,0.236814,0.00249,0.01399,2.210105,chat
49463,6,8443,29,12839,52,1400,442.72414,563.72235,-0.77801,1.03892,104.68061,0.000002,32.598986,1.91532,6.94339,53.628984,chat
44529,6,443,13,1505,40,557,115.76923,138.89075,5.56102,2.61343,38.52136,0.000021,0.187477,0.05312,0.07392,0.637451,chat
49217,6,8443,24,7433,52,1400,309.70833,466.25748,1.29007,1.75929,95.17441,0.000002,28.021251,2.14169,6.82235,49.258926,chat
44284,6,443,50,17678,40,1400,353.56,529.86138,0.00772,1.38622,74.93372,0,30.085861,1.85848,7.15325,91.065664,chat
38379,6,443,22,8529,40,1400,387.68182,531.18875,-0.18327,1.30116,113.24982,0.000005,0.15734,0.05042,0.05608,1.058744,chat
38311,6,443,21,8193,40,1400,390.14286,528.44221,-0.33988,1.23446,115.31554,0,0.147035,0.05274,0.0514,1.054895,chat
43953,6,443,13,1505,40,557,115.76923,138.89075,5.56102,2.61343,38.52136,0.000008,0.17914,0.06128,0.0606,0.735348,chat
38599,6,443,24,7981,40,1400,332.54167,488.15964,0.49843,1.50927,99.64517,0.000004,0.149083,0.05104,0.05277,1.173903,chat
38593,6,443,21,8005,40,1400,381.19048,517.65282,-0.23225,1.25972,112.96111,0.000002,0.202793,0.06101,0.06479,1.220142,chat
38633,6,443,22,8161,40,1400,370.95455,518.56493,-0.14156,1.30938,110.55842,0.000001,0.249522,0.05689,0.06563,1.19463,chat
39005,6,443,23,9113,40,1400,396.21739,528.54657,-0.31807,1.21141,110.20958,0.000003,0.158914,0.04923,0.05679,1.0831,chat
47865,6,443,40,15103,40,1400,377.575,522.10769,-0.18024,1.27664,82.55247,0.000002,22.727572,0.61055,3.58814,23.811584,chat
38929,6,443,24,8565,40,1400,356.875,518.29466,0.17585,1.43669,105.79646,0.000002,0.157943,0.05133,0.05808,1.1805,chat
43852,6,443,21,8773,40,1400,417.7619,539.19145,-0.49295,1.14316,117.66122,0.000004,0.217686,0.04575,0.0644,0.914917,chat
44119,6,443,349,237364,40,1400,680.12607,672.54952,-1.9716,0.12841,36.00075,0,30.06152,0.26427,2.76454,91.966932,chat
38873,6,443,22,8373,40,1400,380.59091,534.96624,-0.18483,1.30316,114.05519,0.000002,0.25512,0.05799,0.06979,1.217722,chat
43951,6,443,13,1505,40,557,115.76923,138.89075,5.56102,2.61343,38.52136,0.00029,0.174445,0.06127,0.05763,0.735192,chat
47709,6,443,30,3997,40,1400,133.23333,254.55945,18.42087,4.3861,46.47598,0.000006,29.93739,3.14298,9.07561,91.146456,chat
38827,6,443,23,8413,40,1400,365.78261,527.79747,-0.00698,1.37111,110.05338,0.000003,0.19094,0.04398,0.06329,0.967468,chat
47583,6,443,19,5938,40,1400,312.52632,456.47256,1.29305,1.73288,104.72199,0.000003,0.248145,0.06509,0.07014,1.171677,chat
38305,6,443,22,8341,40,1400,379.13636,532.68252,-0.18904,1.30139,113.56829,0.000001,0.248561,0.05591,0.06535,1.174167,chat
38961,6,443,22,8557,40,1400,388.95455,531.0627,-0.19155,1.29361,113.22295,0.000002,0.251403,0.05132,0.06741,1.077674,chat
44295,6,443,6890,5753353,40,1400,835.02946,667.55549,-1.88579,-0.33622,8.04225,0,64.910848,0.01734,0.78222,119.44216,chat
44369,6,443,31,4555,40,1400,146.93548,260.97472,15.07454,3.88616,46.87244,0.000005,29.982583,3.03821,8.94704,91.14638,chat
38919,6,443,22,8181,40,1400,371.86364,520.01899,-0.15265,1.30696,110.86842,0.000002,0.163778,0.0529,0.05634,1.110809,chat
48801,6,443,19,6762,40,1400,355.89474,495.02418,0.1394,1.39436,113.56633,0.000005,0.724492,0.11276,0.1618,2.029659,chat
38127,6,443,28,12102,40,1400,432.21429,546.11389,-0.78961,1.0117,103.20582,0,0.385041,0.06778,0.08466,1.830131,chat
42282,6,443,19,6051,40,1400,318.47368,424.78656,1.85891,1.76494,97.45272,0.000002,0.275437,0.06353,0.08092,1.143593,chat
44525,6,443,190,123271,40,1400,648.79474,666.18844,-1.92683,0.22741,48.33039,0,30.124104,0.48544,3.73492,91.747992,chat
38427,6,443,21,7985,40,1400,380.2381,514.177,-0.18822,1.27227,112.20262,0.000003,0.206867,0.05952,0.06151,1.190334,chat
38613,6,443,24,8593,40,1400,358.04167,517.93432,0.17179,1.43313,105.7229,0.000002,0.153756,0.05096,0.0559,1.172143,chat
38907,6,443,22,8433,40,1400,383.31818,533.34079,-0.18174,1.30473,113.70864,0.000002,0.259345,0.05215,0.06954,1.095118,chat
38797,6,443,23,8097,40,1400,352.04348,504.64602,0.11779,1.39556,105.22597,0.000001,0.156079,0.04853,0.05345,1.067628,chat
38851,6,443,22,8609,40,1400,391.31818,530.22194,-0.19823,1.28788,113.0437,0.000003,0.248021,0.05551,0.06778,1.165632,chat
38157,6,443,22,8577,40,1400,389.86364,530.80345,-0.19509,1.29056,113.16768,0.000001,0.18882,0.04432,0.06166,0.930796,chat
38662,6,80,23,9220,40,1400,400.86957,582.25822,-0.70972,1.12455,121.40923,0.000003,109.652862,7.84442,25.45027,172.577298,chat
43564,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.057445,11.989976,2.48331,4.75354,12.416565,chat
38437,6,443,25,8567,40,1400,342.68,512.24937,0.35848,1.50107,102.44987,0.000001,1.395007,0.1613,0.32125,3.871157,chat
38277,6,443,24,8957,40,1400,373.20833,518.07271,0.00666,1.34337,105.75115,0.000001,0.149455,0.04516,0.05092,1.038771,chat
38273,6,443,24,8929,40,1400,372.04167,517.70918,0.027,1.35258,105.67694,0,0.203635,0.05028,0.05688,1.156357,chat
38141,6,443,25,8609,40,1400,344.36,511.62954,0.35464,1.49752,102.32591,0.000002,0.176696,0.04704,0.05929,1.128979,chat
44099,6,443,35,8104,40,1400,231.54286,405.12886,3.89704,2.39293,68.47928,0.000003,30.059374,2.74207,8.44916,93.230455,chat
39001,6,443,22,8549,40,1400,388.59091,531.17551,-0.19031,1.29473,113.247,0.000001,0.170237,0.04845,0.0583,1.01754,chat
37979,6,443,24,8653,40,1400,360.54167,517.17453,0.16218,1.42572,105.56781,0.000002,0.16789,0.04997,0.05552,1.149386,chat
38299,6,443,24,8461,40,1400,352.54167,520.57484,0.17328,1.43658,106.26189,0.000002,0.203551,0.05137,0.05757,1.181625,chat
38947,6,443,22,8585,40,1400,390.22727,530.70887,-0.19667,1.28924,113.14751,0.000003,0.202753,0.05591,0.06089,1.174068,chat
43957,6,443,403,271726,40,1400,674.25806,666.40855,-1.95782,0.15075,33.19617,0.000001,30.016905,0.22994,2.57422,92.436542,chat
38973,6,443,28,12718,40,1400,454.21429,567.54769,-0.96789,0.95362,107.25643,0.000001,0.492035,0.06831,0.10122,1.844443,chat
38949,6,443,22,8781,40,1400,399.13636,530.0255,-0.26767,1.24225,113.00182,0,0.251004,0.05587,0.06811,1.173167,chat
38097,6,443,22,7805,40,1400,354.77273,497.83175,0.22549,1.40727,106.13809,0.000004,0.260186,0.05709,0.06639,1.198842,chat
47959,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.059891,16.030046,3.29123,6.36954,16.456162,chat
38067,6,443,22,8569,40,1400,389.5,530.90324,-0.1936,1.29182,113.18895,0.000001,0.174748,0.0452,0.04947,0.949244,chat
38433,6,443,22,8473,40,1400,385.13636,532.50619,-0.18312,1.30233,113.5307,0.000001,0.21596,0.05676,0.06322,1.192005,chat
48715,6,443,21,7405,40,1400,352.61905,501.3165,0.00064,1.34978,109.39623,0.000006,60.173721,4.56702,14.2992,91.340435,chat
38457,6,443,24,8637,40,1400,359.875,517.35008,0.16534,1.42802,105.60364,0.000002,0.159974,0.04456,0.05817,1.02497,chat
38307,6,443,23,8225,40,1400,357.6087,511.00274,0.03916,1.37835,106.55144,0.000001,0.24348,0.05237,0.06241,1.152058,chat
37634,6,443,15,3636,40,1400,242.4,365.45365,4.45188,2.35262,94.35973,0.000008,0.288522,0.08091,0.08347,1.132792,chat
48551,6,443,21,6845,40,1400,325.95238,479.39381,0.58354,1.54691,104.61231,0.000018,25.554779,1.34504,5.55451,26.9008,chat
38293,6,443,23,8705,40,1400,378.47826,522.84364,-0.03489,1.34717,109.02043,0.000002,0.172931,0.04737,0.05981,1.042191,chat
38005,6,443,22,8997,40,1400,408.95455,532.90657,-0.41159,1.17037,113.61606,0.000005,0.258339,0.04924,0.06858,1.034045,chat
47869,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.059169,11.127532,2.30072,4.41354,11.503589,chat
38337,6,443,23,8457,40,1400,367.69565,526.70629,-0.00493,1.37196,109.82585,0.000001,0.165054,0.05,0.05923,1.100038,chat
44255,6,443,13,1505,40,557,115.76923,138.89075,5.56102,2.61343,38.52136,0.000243,0.177403,0.05457,0.06993,0.654784,chat
38635,6,443,23,8613,40,1400,374.47826,524.05865,-0.01887,1.35857,109.27378,0.000002,0.155874,0.04884,0.05763,1.074451,chat
38327,6,443,23,8145,40,1400,354.13043,507.7748,0.07644,1.38591,105.87836,0.000001,0.15179,0.04737,0.05187,1.042187,chat
46732,6,443,20,6925,40,1400,346.25,477.78519,0.17412,1.36099,106.83602,0.000002,29.729757,1.62619,6.62449,30.897583,chat
38371,6,443,22,8161,40,1400,370.95455,518.56493,-0.14156,1.30938,110.55842,0.000003,0.247105,0.05672,0.06617,1.191198,chat
38303,6,443,22,9557,40,1400,434.40909,557.47985,-0.81933,1.02496,118.8551,0.000001,0.246011,0.04904,0.05974,1.029792,chat
38095,6,443,22,8197,40,1400,372.59091,521.2033,-0.16054,1.3053,111.12092,0,0.24998,0.05368,0.06296,1.12726,chat
44527,6,443,13,1505,40,557,115.76923,138.89075,5.56102,2.61343,38.52136,0.000063,0.187219,0.05314,0.07374,0.637722,chat
47036,6,443,21,5799,40,1400,276.14286,436.89743,2.23712,2.0084,95.33883,0.000005,0.163954,0.0563,0.05952,1.125954,chat
38901,6,443,24,8729,40,1400,363.70833,516.61014,0.141,1.41183,105.4526,0.000002,0.150751,0.04617,0.05564,1.061906,chat
41956,6,443,15,2248,40,557,149.86667,167.66032,0.36911,1.39739,43.28971,0.000004,0.178852,0.06524,0.06508,0.913426,chat
38405,6,443,24,8613,40,1400,358.875,517.51508,0.17183,1.43293,105.63732,0.000003,0.157795,0.04342,0.05612,0.998635,chat
41332,6,443,15,2041,40,557,136.06667,156.00148,1.71256,1.78074,40.27941,0.000022,0.200659,0.07091,0.0706,0.992695,chat
38385,6,443,22,8409,40,1400,382.22727,533.98833,-0.18293,1.30414,113.8467,0.000002,0.162054,0.05179,0.05847,1.087639,chat
47745,6,443,19,6452,40,1400,339.57895,469.83013,0.56197,1.48892,107.78642,0.000012,0.154005,0.05592,0.0588,1.006484,chat
39015,6,443,22,8161,40,1400,370.95455,518.56493,-0.14156,1.30938,110.55842,0.000001,0.234534,0.05549,0.06205,1.165371,chat
38867,6,443,22,8329,40,1400,378.59091,531.67075,-0.18975,1.30095,113.35258,0.000002,0.245002,0.05664,0.0651,1.189414,chat
48487,6,443,19,6452,40,1400,339.57895,469.83013,0.56197,1.48892,107.78642,0.000006,0.149815,0.06512,0.05516,1.17209,chat
41998,6,443,14,2196,40,557,156.85714,169.82254,0.15462,1.30819,45.38698,0.000004,0.184337,0.06632,0.07177,0.862218,chat
37652,6,443,17,3872,40,1400,227.76471,362.04444,4.46544,2.38432,87.80868,0.000048,0.159411,0.06626,0.05405,1.060195,chat
37658,6,443,15,3615,40,1400,241,363.74955,4.59922,2.37985,93.91973,0.000049,0.260732,0.07961,0.0768,1.114546,chat
38821,6,443,22,8469,40,1400,384.95455,532.49904,-0.18171,1.30382,113.52918,0.000002,0.241671,0.05279,0.06298,1.108599,chat
48743,6,443,19,6452,40,1400,339.57895,469.83013,0.56197,1.48892,107.78642,0.00001,0.161373,0.06267,0.05952,1.128011,chat
37604,6,443,15,3758,40,1400,250.53333,376.64446,3.65041,2.20984,97.24918,0.000072,0.156201,0.07003,0.05687,0.980439,chat
41712,6,443,14,2001,40,557,142.92857,159.2749,1.35894,1.6795,42.56801,0.000033,0.180168,0.06495,0.07087,0.844395,chat
43856,6,443,7,312,40,60,44.57143,7.53766,0.1955,1.40292,2.84897,0.000005,17.250574,2.95276,6.39451,17.716581,chat
42288,6,443,14,1996,40,557,142.57143,158.7625,1.39716,1.68724,42.43106,0.000005,0.169333,0.07704,0.06042,1.001495,chat
45260,6,443,22,8274,40,1400,376.09091,535.54347,-0.15291,1.32497,114.17825,0.000003,0.152548,0.04623,0.052,0.970771,chat
44015,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.033416,15.000036,3.07565,5.96248,15.378228,chat
38581,6,443,23,8501,40,1400,369.6087,525.68661,-0.00403,1.3718,109.61324,0.000002,0.168009,0.04936,0.0579,1.085901,chat
38769,6,443,22,8549,40,1400,388.59091,531.17551,-0.19031,1.29473,113.247,0.000001,0.248478,0.05246,0.06828,1.101742,chat
42371,6,443,302,209127,40,1400,692.47351,675.70498,-1.98445,0.08912,38.88245,0.000001,89.547663,0.47442,5.93441,142.799433,chat
38779,6,443,22,9089,40,1400,413.13636,534.55668,-0.47582,1.14318,113.96787,0.000001,0.243391,0.05272,0.06302,1.107169,chat
41692,6,443,15,2053,40,557,136.86667,157.16398,1.61724,1.76165,40.57956,0.000004,0.180465,0.0598,0.06843,0.837235,chat
38393,6,443,23,8257,40,1400,359,514.51302,0.01486,1.37299,107.28338,0.000003,0.180111,0.05084,0.05635,1.118541,chat
38865,6,443,24,8557,40,1400,356.54167,518.52274,0.17472,1.43591,105.84301,0.000001,0.15177,0.05159,0.05712,1.186644,chat
47809,6,443,23,7370,40,1400,320.43478,479.96928,0.96952,1.66641,100.08051,0.000004,29.734718,1.40923,6.1815,31.002984,chat
37654,6,443,17,3872,40,1400,227.76471,362.04444,4.46544,2.38432,87.80868,0.000008,0.174939,0.06522,0.05556,1.043515,chat
38793,6,443,25,8597,40,1400,343.88,511.74035,0.35711,1.4995,102.34807,0.000001,0.175297,0.04377,0.05279,1.05041,chat
38861,6,443,22,8269,40,1400,375.86364,526.76071,-0.18468,1.30084,112.30576,0.000001,0.243138,0.0554,0.0627,1.163471,chat
48463,6,8443,23,7362,52,1400,320.08696,473.54307,1.06086,1.69288,98.74056,0.000002,19.81423,0.95944,4.11534,21.107629,chat
38565,6,443,19,6360,40,1400,334.73684,468.44455,0.66218,1.5336,107.46855,0.000002,0.16729,0.06164,0.05981,1.109522,chat
43745,6,443,17,5578,40,1400,328.11765,477.79086,0.78691,1.59463,115.8813,0.000003,0.200452,0.04931,0.07158,0.788924,chat
38043,6,443,22,8801,40,1400,400.04545,530.13253,-0.27837,1.23618,113.02463,0.000001,0.243888,0.05514,0.06618,1.157909,chat
41312,6,443,17,5959,40,1400,350.52941,438.07092,1.30954,1.6068,106.2478,0.000002,0.185151,0.05369,0.06509,0.858987,chat
39035,6,443,24,7849,40,1400,327.04167,479.95994,0.74015,1.57661,97.97141,0.000001,0.244997,0.05669,0.06473,1.303812,chat
44017,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.033415,15.002589,3.07448,5.96432,15.372378,chat
38375,6,443,22,8105,40,1400,368.40909,514.65113,-0.10361,1.3181,109.72399,0.000001,0.248267,0.05395,0.06366,1.133035,chat
39007,6,443,26,8629,40,1400,331.88462,505.32315,0.53975,1.56007,99.10202,0.000001,0.183437,0.04499,0.05923,1.124778,chat
42114,6,443,15,2236,40,557,149.06667,166.63352,0.42725,1.41158,43.02459,0.000004,0.177504,0.05931,0.06876,0.830293,chat
47284,6,8080,67,13293,40,1280,198.40299,288.28225,6.97527,2.7085,35.21928,0.000005,46.739709,2.58273,7.62736,170.460142,browser
47284,6,8080,6,388,40,77,64.66667,17.44197,-1.2,-0.84853,7.12065,0.005158,209.738019,42.03205,83.85303,210.160246,browser
41414,6,80,10,1748,40,1045,174.8,304.2334,4.48054,2.55044,96.20705,0.003494,0.194616,0.07001,0.06794,0.630118,browser
48415,6,80,10,1456,40,737,145.6,219.49223,3.01306,2.19801,69.40954,0.000004,0.188455,0.05688,0.07763,0.511923,browser
48405,6,80,12,1875,40,737,156.25,211.77548,2.38357,1.93351,61.13432,0.000022,0.210298,0.07476,0.0731,0.822386,browser
38597,6,80,10,1533,40,782,153.3,234.86594,2.88073,2.1677,74.27113,0.004063,0.2061,0.08065,0.07532,0.725875,browser
44758,6,80,133,90957,40,1400,683.88722,672.21984,-1.96571,0.11665,58.28885,0,17.998561,0.15521,1.55991,20.487681,browser
48397,6,80,10,1456,40,737,145.6,219.49223,3.01306,2.19801,69.40954,0.000027,0.207325,0.05994,0.08136,0.539427,browser
49835,6,80,10,1761,40,1042,176.1,304.34272,4.33005,2.51311,96.24162,0.002778,0.255521,0.09173,0.0919,0.825611,browser
41418,6,80,10,2113,40,961,211.3,336.59294,0.82911,1.71245,106.44003,0.001851,0.658201,0.14389,0.19876,1.295016,browser
38589,6,80,10,1873,40,848,187.3,289.33097,0.95794,1.73991,91.49449,0.000041,0.802912,0.15136,0.24471,1.362271,browser
48363,6,80,10,1456,40,737,145.6,219.49223,3.01306,2.19801,69.40954,0.000002,0.2134,0.05851,0.08248,0.52661,browser
48335,6,80,10,1533,40,782,153.3,234.86594,2.88073,2.1677,74.27113,0.000643,0.225238,0.06932,0.07897,0.623904,browser
49900,6,80,221,156018,40,1400,705.9638,667.50592,-1.98201,0.07295,44.90131,0,14.631398,0.0725,0.98418,15.949377,browser
43842,6,80,14,3868,40,1400,276.28571,470.00599,2.07426,2.01046,125.61439,0.000001,0.206598,0.06231,0.08237,0.810024,browser
49896,6,80,65,39551,40,1400,608.47692,652.56443,-1.81522,0.36824,80.94066,0,15.084873,0.2486,1.86964,15.910131,browser
40286,6,80,10,1543,40,808,154.3,240.28568,3.21799,2.24598,75.98501,0.000903,0.178921,0.06799,0.06675,0.611879,browser
49902,6,80,159,106280,40,1400,668.42767,667.21132,-1.95066,0.17794,52.9133,0,14.979844,0.10073,1.18781,15.915002,browser
39923,6,80,24,11012,40,1400,458.83333,608.95674,-1.11836,0.90952,124.30277,0,7.197167,0.33932,1.46347,7.804421,browser
43065,6,80,20,8508,40,1400,425.4,574.72849,-0.696,1.08881,128.5132,0,0.204487,0.04264,0.06529,0.810114,browser
49898,6,80,117,78214,40,1400,668.49573,666.25711,-1.94925,0.17988,61.59549,0,14.844594,0.1372,1.37195,15.91507,browser
39997,6,80,10,1368,40,665,136.8,198.54158,2.76041,2.13935,62.78436,0.000069,0.210198,0.04944,0.0791,0.444954,browser
39867,6,80,10,2174,40,1105,217.4,357.54586,1.6931,1.90109,113.06593,0.00397,0.208032,0.08063,0.07872,0.725709,browser
48632,6,80,10,1702,40,741,170.2,254.20181,0.86627,1.71968,80.38567,0.004026,0.229885,0.08738,0.09117,0.786451,browser
44325,6,80,10,1878,40,785,187.8,287.84051,0.63097,1.66946,91.02316,0.002829,0.242681,0.0928,0.08654,0.835173,browser
45655,6,8080,36,21581,40,1400,599.47222,596.6328,-1.55651,0.46293,99.4388,0,158.631756,4.75923,26.3936,166.57315,browser
45655,6,8080,7,428,40,77,61.14286,18.31025,-1.73611,-0.33679,6.92062,0.000008,209.986436,35.04526,78.23609,210.271582,browser
45655,6,8080,67,41686,40,1400,622.1791,652.7709,-1.8385,0.31178,79.74866,0,125.549697,1.94747,15.33151,128.532798,browser
45655,6,8080,26,15102,40,1400,580.84615,614.2818,-1.56497,0.51077,120.47057,0,185.149421,7.52533,36.25876,188.133337,browser
49167,6,443,17,5785,40,1400,340.29412,516.04785,0.42458,1.4949,125.15999,0,0.15592,0.03569,0.05131,0.571014,browser
40231,6,80,22,10332,40,1400,469.63636,600.81275,-1.17324,0.83897,128.09371,0.000001,6.56126,0.34652,1.39132,7.277011,browser
41671,6,8080,17,5772,40,1400,339.52941,514.79055,0.46364,1.50897,124.85505,0.000001,0.219991,0.04653,0.06493,0.744467,browser
46947,6,443,20,3982,40,1400,199.1,320.81785,7.59686,2.87005,71.73705,0,209.823077,11.1154,46.83592,211.19254,browser
46947,6,443,8,509,40,81,63.625,18.34351,-1.54431,-0.57266,6.48541,0.008055,209.727856,32.5871,72.57047,228.10967,browser
41694,6,80,153,90113,40,1400,588.97386,648.62376,-1.77474,0.42716,52.43812,0,1.70414,0.01972,0.14133,2.997335,browser
38740,6,80,12,2875,40,1400,239.58333,397.422,3.77432,2.28266,114.72585,0.000037,0.200572,0.06188,0.06799,0.680637,browser
43436,6,80,18,2267,40,480,125.94444,130.99426,1.37636,1.67686,30.87564,0.000057,209.945332,13.69122,49.31559,232.75079,browser
47987,6,80,12,2912,40,1400,242.66667,424.85004,2.65426,2.13131,122.64364,0.000013,0.200038,0.06945,0.07362,0.763961,browser
38955,6,80,24,10987,40,1400,457.79167,609.65646,-1.11861,0.90932,124.4456,0.000001,3.969675,0.21478,0.80473,4.939868,browser
41295,6,443,20,5570,40,1400,278.5,425.65179,2.34697,1.9757,95.17863,0.000001,209.623421,11.11224,46.78966,211.132604,browser
48972,6,80,10,1575,40,840,157.5,249.0242,3.383,2.28475,78.74837,0.000004,0.313178,0.06953,0.10835,0.625812,browser
41269,6,80,48,22690,52,1064,472.70833,487.75305,-1.81182,0.3547,70.40109,0,0.317173,0.03385,0.06761,1.590979,browser
49578,6,80,45,15165,40,1400,337,479.47351,0.74272,1.55744,71.47569,0.000002,15.810268,1.13193,3.28346,49.805032,browser
49322,6,80,12,2989,40,1400,249.08333,424.26318,2.55997,2.09414,122.47423,0.000005,0.187983,0.06503,0.07103,0.715372,browser
39664,6,443,15,2105,40,480,140.33333,143.50083,0.35591,1.37916,37.05176,0.000074,30.302008,2.25661,7.77875,31.592517,browser
43729,6,443,13,2904,40,1400,223.38462,386.0296,4.37689,2.40698,107.06535,0.000056,0.148324,0.0568,0.05566,0.681645,browser
42662,6,80,12,2977,40,1400,248.08333,424.7404,2.55582,2.09303,122.61199,0.000003,0.236861,0.07356,0.08354,0.809133,browser
48050,6,8080,13,2900,40,1400,223.07692,385.68051,4.40628,2.41277,106.96853,0.000015,0.346547,0.06267,0.10088,0.751985,browser
47989,6,80,12,3695,40,1400,307.91667,477.98369,0.55357,1.53592,137.98201,0.000005,0.206415,0.06044,0.06841,0.66489,browser
41787,6,80,15,2993,40,1400,199.53333,364.15068,5.65573,2.64949,94.0233,0,1.729469,0.27211,0.4644,3.809508,browser
41468,6,8080,13,2901,40,1400,223.15385,385.76754,4.39893,2.41132,106.99266,0.000016,0.233494,0.07172,0.07579,0.860614,browser
49326,6,80,12,2989,40,1400,249.08333,424.26318,2.55997,2.09414,122.47423,0.000004,0.186918,0.06502,0.07074,0.715176,browser
40469,6,80,28,12110,40,1400,432.5,576.5368,-0.80602,1.02289,108.95521,0,250.526353,9.91896,47.27962,267.812032,browser
43466,6,80,12,904,40,243,75.33333,69.66866,1.64849,1.94072,20.11161,0.000197,19.800645,1.89508,5.66412,20.845846,browser
45050,6,80,13,2916,40,1400,224.30769,385.6041,4.38539,2.40882,106.94733,0.000091,0.174918,0.05607,0.05806,0.672887,browser
43881,6,80,11,852,40,243,77.45455,72.39458,1.16682,1.80924,21.82779,0.004284,39.400735,5.99623,12.58953,59.962281,browser
40576,6,8888,6,328,52,60,54.66667,3.77124,-1.2,0.84853,1.5396,0.005654,62.452219,12.55071,24.95085,62.753573,browser
47313,6,80,18,6069,40,1400,337.16667,490.27795,0.84646,1.61418,115.55962,0.000004,60.45812,5.03803,14.99759,85.646562,browser
49043,6,443,102,54622,52,1400,535.5098,630.81916,-1.57696,0.62627,62.4604,0.000001,0.126655,0.01351,0.03223,1.364593,browser
46195,6,443,18,4528,40,1400,251.55556,422.52458,3.4673,2.28907,99.59,0.000003,59.420838,3.56249,13.96486,60.562355,browser
40906,6,8888,5,276,52,60,55.2,3.91918,-1.54167,0.51031,1.75271,0.005358,120.147529,30.11885,51.97814,120.475411,browser
39584,6,80,9,492,52,60,54.66667,3.77124,-1.3125,0.7955,1.25708,0.044232,31.140987,7.95178,11.20056,63.614256,browser
45865,6,443,19,4552,40,1400,239.57895,413.85776,3.91048,2.38477,94.94548,0.000002,59.416304,3.47521,13.57546,62.553762,browser
39588,6,80,9,492,52,60,54.66667,3.77124,-1.3125,0.7955,1.25708,0.049413,31.124406,7.82556,11.16037,62.604452,browser
38949,6,80,20,8441,40,1400,422.05,577.6688,-0.71059,1.08287,129.17067,0.000046,0.187651,0.03205,0.05852,0.608939,browser
46799,6,443,12,2869,40,1400,239.08333,396.89366,3.81551,2.29131,114.57333,0.000005,0.160557,0.0588,0.05491,0.646762,browser
46181,6,443,18,4528,40,1400,251.55556,422.52458,3.4673,2.28907,99.59,0.000002,59.421373,3.56139,13.96526,60.543612,browser
47369,6,80,22,7914,52,1400,359.72727,502.46449,0.15231,1.3664,107.12579,0.000003,60.258301,3.13045,12.78755,65.739439,browser
42224,6,443,82,49196,40,1400,599.95122,654.62089,-1.82785,0.36836,72.29078,0.000001,0.194331,0.02317,0.04233,1.876455,browser
40338,6,8888,8,448,52,60,56,4,-1.85714,0,1.41421,0.005294,59.166413,8.64242,20.62858,60.496939,browser
40892,6,8888,5,276,52,60,55.2,3.91918,-1.54167,0.51031,1.75271,0.005416,120.364886,30.21575,52.04775,120.862985,browser
45627,6,443,9,436,40,60,48.44444,8.09816,-1.35843,0.19118,2.69939,0.028167,57.95531,7.57585,19.04693,60.606806,browser
43469,6,80,12,904,40,243,75.33333,69.66866,1.64849,1.94072,20.11161,0.000195,19.804209,1.89502,5.66523,20.845195,browser
39904,6,80,7,388,52,60,55.42857,3.95897,-1.73611,0.33679,1.49635,0.044567,31.096256,8.6468,12.38975,51.880771,browser
41061,6,80,11,1725,40,740,156.81818,242.38242,1.44383,1.88281,73.08105,0.002576,0.163229,0.06067,0.05885,0.606679,browser
42170,6,443,51,24552,40,1400,481.41176,606.6962,-1.25757,0.81419,84.95446,0,0.166515,0.02236,0.04125,1.117955,browser
45873,6,80,24,3278,40,480,136.58333,139.05961,0.18471,1.34574,28.38542,0.00001,149.794868,6.67875,30.51702,153.611279,browser
45873,6,80,14,2452,40,1347,175.14286,335.44914,8.4811,3.25546,89.65255,0.000135,209.772905,16.42726,55.82046,213.554338,browser
45873,6,80,16,3156,40,1400,197.25,344.85568,7.0323,2.89315,86.21392,0.000005,209.818764,14.76744,52.20272,221.511639,browser
45873,6,80,6,388,40,77,64.66667,17.44197,-1.2,-0.84853,7.12065,0.005346,209.844016,42.03152,83.90627,210.157623,browser
45873,6,80,68,29370,40,1400,431.91176,524.86799,-0.52304,1.06073,63.64959,0.000002,110.748167,4.27915,17.01019,286.703323,browser
45873,6,80,72,18879,40,1400,262.20833,273.40832,3.12729,1.49472,32.22148,0.000006,28.159461,1.93199,5.27604,137.171233,browser
45867,6,443,7,312,40,60,44.57143,7.53766,0.1955,1.40292,2.84897,0.028308,60.027766,10.39602,22.20501,62.376094,browser
39918,6,80,7,388,52,60,55.42857,3.95897,-1.73611,0.33679,1.49635,0.044726,31.175362,8.66822,12.40757,52.009303,browser
46183,6,443,5,232,40,60,46.4,8.2365,-0.81484,0.85217,3.68348,0.028259,60.033708,15.11739,25.93255,60.469554,browser
