@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute totalpkts numeric
@attribute totalsize numeric
@attribute minsize numeric
@attribute maxsize numeric
@attribute meansize numeric
@attribute stdsize numeric
@attribute kurtosisSize numeric
@attribute skewnessSize numeric
@attribute standardErrorSize numeric
@attribute miniat numeric
@attribute maxiat numeric
@attribute meaniat numeric
@attribute stdiat numeric
@attribute duration numeric
@attribute behavior {chat,browser,video,search}
@data
44697,6,443,930,394232,40,1400,423.90538,520.91551,-0.59585,1.04204,17.08149,0,45.177782,0.25872,2.00438,240.348504,browser
48058,6,80,105,68560,40,1400,652.95238,673.01931,-1.94308,0.20849,65.67996,0.000001,29.175459,0.29593,2.846,30.77667,browser
40600,6,443,17,2675,40,859,157.35294,225.11407,3.64633,2.22789,54.59818,0.000025,0.169428,0.04986,0.0616,0.797706,browser
38418,6,443,39,16854,40,1400,432.15385,558.35048,-0.96349,0.96705,89.40763,0.000001,50.498554,2.49108,10.12625,94.660863,browser
42054,6,443,38,8428,40,1400,221.78947,365.66242,5.78482,2.65469,59.31828,0.000002,45.054552,2.96092,10.05207,109.553878,browser
38566,6,443,39,20387,40,1400,522.74359,606.77854,-1.46461,0.64607,97.16233,0.000001,39.584075,1.06754,6.33227,40.566443,browser
37988,6,443,31,7146,40,1320,230.51613,375.16662,4.16668,2.3887,67.38191,0,39.786776,1.63797,7.22472,49.138977,browser
49565,6,443,20,2807,40,858,140.35,211.27264,4.952,2.49166,47.242,0.000002,0.156836,0.04821,0.05687,0.915917,browser
39880,6,443,19,5885,40,1400,309.73684,435.21402,1.62063,1.74965,99.84494,0.000001,0.113492,0.03464,0.04802,0.623564,browser
37071,6,443,30,2580,40,530,86,97.96598,13.03226,3.73786,17.88606,0.000011,44.91089,9.34778,18.13119,271.08571,browser
42126,6,443,24,3664,40,1224,152.66667,255.70143,10.61554,3.30834,52.19484,0.000004,45.015452,3.74658,11.97423,86.171331,browser
40218,6,443,17,2674,40,858,157.29412,224.93078,3.63669,2.22607,54.55373,0.000025,0.160432,0.05039,0.0542,0.806167,browser
46514,6,443,63,32192,40,1400,510.98413,611.71576,-1.42358,0.68725,77.06894,0.000001,45.030174,1.39334,7.5362,86.387371,browser
41763,6,443,22,3460,40,1330,157.27273,290.4996,9.92259,3.2896,61.93472,0.000005,44.659535,2.16108,9.50309,45.382706,browser
41439,6,443,22,3892,40,1400,176.90909,315.99697,8.20618,3.01294,67.37078,0.000005,44.93963,2.16299,9.56524,45.422729,browser
43753,6,80,5314,4384617,40,1400,825.1067,664.63959,-1.91125,-0.29365,9.11749,0,80.747396,0.01755,1.10773,93.228015,browser
47830,6,80,41,20170,40,1400,491.95122,600.90708,-1.25048,0.78604,93.84592,0.000001,41.594911,1.81621,7.86391,72.648435,browser
42482,6,80,22,3702,40,976,168.27273,224.03676,5.95649,2.59523,47.7648,0.000862,119.453413,11.49617,35.00522,241.419541,browser
42482,6,80,9,612,40,82,68,19.79899,-1.3125,-0.7955,6.59966,0.054135,120.521712,30.02992,51.85206,240.239396,browser
42482,6,80,9,612,40,82,68,19.79899,-1.3125,-0.7955,6.59966,0.054149,120.167002,30.01422,51.81322,240.113735,browser
42482,6,80,9,612,40,82,68,19.79899,-1.3125,-0.7955,6.59966,0.054126,120.250414,30.00472,51.80933,240.037741,browser
42482,6,80,9,612,40,82,68,19.79899,-1.3125,-0.7955,6.59966,0.054185,120.332023,30.02857,51.85936,240.228593,browser
44549,6,443,19,2708,40,968,142.52632,227.27664,6.99013,2.82805,52.14084,0.000022,44.660974,2.53495,10.21721,45.629056,browser
44632,6,80,13,2533,40,1135,194.84615,313.83015,3.87614,2.2749,87.04082,0.000006,2.999732,0.2965,0.81845,3.557952,browser
44473,6,443,20,2424,40,632,121.2,164.12117,3.33838,2.21831,36.69861,0.000002,44.682712,2.40142,9.96599,45.626992,browser
48692,6,443,2155,1072268,40,1400,497.57216,582.98059,-1.26951,0.75343,12.55829,0,29.916957,0.13925,1.17222,299.948991,browser
48692,6,443,76,17636,40,1400,232.05263,350.20685,4.44383,2.29432,40.17148,0.000002,2.347719,0.12363,0.36152,9.272617,browser
41883,6,443,31,8129,40,1400,262.22581,425.8635,2.54952,2.08217,76.48734,0.000002,0.180338,0.034,0.05452,1.019965,browser
41591,6,443,56,25124,40,1400,448.64286,596.54947,-1.07711,0.92423,79.71728,0,119.619252,2.19922,15.97891,120.957145,browser
47824,6,80,42,21608,40,1400,514.47619,611.20393,-1.40134,0.70229,94.31081,0.000001,16.258608,0.4176,2.50508,17.121534,browser
44682,6,80,13,1841,40,693,141.61538,193.65931,2.76289,2.03005,53.71143,0.002564,94.246977,7.965,26.01553,95.580027,browser
37984,6,443,28,7109,40,1320,253.89286,390.01496,3.26656,2.18638,73.7059,0,39.66275,1.51412,7.48178,40.881366,browser
38644,6,80,100,63156,40,1400,631.56,659.933,-1.87837,0.28469,65.9933,0,44.541837,0.45756,4.45325,45.298702,browser
44656,6,80,15,2889,40,1400,192.6,355.30321,6.61597,2.81734,91.7389,0.000005,3.000651,0.27105,0.76557,3.794737,browser
41313,6,443,26,4502,40,1400,173.15385,303.4647,8.61657,3.04245,59.51432,0.000003,44.671947,1.81351,8.74858,45.337816,browser
41823,6,443,20,3308,40,1330,165.4,303.555,8.64264,3.1036,67.87696,0.000001,44.816386,2.38697,10.0008,45.352382,browser
48060,6,80,9655,7007208,40,1400,725.7595,663.84319,-1.97465,0.00651,6.756,0,12.074879,0.03107,0.31939,299.996288,browser
48060,6,80,3152,2220044,40,1400,704.32868,660.4245,-1.96365,0.0728,11.76332,0,45.02938,0.06091,1.06449,191.93338,browser
42761,6,80,15,3936,40,1320,262.4,443.69927,1.15278,1.7593,114.56266,0.000002,0.180865,0.03703,0.05622,0.518437,browser
37526,6,80,18,3727,40,1320,207.05556,388.33412,3.29952,2.27661,91.53123,0.000003,1.170864,0.16523,0.31395,2.808875,browser
38716,6,443,49,26963,40,1400,550.26531,618.4826,-1.55408,0.58918,88.35466,0.000001,31.57013,0.98052,4.87651,47.065071,browser
46696,6,443,57,31996,40,1400,561.33333,634.30717,-1.65424,0.51551,84.01604,0,44.546687,0.81257,5.89728,45.503825,browser
37080,6,443,22,4556,40,1400,207.09091,337.56062,5.33807,2.49486,71.96817,0.000004,44.742751,2.16636,9.52053,45.493611,browser
44499,6,443,19,2800,40,1032,147.36842,240.28409,7.47249,2.91005,55.12495,0.000004,44.648798,2.53487,10.21431,45.627609,browser
39032,6,80,280,189420,40,1400,676.5,666.76225,-1.95666,0.13392,39.84667,0,45.013705,0.42271,4.01179,117.936863,browser
44657,6,443,27,3876,40,808,143.55556,199.20757,3.57691,2.17569,38.33751,0.000004,45.071195,2.14816,8.77991,55.852213,browser
38013,6,443,25,8174,40,1400,326.96,517.32647,0.42559,1.54349,103.46529,0,0.19176,0.03326,0.06045,0.79815,browser
39049,6,443,27,10096,40,1400,373.92593,534.45174,-0.23592,1.27898,102.85529,0,39.706347,1.58524,7.62457,41.216312,browser
41061,6,443,29,5400,40,1378,186.2069,318.38097,6.04784,2.64091,59.12186,0.000004,45.07986,2.12638,8.64078,59.538514,browser
49847,6,443,22,6004,40,1400,272.90909,414.84684,2.47244,1.97147,88.44564,0.000002,0.149047,0.03364,0.04902,0.706501,browser
37568,6,443,33,7186,40,1400,217.75758,282.90003,6.81136,2.35287,49.24657,0.000004,8.132494,0.77011,1.72223,24.643653,browser
47351,6,443,24,8321,40,1400,346.70833,499.93829,0.54198,1.52204,102.04948,0.000001,52.333046,2.32282,10.66241,53.42494,browser
40290,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.052093,8.72006,1.82426,3.44822,9.121276,browser
39886,6,443,32,10576,40,1400,330.5,500.84734,0.53744,1.5238,88.53814,0.000001,0.211596,0.02924,0.05836,0.906318,browser
39754,6,80,1530,1207653,40,1400,789.31569,672.38376,-1.95945,-0.19513,17.18983,0,119.454547,0.16045,4.26419,245.333838,browser
38052,6,443,31,7404,40,1320,238.83871,373.42841,4.08496,2.35841,67.06972,0.000001,39.836827,2.57357,9.45947,77.207097,browser
39078,6,80,92,62784,40,1400,682.43478,668.20739,-1.95621,0.12343,69.66544,0.000001,44.571097,0.49817,4.64577,45.333594,browser
46252,6,443,317,238184,40,1400,751.36909,673.1097,-1.97703,-0.08847,37.80561,0.000001,43.956569,0.14407,2.46866,45.52644,browser
41095,6,443,22,2840,40,968,129.09091,213.91224,8.67019,3.09092,45.60624,0.000004,44.449581,2.1804,9.45199,45.788316,browser
43829,6,80,2296,1867343,40,1400,813.3027,670.74443,-1.92371,-0.27113,13.99817,0,118.706132,0.07239,2.59315,166.140141,browser
46254,6,443,30,6605,40,1320,220.16667,336.95787,5.10468,2.48503,61.51981,0.000001,3.75791,0.16818,0.68168,4.877212,browser
38036,6,443,29,7037,40,1320,242.65517,384.93952,3.63126,2.27815,71.48147,0.000001,36.992667,1.37323,6.85536,38.450406,browser
47744,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.023311,5.357434,1.13656,2.11123,5.682783,browser
44147,6,443,23,6447,40,1400,280.30435,467.77107,1.6464,1.87075,97.53701,0.000002,29.387488,1.56082,6.11742,34.338117,browser
44171,6,443,17,6176,40,1400,363.29412,519.21896,0.13272,1.40217,125.92909,0,16.850204,1.1274,4.06056,18.038475,browser
39864,6,443,533,335932,40,1400,630.26642,656.53415,-1.88054,0.2856,28.43765,0,45.02963,0.23002,2.57416,122.369323,browser
41305,6,443,42,17412,40,1400,414.57143,558.1027,-0.78558,1.06631,86.11712,0.000001,39.722793,1.24376,6.19023,50.994228,browser
43903,6,443,30,7612,40,1400,253.73333,397.58395,2.72961,2.01793,72.58857,0.000002,44.531985,1.57366,8.1186,45.636169,browser
40328,6,80,7,312,40,60,44.57143,7.53766,0.1955,1.40292,2.84897,0.004092,2.797308,0.53514,1.01235,3.210847,browser
41573,6,443,25,7950,40,1400,318,490.70154,0.58728,1.57221,98.14031,0.000003,119.896211,5.04093,23.94907,120.982214,browser
43192,6,443,838,604323,40,1400,721.14916,676.87065,-1.99596,0.00296,23.38211,0,119.408221,0.14699,4.12479,123.032425,browser
47832,6,80,83,50373,40,1400,606.90361,657.4732,-1.83801,0.35182,72.16706,0.000001,44.527755,0.92345,5.82535,75.722702,browser
43954,6,80,13,2080,40,929,160,275.57297,2.97809,2.23762,76.43019,0.000017,0.17459,0.03404,0.05598,0.408482,browser
38643,6,80,58,35160,40,1400,606.2069,662.61214,-1.85097,0.35306,87.00524,0.000001,44.744479,0.79918,5.87259,45.553215,browser
37270,6,443,59,15720,40,1400,266.44068,421.21166,2.22566,1.96163,54.83709,0.000004,45.046189,0.91328,5.86147,52.970031,browser
44074,6,80,17,4394,40,1380,258.47059,456.19579,1.57353,1.88981,110.64373,0.000012,0.162953,0.02908,0.05221,0.46527,browser
40792,6,443,18,2715,40,859,150.83333,220.41684,4.07941,2.31887,51.95275,0.000004,0.185498,0.04813,0.06286,0.818209,browser
37506,6,443,43,9304,40,1400,216.37209,325.56506,6.15148,2.61581,49.64821,0.000004,44.317667,2.18644,9.41784,91.830552,browser
40510,6,443,18,7530,40,1400,418.33333,584.11034,-0.83804,1.05886,137.67613,0.000001,0.205306,0.03011,0.06057,0.511829,browser
42938,6,443,735,520782,40,1400,708.54694,676.79429,-1.99273,0.03909,24.96393,0,119.546241,0.17816,4.41895,130.769677,browser
47828,6,80,42,24347,40,1400,579.69048,648.35038,-1.73947,0.44863,100.04264,0.000002,17.165446,0.4399,2.64492,18.035865,browser
44275,6,80,31,13899,40,1400,448.35484,610.12344,-1.0945,0.94018,109.58141,0.000001,187.522786,7.35114,33.87555,220.534185,browser
41267,6,443,42,17432,40,1400,415.04762,559.29458,-0.67365,1.09911,86.30103,0.000001,39.758209,1.58663,6.63658,65.052033,browser
39064,6,80,90,62684,40,1400,696.48889,669.11167,-1.96472,0.08052,70.53056,0.000001,44.430577,0.50904,4.68219,45.304536,browser
37486,6,443,16,1700,40,466,106.25,136.84092,3.06598,2.24904,34.21023,0.000018,44.623131,3.02176,11.1186,45.326406,browser
44335,6,443,22,2864,40,968,130.18182,213.48529,8.69912,3.09587,45.51522,0.000005,44.49228,2.1745,9.46278,45.664585,browser
48056,6,80,91,58868,40,1400,646.9011,659.91042,-1.89511,0.23793,69.17741,0,28.844107,0.34081,3.02177,30.672613,browser
44660,6,80,15,2900,40,1400,193.33333,355.00041,6.62488,2.81905,91.66071,0.000027,2.999443,0.27046,0.76484,3.786394,browser
45436,6,80,13,2399,40,1400,184.53846,369.69231,6.79081,2.95687,102.5342,0.000051,0.31435,0.04504,0.09734,0.540463,browser
41753,6,443,26,7977,40,1400,306.80769,484.32118,0.78026,1.63277,94.9832,0.000002,119.891033,4.83933,23.4849,120.983201,browser
40891,6,443,12,2188,40,1400,182.33333,371.87886,7.46503,3.15153,107.35218,0.000007,32.034961,2.95837,9.19504,32.542097,browser
40554,6,443,365,258864,40,1400,709.21644,672.2774,-1.985,0.04673,35.18861,0,44.746781,0.12739,2.34201,46.368226,browser
41270,6,80,11,1979,40,1096,179.90909,315.77681,4.19927,2.45819,95.21029,0.000045,0.2219,0.05136,0.0774,0.51358,browser
39086,6,80,102,64725,40,1400,634.55882,659.46108,-1.88268,0.27839,65.29638,0,44.381423,0.44955,4.39329,45.404349,browser
44145,6,80,1654,1277552,40,1400,772.40145,670.41777,-1.97969,-0.13418,16.48458,0,1.081556,0.00432,0.03658,7.135727,browser
48096,6,443,16,1856,40,530,116,143.13455,2.45936,2.00019,35.78364,0.00001,44.889529,3.05765,11.1802,45.864738,browser
38504,6,80,15,4287,40,1380,285.8,475.79774,0.94538,1.70677,122.85045,0.00001,0.173303,0.04223,0.0634,0.591162,browser
47366,6,443,33,12855,40,1400,389.54545,533.43144,-0.52165,1.1762,92.85849,0,39.741125,1.29063,6.90635,41.300007,browser
44287,6,443,40,17263,40,1400,431.575,566.38749,-0.93848,0.99,89.55373,0,60.419969,2.60415,11.27758,101.561762,browser
38386,6,443,49,27043,40,1400,551.89796,592.30261,-1.63602,0.51368,84.61466,0,39.017885,0.86036,5.56714,41.297081,browser
40202,6,443,53,13472,40,1400,254.18868,389.90454,3.42832,2.18277,53.55751,0.000001,45.025593,2.31831,9.24801,120.552211,browser
44149,6,80,7973,6763375,40,1400,848.28484,664.35006,-1.85634,-0.37611,7.44023,0,23.6636,0.00698,0.28837,55.606202,browser
47150,6,443,43,17448,40,1400,405.76744,554.6475,-0.70955,1.1009,84.58295,0.000001,39.720479,1.00422,6.04832,42.17708,browser
41639,6,443,76,49088,40,1400,645.89474,657.42279,-1.88991,0.24136,75.41157,0,44.565205,0.60451,5.11043,45.338519,browser
38960,6,443,46,21886,40,1400,475.78261,590.95659,-1.18367,0.84443,87.1318,0.000002,39.824423,1.64154,6.7011,73.869249,browser
41755,6,443,52,26348,40,1400,506.69231,616.65205,-1.41743,0.71612,85.51425,0,119.772677,2.37021,16.60327,120.880845,browser
44617,6,443,20,2876,40,1032,143.8,234.62387,8.09518,3.00878,52.46349,0.000005,44.115915,2.40094,9.83256,45.617844,browser
40732,6,443,28,6631,40,1400,236.82143,384.11662,3.59945,2.19613,72.59122,0.000003,0.589276,0.07185,0.13049,1.940023,browser
39174,6,80,563,398282,40,1400,707.42806,673.52361,-1.98584,0.04589,28.38564,0,44.936119,0.10994,1.96225,61.786748,browser
38996,6,80,1179,813332,40,1400,689.84902,672.35932,-1.97769,0.09563,19.58144,0,44.99336,0.11033,1.83195,129.966498,browser
42763,6,80,15,4412,40,1400,294.13333,492.03765,0.7198,1.65635,127.04357,0.000004,0.179331,0.0386,0.0553,0.540435,browser
39921,6,443,8,368,40,60,46,8.48528,-0.7037,1.0326,3,0.00596,44.123502,6.4954,15.36509,45.467817,browser
42403,6,443,20,2780,40,968,139,224.71894,7.14509,2.85281,50.24868,0.000005,44.718602,2.38904,9.9773,45.391806,browser
44363,6,443,49,26707,40,1400,545.04082,608.25662,-1.56862,0.56941,86.8938,0.000001,62.156576,2.14985,10.42673,103.192601,browser
47364,6,443,6,280,40,60,46.66667,9.42809,-1.2,0.84853,3.849,0.031535,0.168158,0.10057,0.06093,0.502873,browser
39325,6,443,558,312704,40,1380,560.40143,603.16533,-1.75296,0.42345,25.53402,0,45.12832,0.53129,3.32767,295.929237,browser
39325,6,443,632,359600,40,1380,568.98734,601.64007,-1.7649,0.39395,23.93196,0,39.370759,0.47105,3.30949,297.235232,browser
39325,6,443,379,218276,40,1380,575.92612,603.85593,-1.79808,0.36131,31.018,0,45.113732,0.73333,4.74877,277.199919,browser
40226,6,443,21,4368,40,1400,208,366.49329,4.77018,2.51403,79.97539,0.000004,44.669917,2.28102,9.72486,45.620318,browser
40220,6,443,29,4344,40,1272,149.7931,244.02224,13.1829,3.57862,45.31379,0.000014,45.046374,2.7419,9.10618,76.773082,browser
38816,6,443,40,16143,40,1400,403.575,566.71169,-0.60936,1.15112,89.60499,0.000002,40.136454,2.15797,8.78577,84.160702,browser
39042,6,80,96,62948,40,1400,655.70833,662.63061,-1.91347,0.21071,67.62945,0,44.491266,0.47619,4.53987,45.237586,browser
45634,6,80,12,3577,40,1345,298.08333,483.36519,1.06499,1.73455,139.53551,0.000033,0.508965,0.09111,0.14856,1.002235,browser
38954,6,80,289,189787,40,1400,656.70242,666.92289,-1.94436,0.19033,39.23076,0,45.060901,0.39437,3.814,113.577267,browser
44686,6,80,4,160,40,40,40,0,-3,0,0,0.015106,56.831694,19.03373,26.72737,57.101194,browser
47186,6,443,39,17026,40,1400,436.5641,563.29934,-1.00502,0.95402,90.20008,0.000001,39.696819,1.65995,6.98533,63.078071,browser
48199,6,80,22,4352,40,1400,197.81818,356.18377,5.59054,2.68123,75.93863,0.000003,44.554594,2.1762,9.47632,45.700174,browser
40724,6,443,342,232764,40,1400,680.59649,670.98269,-1.96864,0.12482,36.28259,0,44.925393,0.15624,2.45751,53.277953,browser
41465,6,443,35,6956,40,1400,198.74286,309.85714,5.81155,2.53994,52.37542,0.000001,44.339147,1.33988,7.48542,45.556055,browser
46578,6,443,192,129080,40,1400,672.29167,670.24911,-1.95914,0.14839,48.37106,0,43.88777,0.2383,3.16681,45.515233,browser
42387,6,443,62,17500,40,1400,282.25806,442.91315,1.82043,1.86985,56.25003,0.000001,45.066296,0.96211,5.86939,58.688509,browser
48054,6,80,93,61208,40,1400,658.15054,665.33141,-1.92349,0.19725,68.99165,0.000001,28.850058,0.33336,2.98982,30.669342,browser
46623,6,80,6,400,40,80,66.66667,18.85618,-1.2,-0.84853,7.698,0.050276,209.998187,42.18125,83.90862,210.906257,browser
46623,6,80,6,400,40,80,66.66667,18.85618,-1.2,-0.84853,7.698,0.050331,209.999027,42.12932,83.93492,210.646617,browser
46623,6,80,6,400,40,80,66.66667,18.85618,-1.2,-0.84853,7.698,0.050308,210.008576,42.16401,83.9224,210.820072,browser
45438,6,80,14,2447,40,1400,174.78571,357.99485,7.61165,3.08945,95.67815,0.000006,0.429722,0.0874,0.12571,1.136192,browser
45534,6,443,6199,4566508,40,1400,736.65236,665.65056,-1.97625,-0.02753,8.45445,0,21.907328,0.0484,0.60319,299.990811,browser
45534,6,443,7346,5755836,40,1400,783.53335,669.55177,-1.96135,-0.17361,7.81194,0,36.870018,0.025,0.50216,183.591311,browser
47162,6,443,39,16533,40,1400,423.92308,551.40368,-0.84017,1.01624,88.29525,0.000001,56.649669,2.64768,10.91207,100.611712,browser
46160,6,80,16,1636,40,562,102.25,135.52652,6.1854,2.75846,33.88163,0.000043,44.710452,3.02298,11.14159,45.344626,browser
41623,6,443,48,23362,40,1400,486.70833,599.48245,-1.27682,0.79986,86.52784,0.000001,63.132877,2.53476,10.73582,119.133516,browser
39005,6,80,120,77396,40,1400,644.96667,663.24852,-1.91095,0.23052,60.54603,0.000001,44.904,0.39373,4.09778,46.853303,browser
40553,6,443,88,52768,40,1400,599.63636,637.45136,-1.7977,0.35316,67.95254,0.000002,30.413619,3.15814,9.22105,274.758149,browser
40553,6,443,92,49548,40,1400,538.56522,627.87664,-1.6207,0.57135,65.46066,0.000001,30.336632,3.0259,9.03216,275.357095,browser
40553,6,443,102,59760,40,1400,585.88235,638.09808,-1.76859,0.41341,63.18112,0.000001,30.36846,2.72254,8.62653,274.976917,browser
40553,6,443,4,1296,40,1136,324,469.09274,0.1067,1.53405,234.54637,0.034738,32.034276,10.73786,15.0589,32.213592,browser
49387,6,443,28,2736,40,464,97.71429,97.98792,7.02206,2.83136,18.51798,0.000036,44.922399,10.18052,18.54302,274.874073,browser
49387,6,443,27,3296,40,1400,122.07407,253.81094,21.7241,4.89763,48.84594,0.000009,44.890046,11.2406,18.84559,292.25562,browser
49387,6,443,22,1360,40,80,61.81818,19.91718,-1.91746,-0.19127,4.24636,0.000009,44.953299,12.88292,20.20544,270.541409,browser
41571,6,443,47,23249,40,1400,494.65957,611.86879,-1.34633,0.76149,89.25024,0.000001,119.580339,2.62975,17.43405,120.968455,browser
45976,6,80,23,2193,40,562,95.34783,115.94287,9.43759,3.16856,24.17576,0.000004,44.797907,3.9161,12.27387,86.15429,browser
40644,6,443,102,45860,40,1400,449.60784,566.04026,-0.91906,0.95028,56.04634,0,45.085449,0.87325,5.46225,88.198391,browser
39000,6,443,43,18515,40,1400,430.5814,567.61026,-0.7822,1.04882,86.55975,0.000001,96.249249,4.14924,16.4004,174.267922,browser
38378,6,443,37,17808,40,1400,481.2973,577.91891,-1.26584,0.78177,95.00928,0,39.733546,1.14435,6.52318,41.196464,browser
40552,6,443,17,2673,40,857,157.23529,224.74758,3.62704,2.22426,54.50929,0.000065,0.2005,0.05255,0.06725,0.840752,browser
45503,6,80,225,169288,40,1400,752.39111,662.58051,-1.96343,-0.06856,44.17203,0,45.063821,0.21374,3.00374,47.877501,browser
44697,6,443,1196,415660,40,1400,347.54181,468.22965,0.54077,1.44816,13.53921,0,19.80118,0.2503,1.34662,299.104666,browser
44697,6,443,568,195148,40,1400,343.57042,450.26998,0.55079,1.41258,18.89291,0,38.50501,0.52137,2.81502,295.614306,browser
44697,6,443,1283,535248,40,1400,417.18472,515.76158,-0.51609,1.07232,14.39911,0,31.229027,0.2327,1.40468,298.323931,browser
44697,6,443,116,52168,40,1400,449.72414,544.39368,-0.87833,0.93043,50.54568,0.000001,45.177782,0.57458,4.24083,66.076603,browser
48058,6,80,105,68560,40,1400,652.95238,673.01931,-1.94308,0.20849,65.67996,0.000001,29.175459,0.29593,2.846,30.77667,browser
40600,6,443,17,2675,40,859,157.35294,225.11407,3.64633,2.22789,54.59818,0.000025,0.169428,0.04986,0.0616,0.797706,browser
38418,6,443,39,16854,40,1400,432.15385,558.35048,-0.96349,0.96705,89.40763,0.000001,50.498554,2.49108,10.12625,94.660863,browser
42054,6,443,38,8428,40,1400,221.78947,365.66242,5.78482,2.65469,59.31828,0.000002,45.054552,2.96092,10.05207,109.553878,browser
42126,6,443,24,3664,40,1224,152.66667,255.70143,10.61554,3.30834,52.19484,0.000004,45.015452,3.74658,11.97423,86.171331,browser
46514,6,443,63,32192,40,1400,510.98413,611.71576,-1.42358,0.68725,77.06894,0.000001,45.030174,1.39334,7.5362,86.387371,browser
41763,6,443,22,3460,40,1330,157.27273,290.4996,9.92259,3.2896,61.93472,0.000005,44.659535,2.16108,9.50309,45.382706,browser
42482,6,80,9,612,40,82,68,19.79899,-1.3125,-0.7955,6.59966,0.054149,120.167002,30.01422,51.81322,240.113735,browser
42482,6,80,9,612,40,82,68,19.79899,-1.3125,-0.7955,6.59966,0.054126,120.250414,30.00472,51.80933,240.037741,browser
42482,6,80,9,612,40,82,68,19.79899,-1.3125,-0.7955,6.59966,0.054185,120.332023,30.02857,51.85936,240.228593,browser
44549,6,443,19,2708,40,968,142.52632,227.27664,6.99013,2.82805,52.14084,0.000022,44.660974,2.53495,10.21721,45.629056,browser
41591,6,443,56,25124,40,1400,448.64286,596.54947,-1.07711,0.92423,79.71728,0,119.619252,2.19922,15.97891,120.957145,browser
41823,6,443,20,3308,40,1330,165.4,303.555,8.64264,3.1036,67.87696,0.000001,44.816386,2.38697,10.0008,45.352382,browser
48060,6,80,9655,7007208,40,1400,725.7595,663.84319,-1.97465,0.00651,6.756,0,12.074879,0.03107,0.31939,299.996288,browser
48060,6,80,3152,2220044,40,1400,704.32868,660.4245,-1.96365,0.0728,11.76332,0,45.02938,0.06091,1.06449,191.93338,browser
42761,6,80,15,3936,40,1320,262.4,443.69927,1.15278,1.7593,114.56266,0.000002,0.180865,0.03703,0.05622,0.518437,browser
46696,6,443,57,31996,40,1400,561.33333,634.30717,-1.65424,0.51551,84.01604,0,44.546687,0.81257,5.89728,45.503825,browser
44499,6,443,19,2800,40,1032,147.36842,240.28409,7.47249,2.91005,55.12495,0.000004,44.648798,2.53487,10.21431,45.627609,browser
39032,6,80,280,189420,40,1400,676.5,666.76225,-1.95666,0.13392,39.84667,0,45.013705,0.42271,4.01179,117.936863,browser
44657,6,443,27,3876,40,808,143.55556,199.20757,3.57691,2.17569,38.33751,0.000004,45.071195,2.14816,8.77991,55.852213,browser
39049,6,443,27,10096,40,1400,373.92593,534.45174,-0.23592,1.27898,102.85529,0,39.706347,1.58524,7.62457,41.216312,browser
39078,6,80,92,62784,40,1400,682.43478,668.20739,-1.95621,0.12343,69.66544,0.000001,44.571097,0.49817,4.64577,45.333594,browser
41095,6,443,22,2840,40,968,129.09091,213.91224,8.67019,3.09092,45.60624,0.000004,44.449581,2.1804,9.45199,45.788316,browser
41573,6,443,25,7950,40,1400,318,490.70154,0.58728,1.57221,98.14031,0.000003,119.896211,5.04093,23.94907,120.982214,browser
43192,6,443,838,604323,40,1400,721.14916,676.87065,-1.99596,0.00296,23.38211,0,119.408221,0.14699,4.12479,123.032425,browser
40792,6,443,18,2715,40,859,150.83333,220.41684,4.07941,2.31887,51.95275,0.000004,0.185498,0.04813,0.06286,0.818209,browser
39064,6,80,90,62684,40,1400,696.48889,669.11167,-1.96472,0.08052,70.53056,0.000001,44.430577,0.50904,4.68219,45.304536,browser
48056,6,80,91,58868,40,1400,646.9011,659.91042,-1.89511,0.23793,69.17741,0,28.844107,0.34081,3.02177,30.672613,browser
45436,6,80,13,2399,40,1400,184.53846,369.69231,6.79081,2.95687,102.5342,0.000051,0.31435,0.04504,0.09734,0.540463,browser
38293,6,443,937,372740,40,1400,397.80149,505.28717,-0.33672,1.15115,16.50701,0,38.153475,0.27966,1.81597,261.765059,browser
43234,6,443,9,484,40,71,53.77778,15.40402,-1.81875,0.25156,5.13467,0.000011,57.525755,7.54318,18.89625,60.345432,browser
45212,6,80,232,160028,40,1400,689.77586,672.92746,-1.9768,0.09814,44.17985,0,44.341281,0.19642,2.9109,45.372554,browser
43258,6,443,37,15610,40,1400,421.89189,570.40899,-0.81121,1.04993,93.77466,0.000002,39.734216,2.16609,8.43825,77.979372,browser
47113,6,443,14,1341,40,557,95.78571,133.71782,7.92603,3.13399,35.73759,0.000005,2.216948,0.22372,0.57872,2.908366,browser
46865,6,443,27,4840,40,858,179.25926,266.1056,2.10151,1.95643,51.21205,0.000005,0.299984,0.0855,0.09444,2.223024,browser
48818,6,443,55,14916,40,1400,271.2,439.08609,1.97738,1.91958,59.20636,0,209.881989,4.00268,28.28383,216.144839,browser
38670,6,80,15,4152,40,1347,276.8,444.88398,1.84899,1.89095,114.86855,0.000005,2.402725,0.25818,0.617,3.614524,browser
47117,6,443,14,1341,40,557,95.78571,133.71782,7.92603,3.13399,35.73759,0.000004,2.21385,0.22402,0.57776,2.912275,browser
46933,6,443,18,2752,40,840,152.88889,222.04426,3.38408,2.21069,52.33633,0.000005,0.105007,0.0306,0.04241,0.520277,browser
