@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute totalpkts numeric
@attribute totalsize numeric
@attribute minsize numeric
@attribute maxsize numeric
@attribute meansize numeric
@attribute stdsize numeric
@attribute kurtosisSize numeric
@attribute skewnessSize numeric
@attribute standardErrorSize numeric
@attribute miniat numeric
@attribute maxiat numeric
@attribute meaniat numeric
@attribute stdiat numeric
@attribute duration numeric
@attribute appName {'WeChat','Weibo','bilibili','iQIYI','手机淘宝','京东','Alipay','携程旅行','马蜂窝旅游','QQMusic','酷狗音乐','拼多多','今日头条','新浪新闻','Tencent news','NetEase News','抖音短视频','Meituan','Ximalaya','NetEase Music'}
@data
43683,6,80,26,13546,52,1400,521,575.78608,-1.49349,0.55649,112.92094,0.000001,0.959248,0.1024,0.19186,2.560064,Ximalaya
37052,6,443,25,9967,52,1400,398.68,523.13507,-0.09217,1.29647,104.62701,0.000001,0.944011,0.09334,0.19229,2.24004,'NetEase News'
37239,6,443,24,7306,40,1400,304.41667,472.62396,1.27599,1.76589,96.47396,0.000009,0.198951,0.05464,0.06806,1.256829,京东
39289,6,80,38,19036,40,1400,500.94737,604.74466,-1.33071,0.73668,98.10254,0,0.874462,0.05541,0.14937,2.050044,Weibo
49833,6,443,27,9353,40,1400,346.40741,433.8638,0.30488,1.30036,83.49713,0.000001,4.738413,0.36615,0.94415,9.519905,'NetEase News'
39581,6,80,104,66539,40,1400,639.79808,654.53565,-1.88427,0.25825,64.1825,0.000001,0.641134,0.04421,0.10982,4.55353,Weibo
47188,6,80,13,2673,40,1341,205.61538,372.84262,4.50224,2.51664,103.40794,0.000054,32.775171,3.21254,9.00629,38.550525,Ximalaya
44711,6,80,14,3341,52,1400,238.64286,384.61885,3.6616,2.231,102.79371,0.000006,1.44097,0.19701,0.37673,2.561094,Ximalaya
42059,6,80,17,3499,40,982,205.82353,298.21631,0.8045,1.56556,72.32808,0.000011,0.625018,0.11409,0.14656,1.825409,Ximalaya
39852,6,80,16,4249,40,1400,265.5625,432.67583,1.47935,1.83599,108.16896,0.000003,7.861009,0.92675,2.20361,13.901193,Ximalaya
39998,6,80,56,33258,40,1400,593.89286,652.95982,-1.78257,0.41029,87.25543,0,1.721014,0.047,0.23316,2.58494,Weibo
44019,6,443,24,8809,40,1400,367.04167,516.8348,0.10039,1.38873,105.49846,0.000002,0.25027,0.05457,0.06955,1.255067,京东
39517,6,80,154,97265,40,1400,631.59091,644.11606,-1.85191,0.2916,51.90435,0,6.584774,0.08678,0.54732,13.277831,Weibo
42345,6,443,211,129008,40,1400,611.41232,653.85935,-1.83884,0.34239,45.01353,0,44.528442,0.41592,4.05014,87.343609,手机淘宝
40712,6,443,13,1505,40,557,115.76923,138.89075,5.56102,2.61343,38.52136,0.00006,0.255727,0.06955,0.07429,0.834574,京东
47134,6,80,12,2321,52,1041,193.41667,312.83767,2.61843,2.14586,90.30846,0.000002,0.800053,0.16819,0.21859,1.850058,Ximalaya
45795,6,443,22,5790,40,1400,263.18182,404.57886,3.09446,2.10965,86.2565,0.000002,16.24032,0.83834,3.4455,17.605232,手机淘宝
45123,6,443,27,7749,40,1400,287,439.38745,1.57469,1.84056,84.56015,0.000003,4.748207,0.43178,1.2012,11.226321,'NetEase News'
40654,6,443,26,6937,40,1400,266.80769,402.60613,2.58748,1.99626,78.95756,0.00001,0.333008,0.07041,0.07862,1.76024,京东
39533,6,80,299,193539,40,1400,647.28763,642.08127,-1.86007,0.24373,37.13252,0,14.549341,0.17607,1.13996,52.469889,Weibo
42218,6,443,23,7325,40,1400,318.47826,482.02254,0.75678,1.56999,100.50865,0.000043,0.26685,0.07227,0.08549,1.589965,Weibo
40708,6,443,13,1505,40,557,115.76923,138.89075,5.56102,2.61343,38.52136,0.000012,0.261571,0.06955,0.07595,0.83462,京东
42510,6,443,103,65538,40,1400,636.29126,617.70301,-1.76402,0.26249,60.86409,0.000001,2.650326,0.13612,0.44297,13.884629,Weibo
39355,6,80,28,15770,40,1400,563.21429,629.13253,-1.59687,0.56818,118.89487,0.000001,0.450349,0.05463,0.10191,1.475103,Weibo
49881,6,443,45,23386,52,1400,519.68889,565.20033,-1.18169,0.74169,84.25509,0.000001,4.787968,0.17978,0.71477,7.910182,'NetEase News'
49821,6,443,11225,9030095,40,1400,804.46281,671.51588,-1.9406,-0.24147,6.33816,0,0.285476,0.00286,0.0165,32.108614,京东
49749,6,443,6271,4700535,40,1400,749.56705,667.10609,-1.97667,-0.06968,8.42416,0,29.860885,0.01837,0.39708,115.209954,京东
40080,6,80,14,1617,40,833,115.5,205.48053,8.46046,3.25523,54.91698,0.000021,1.599512,0.30042,0.54737,3.905469,Ximalaya
45756,6,443,21,6448,40,1400,307.04762,460.79532,1.00603,1.66551,100.55378,0.000002,88.479843,5.98617,19.99618,119.723409,京东
39703,6,80,24,9710,40,1400,404.58333,579.43808,-0.62195,1.15265,118.2773,0.000001,0.768818,0.08345,0.16854,1.919371,Weibo
42378,6,443,21,7264,40,1400,345.90476,497.6853,0.31787,1.42546,108.60384,0.00001,0.350469,0.09201,0.11106,1.840113,Weibo
45125,6,443,20,3486,40,1241,174.3,276.55797,8.90674,3.1372,61.84024,0.000005,4.880348,0.59088,1.44622,11.226671,'NetEase News'
40461,6,80,12,1771,40,946,147.58333,258.02373,5.41939,2.70188,74.48503,0.000016,0.14714,0.03567,0.04825,0.392322,'NetEase News'
47384,6,80,15,4325,52,1400,288.33333,469.84872,1.59947,1.87042,121.31442,0.000006,0.364623,0.12604,0.12243,1.76457,Ximalaya
39204,6,80,31,11958,40,1400,385.74194,500.37669,-0.33818,1.1429,89.87031,0.000006,6.640878,0.48361,1.4041,14.508283,Ximalaya
44007,6,443,21,7709,40,1400,367.09524,502.34544,0.10534,1.35955,109.62076,0.000003,0.333916,0.07481,0.09734,1.496224,京东
46626,6,80,15,4461,40,997,297.4,376.87413,-0.32082,1.18868,97.30848,0.000057,4.867209,0.81588,1.43524,11.422317,Ximalaya
39279,6,80,26,11037,40,1400,424.5,567.02322,-0.73327,1.06027,111.2024,0.000001,0.255645,0.04942,0.06951,1.235397,Weibo
40113,6,80,10,1434,40,794,143.4,228.03517,4.40864,2.5313,72.11105,0.000463,7.279987,0.89743,2.2571,8.076902,手机淘宝
45933,6,443,20,2794,40,858,139.7,211.56302,4.94013,2.48917,47.30693,0.000014,0.279489,0.06558,0.0936,1.24605,手机淘宝
39751,6,80,52,32319,40,1400,621.51923,665.80883,-1.87726,0.30834,92.33107,0,2.814738,0.07842,0.39234,3.999534,Weibo
43919,6,443,24,8609,40,1400,358.70833,517.5733,0.1723,1.43333,105.64921,0.000001,0.259262,0.05463,0.07681,1.256469,京东
42510,6,80,21,5357,40,1400,255.09524,469.71003,2.32589,2.10226,102.49913,0.000003,12.364986,0.68201,2.6812,13.640218,Ximalaya
40215,6,80,16,1760,40,710,110,169.53871,7.65875,3.04933,42.38468,0.000005,0.145636,0.04294,0.04735,0.644106,'NetEase News'
40243,6,80,8,364,40,60,45.5,7.46659,-0.59379,0.94926,2.63984,0.000873,10.389821,1.54285,3.61216,10.799932,'NetEase News'
46141,6,80,12,2357,52,1077,196.41667,321.01699,2.78514,2.17779,92.66962,0.000024,0.439685,0.14047,0.1397,1.545139,Ximalaya
41976,6,443,21,6254,40,1400,297.80952,430.7142,1.59096,1.73269,93.98954,0.000002,5.754989,0.35824,1.241,7.164799,Weibo
42300,6,443,34,11957,40,1400,351.67647,525.96325,0.15633,1.44129,90.20195,0.000002,56.005912,3.05561,11.55714,100.8352,手机淘宝
49747,6,443,6,362,40,83,60.33333,16.57977,-1.11196,0.57699,6.76866,0.000012,6.4009,1.33509,2.5346,6.675443,'NetEase News'
44946,6,80,14,3405,52,1400,243.21429,389.77909,3.28658,2.1539,104.17284,0.000003,1.999841,0.23845,0.51653,3.099803,Ximalaya
39241,6,80,81,49964,40,1400,616.83951,650.94123,-1.83204,0.33081,72.3268,0,2.789505,0.05688,0.31172,4.550014,Weibo
39561,6,80,42,17823,40,1400,424.35714,555.26844,-0.81875,0.99759,85.67978,0.000001,10.709471,0.53267,2.15013,21.839519,Weibo
48543,6,80,16,5704,52,993,356.5,383.78412,-0.77647,0.95506,95.94603,0.000327,19.706102,1.43701,4.88364,21.555127,Ximalaya
46131,6,80,31,10833,52,1400,349.45161,465.33241,-0.30738,1.18243,83.57617,0.000002,1.599308,0.16167,0.31489,4.850003,Ximalaya
40191,6,80,16,1767,40,717,110.4375,171.08842,7.72532,3.06085,42.7721,0.000004,0.160116,0.04793,0.05792,0.718935,'NetEase News'
40288,6,80,22,6378,40,1400,289.90909,463.53748,1.77294,1.88197,98.82652,0.000005,3.870106,0.24698,0.81498,5.186673,Ximalaya
46754,6,80,12,2939,40,997,244.91667,355.54664,0.72612,1.61474,102.63747,0.000002,7.860242,1.25555,2.48215,13.811072,Ximalaya
39700,6,443,20,6002,40,1400,300.1,434.04112,1.75661,1.80526,97.05454,0.000003,1.16032,0.13472,0.25544,2.559765,Weibo
47204,6,80,19,5006,52,1400,263.47368,412.93868,1.60868,1.81531,94.73463,0.000004,2.29029,0.25358,0.51623,4.564456,Ximalaya
46107,6,443,30,3550,40,698,118.33333,161.01725,5.1563,2.51237,29.39759,0.000002,14.666298,0.55692,2.66712,16.150697,Ximalaya
42956,6,5224,10,1013,52,316,101.3,95.33525,0.87948,1.72136,30.14765,0.000004,0.430433,0.1276,0.13031,1.148414,京东
47216,6,443,185,67108,40,1400,362.74595,449.70718,0.54516,1.33746,33.06313,0.000001,5.679676,0.16991,0.60782,31.2643,'NetEase News'
44927,6,80,11,2514,52,1176,228.54545,377.05277,1.78557,1.95332,113.68569,0.000757,1.685292,0.36431,0.49259,3.643059,Ximalaya
49500,6,80,12,3123,40,952,260.25,363.1896,-0.22588,1.32153,104.84381,0.001147,91.590598,8.88048,26.18623,97.685278,Ximalaya
46481,6,443,22,7743,40,1400,351.95455,496.6652,0.43946,1.47956,105.88938,0.000002,1.696285,0.15999,0.35432,3.359824,Weibo
45940,6,80,11,1548,40,548,140.72727,187.39025,1.1009,1.81411,56.50029,0.001718,44.082155,6.01067,13.4202,60.106725,Ximalaya
40746,6,443,360,191650,40,1400,532.36111,605.16368,-1.49714,0.60575,31.89493,0,30.14981,0.31719,1.80952,113.870925,京东
44152,6,80,12,2278,52,1041,189.83333,307.07025,2.9383,2.2071,88.64355,0.000036,1.03515,0.18137,0.28185,1.99504,Ximalaya
44435,6,80,18,8577,52,1400,476.5,600.77767,-1.3073,0.78775,141.60465,0.000002,1.716074,0.15962,0.39567,2.713563,Ximalaya
40364,6,443,110,58874,40,1400,535.21818,632.78765,-1.59806,0.59192,60.33393,0,0.179717,0.01762,0.03881,1.920094,'NetEase News'
48129,6,443,17,1840,40,557,108.23529,123.1047,8.10484,2.97991,29.85728,0.000013,0.169541,0.06004,0.05184,0.960712,'NetEase News'
42234,6,443,35,16886,40,1400,482.45714,564.22626,-1.1081,0.78296,95.37165,0.000002,4.715322,0.24585,0.85094,8.358899,Weibo
48805,6,443,17,1679,40,557,98.76471,126.00352,7.99853,2.99164,30.56034,0.00007,0.22492,0.06905,0.06337,1.104815,'NetEase News'
40825,6,80,19,2396,40,313,126.10526,119.27143,-1.26683,0.83415,27.36274,0.000096,17.320062,1.02388,3.95286,18.429893,Ximalaya
40143,6,80,16,1702,40,652,106.375,156.81353,7.05779,2.94589,39.20338,0.000026,0.151156,0.04809,0.05277,0.721302,'NetEase News'
39870,6,80,12,2309,52,1041,192.41667,313.26864,2.61604,2.14551,90.43287,0.00001,0.884799,0.1805,0.23507,1.98547,Ximalaya
42831,6,80,12,2652,52,1105,221,370.62177,1.67244,1.96769,106.98929,0.000007,9.630327,0.96728,2.74088,10.640076,Ximalaya
40996,6,443,67,37163,40,1400,554.67164,640.61422,-1.65801,0.53423,78.26348,0,9.359819,0.17734,1.14125,11.704617,Weibo
46129,6,443,31,3578,40,698,115.41935,159.1718,5.44516,2.56531,28.5881,0.000002,10.320962,0.39714,1.8442,11.914097,Ximalaya
46720,6,443,50,20751,40,1400,415.02,534.25707,-0.4989,1.08433,75.55536,0,6.624796,0.20078,0.96053,9.838318,'NetEase News'
38957,6,80,9,1986,52,1058,220.66667,333.69048,2.12594,1.9844,111.23016,0.004125,4.835419,0.71856,1.55869,5.748514,Ximalaya
39453,6,80,31,15198,40,1400,490.25806,602.89987,-1.26065,0.79499,108.28401,0.000001,0.444716,0.05066,0.09454,1.5197,Weibo
40717,6,80,16,1776,40,726,111,173.08488,7.8091,3.07537,43.27122,0.000007,0.162735,0.04801,0.06014,0.720104,'NetEase News'
49874,6,80,13,2290,52,952,176.15385,290.48338,2.53913,2.16099,80.56559,0.000034,132.930932,11.77449,36.55262,141.29385,Ximalaya
47236,6,443,42,8350,40,1400,198.80952,280.00181,6.14897,2.35234,43.20522,0.000004,5.920472,0.26195,0.95286,10.74,'NetEase News'
39427,6,80,37,20140,40,1400,544.32432,624.53819,-1.57344,0.56296,102.67345,0.000001,5.130207,0.18208,0.84051,6.554957,Weibo
37189,6,80,19,8054,52,1400,423.89474,526.04441,-0.67078,1.00514,120.68287,0.000003,1.680257,0.19106,0.38007,3.439028,Ximalaya
40783,6,80,14,1432,40,348,102.28571,110.32901,0.36138,1.53386,29.48667,0.000309,1.375068,0.16643,0.35358,2.163586,Ximalaya
49790,6,80,13,2193,52,1057,168.69231,288.1168,4.80394,2.57369,79.90922,0.000126,129.395716,11.63533,35.53167,139.623988,Ximalaya
46103,6,80,14,3175,52,1400,226.78571,412.54682,3.25307,2.30916,110.25778,0.000002,2.794964,0.30115,0.72662,3.914946,Ximalaya
46479,6,443,22,7754,40,1400,352.45455,496.32181,0.44193,1.48078,105.81617,0,3.139713,0.23763,0.65724,4.990322,Weibo
40568,6,443,22,6497,40,1400,295.31818,440.97881,1.53992,1.77215,94.017,0.000006,0.233616,0.05761,0.07852,1.209892,京东
39580,6,80,10,2175,52,1039,217.5,335.4845,1.53646,1.86721,106.08951,0.000098,0.299968,0.1332,0.10147,1.198798,Ximalaya
43989,6,443,24,7797,40,1400,324.875,480.25413,0.75822,1.58121,98.03146,0.000003,0.282283,0.06262,0.08918,1.440334,京东
39411,6,80,38,23678,40,1400,623.10526,629.41727,-1.75469,0.33247,102.10496,0.000001,2.365237,0.10784,0.38438,3.990002,Weibo
39297,6,443,34,3717,40,698,109.32353,150.38357,6.91325,2.80945,25.79057,0.000001,14.516718,0.50638,2.47842,16.710454,Ximalaya
44669,6,80,14,3265,40,1400,233.21429,381.7187,3.95579,2.29329,102.01861,0.000006,8.87609,1.11841,2.57097,14.539318,Ximalaya
47616,6,80,12,3126,40,952,260.5,363.52545,-0.23248,1.31968,104.94076,0.001784,27.680193,3.06012,7.89976,33.661324,Ximalaya
49227,6,80,12,2939,40,997,244.91667,355.54664,0.72612,1.61474,102.63747,0.000032,26.940633,2.97407,7.69612,32.714732,Ximalaya
45227,6,443,33,10118,40,1400,306.60606,454.34321,1.02457,1.65315,79.091,0.000003,9.125895,0.54602,1.75405,17.472575,'NetEase News'
40008,6,80,20,6554,40,1400,327.7,537.85724,0.38436,1.55605,120.26853,0.000002,2.239869,0.16422,0.49499,3.120269,Ximalaya
45005,6,443,28,7592,40,1400,271.14286,424.68599,2.33331,2.00382,80.25811,0.000004,4.763602,0.34453,0.94588,9.302271,'NetEase News'
48525,6,443,63,30251,40,1400,480.1746,605.72333,-1.3035,0.79316,76.31397,0.000001,0.155269,0.02033,0.03823,1.260311,'NetEase News'
45195,6,443,56,17346,40,1400,309.75,441.73482,1.23328,1.70476,59.0293,0.000004,5.851169,0.56344,1.35125,30.988984,'NetEase News'
47138,6,80,14,3176,52,1400,226.85714,413.54977,3.23173,2.30765,110.52582,0.000001,0.640003,0.14231,0.16455,1.849985,Ximalaya
44534,6,80,27,9734,40,1342,360.51852,497.42808,-0.21594,1.24118,95.73008,0.000001,4.83474,0.63453,1.40719,16.497773,Ximalaya
39960,6,80,18,4877,40,1400,270.94444,439.1901,2.24378,1.95612,103.5181,0.000004,4.960238,0.33414,1.15769,5.680359,Ximalaya
39381,6,80,192,129366,40,1400,673.78125,670.28639,-1.95606,0.15086,48.37375,0,161.188315,1.49002,14.38823,284.593938,Weibo
41984,6,443,6,272,40,60,45.33333,7.88811,-0.34041,1.15907,3.22031,0.033434,1.339834,0.34704,0.49982,1.735189,Weibo
48061,6,443,13,1377,40,557,105.92308,139.21564,6.2314,2.79128,38.61147,0.000075,0.167022,0.06049,0.05466,0.72583,'NetEase News'
48189,6,443,17,1840,40,557,108.23529,123.1047,8.10484,2.97991,29.85728,0.000036,0.170362,0.06505,0.0563,1.040853,'NetEase News'
44994,6,80,13,2806,52,1400,215.84615,390.00766,4.43429,2.50439,108.16866,0.000008,4.857522,0.48674,1.32065,5.840872,Ximalaya
45073,6,443,24,5994,40,1400,249.75,418.46936,2.74459,2.14868,85.4197,0.000005,4.834683,0.28991,0.97514,6.667868,'NetEase News'
41988,6,443,27,6990,40,1320,258.88889,394.98161,3.07318,2.15252,76.01425,0,39.286292,1.59962,7.5382,41.590181,手机淘宝
42446,6,443,79,47542,40,1400,601.79747,610.96782,-1.66099,0.38568,68.73925,0.000001,2.091136,0.1425,0.36277,11.115082,Weibo
41992,6,443,27,7004,40,1320,259.40741,394.73425,3.07635,2.1535,75.96664,0.000001,39.774241,1.59348,7.63659,41.430361,手机淘宝
44009,6,443,22,7745,40,1400,352.04545,495.34611,0.30454,1.43149,105.60815,0.000001,0.334644,0.08265,0.11233,1.735561,京东
44328,6,80,103,63185,40,1400,613.4466,662.1241,-1.86867,0.32869,65.24103,0,10.72949,0.11809,1.05661,12.044693,手机淘宝
48545,6,443,386,267913,40,1400,694.07513,668.13249,-1.96602,0.07741,34.00705,0,0.180344,0.00623,0.02113,2.400441,'NetEase News'
37267,6,80,12,3798,52,1400,316.5,467.5688,0.37935,1.46654,134.97549,0.000017,4.315234,0.50955,1.206,5.605058,Ximalaya
40917,6,80,12,1053,40,313,87.75,97.20779,1.57684,1.93835,28.06147,0.00001,3.289812,0.34907,0.93171,3.839816,Ximalaya
46033,6,443,49,11554,40,1400,235.79592,398.51915,3.42919,2.21132,56.93131,0,14.827075,0.36794,2.11432,17.661326,Ximalaya
40829,6,80,53,11375,40,633,214.62264,208.5329,-0.26948,0.97664,28.6442,0.000583,58.434081,4.94188,12.59672,256.977951,Ximalaya
39236,6,80,228,156910,40,1400,688.20175,673.40566,-1.97762,0.0962,44.59738,0,86.480852,0.38591,5.72699,87.602042,Ximalaya
42478,6,443,27,10924,40,1400,404.59259,539.90419,-0.5254,1.12545,103.90461,0.000005,3.209229,0.178,0.61144,4.627913,Weibo
39243,6,80,14,4641,40,1400,331.5,510.52253,0.35299,1.49709,136.44288,0.000003,1.159965,0.14684,0.30227,1.908972,Weibo
44200,6,80,12,2367,52,1039,197.25,321.44547,2.23859,2.07385,92.79331,0.000011,0.960037,0.17272,0.26029,1.899942,Ximalaya
38910,6,443,18,2113,40,557,117.38889,146.53863,3.0618,2.11507,34.53949,0.000024,3.476708,0.30123,0.79958,5.120938,Weibo
44149,6,443,11,2232,40,1372,202.90909,376.6188,6.30494,2.94385,113.55484,0.006299,150.352385,24.60078,50.52337,246.007778,QQMusic
44149,6,443,13,3912,40,1372,300.92308,465.18722,1.7381,1.93066,129.01972,0.006306,152.395159,21.98536,49.63162,263.824338,QQMusic
44149,6,443,11,2224,40,1364,202.18182,374.36147,6.29656,2.94174,112.87423,0.00627,150.024202,26.84542,53.9269,268.454213,QQMusic
44149,6,443,8,2048,40,1372,256,429.66499,3.53938,2.42233,151.90951,0.006302,146.629191,21.04863,51.26817,147.34038,QQMusic
48595,6,443,304,198901,40,1400,654.27961,661.70451,-1.92136,0.20869,37.95136,0.000001,0.954086,0.01477,0.06993,4.475228,'NetEase News'
39353,6,80,14,4735,40,1400,338.21429,520.74921,0.11392,1.44364,139.17608,0.000006,0.699967,0.11269,0.18512,1.464983,Weibo
49372,6,80,14,3245,40,1400,231.78571,380.40095,4.07473,2.31902,101.66643,0.000002,6.200097,0.94676,1.96446,12.307897,Ximalaya
39407,6,80,23,10742,40,1400,467.04348,617.82335,-1.21422,0.86243,128.82507,0,0.240684,0.03978,0.06905,0.875087,Weibo
47274,6,443,62,16461,40,1400,265.5,388.88898,2.83565,1.96761,49.38895,0.000001,3.430032,0.21517,0.62409,13.125115,'NetEase News'
37014,6,443,30,13757,52,1400,458.56667,563.81207,-0.91712,0.95041,102.93753,0.000001,0.878924,0.08828,0.1773,2.560182,'NetEase News'
42472,6,443,35,16904,40,1400,482.97143,573.34455,-1.18356,0.78038,96.91292,0.000003,1.450525,0.0938,0.24639,3.189311,Weibo
40114,6,80,12,3336,52,1400,278,434.90152,1.80101,1.88049,125.54526,0.000005,0.480428,0.10866,0.13842,1.195256,Ximalaya
42395,6,5222,8,476,52,64,59.5,5.80948,-1.55238,-0.59017,2.05396,0.139845,268.975019,38.58789,94.05518,270.11521,Ximalaya
42395,6,5222,9,528,52,64,58.66667,5.96285,-1.81875,-0.25156,1.98762,0.000007,269.179049,33.79322,88.96756,270.345728,Ximalaya
48493,6,443,17,1840,40,557,108.23529,123.1047,8.10484,2.97991,29.85728,0.000031,0.16295,0.06501,0.0493,1.040138,'NetEase News'
39565,6,80,42,21359,40,1400,508.54762,607.47225,-1.42487,0.68984,93.735,0.000001,2.405358,0.10732,0.37098,4.400062,Weibo
43777,6,80,12,3949,52,1400,329.08333,484.66061,0.0594,1.38669,139.90947,0.000005,2.204059,0.29104,0.61368,3.201402,Ximalaya
39644,6,443,21,7225,40,1400,344.04762,490.18621,0.19233,1.40718,106.9674,0,0.254615,0.06265,0.0775,1.253098,京东
47066,6,80,16,5166,40,1400,322.875,506.6563,0.60317,1.60609,126.66408,0.000006,4.653462,0.6351,1.38697,9.526545,Ximalaya
49487,6,80,14,2797,52,991,199.78571,301.452,2.21324,2.02852,80.56644,0.000003,0.370395,0.09842,0.12008,1.279521,Ximalaya
39866,6,80,12,2222,52,1008,185.16667,296.45737,2.95843,2.2109,85.57987,0.000011,1.439689,0.23318,0.38907,2.564951,Ximalaya
41229,6,80,16,1746,40,313,109.125,110.14983,-0.50156,1.22531,27.53746,0.000374,3.270012,0.28865,0.80113,4.329793,Ximalaya
49384,6,443,22,8829,40,1400,401.31818,532.89837,-0.34216,1.20826,113.61431,0.000012,0.318394,0.06011,0.08894,1.262414,京东
49432,6,80,29,9127,40,1400,314.72414,432.85069,0.71933,1.48767,80.37835,0.000005,18.730173,0.94557,3.53211,26.47589,Ximalaya
39465,6,80,31,16183,40,1400,522.03226,616.09376,-1.49058,0.63719,110.6537,0.000002,0.445002,0.05431,0.10756,1.629439,Weibo
46830,6,443,13,1818,40,680,139.84615,198.33377,2.52604,2.08674,55.00789,0.000003,1.670035,0.17333,0.45547,2.079972,'NetEase News'
44346,6,80,47,25591,40,1400,544.48936,632.59529,-1.60221,0.57796,92.27351,0.000002,59.485979,2.52767,10.70026,116.272629,京东
48101,6,443,266,175207,40,1400,658.67293,662.67249,-1.9261,0.1939,40.63106,0,1.035905,0.01479,0.07132,3.920189,'NetEase News'
44204,6,80,49,18100,40,1400,369.38776,478.2767,-0.60238,1.06496,68.32524,0.000001,4.838852,0.33013,0.80526,15.846355,Ximalaya
39639,6,80,25,11158,40,1400,446.32,578.5053,-0.93687,0.96583,115.70106,0.000001,2.314608,0.15596,0.45866,3.743019,Weibo
40257,6,80,16,1678,40,628,104.875,151.61583,6.78232,2.89879,37.90396,0.000005,0.181139,0.04901,0.06408,0.735205,'NetEase News'
39341,6,80,19,9382,40,1400,493.78947,599.08971,-1.28995,0.77803,137.44061,0.000012,0.876046,0.12889,0.21454,2.319941,Weibo
43923,6,443,22,8981,40,1400,408.22727,532.56335,-0.3991,1.17597,113.54289,0.000001,0.294743,0.06169,0.09248,1.295395,京东
42829,6,443,26,6227,40,1400,239.5,399.32079,3.33016,2.20585,78.31325,0.000002,2.579936,0.1512,0.49951,3.780026,Weibo
40612,6,443,6182,4623500,40,1400,747.89712,666.41263,-1.97364,-0.06324,8.47576,0,18.091327,0.04804,0.56187,296.955407,手机淘宝
40612,6,443,1983,1170656,40,1400,590.34594,611.73975,-1.66884,0.43676,13.73743,0,21.040362,0.09123,0.77221,180.824748,手机淘宝
49493,6,80,14,2822,52,991,201.57143,306.78464,2.11175,2.00973,81.99164,0.000003,0.484736,0.11078,0.12906,1.440095,Ximalaya
45796,6,443,21,6449,40,1400,307.09524,460.86326,1.00424,1.66511,100.56861,0.000002,87.119737,5.92795,19.70374,118.559059,京东
45236,6,80,14,3029,40,1400,216.35714,375.06049,4.79519,2.46788,100.23913,0,0.196837,0.04798,0.06547,0.623708,Weibo
42670,6,443,33,2988,40,530,90.54545,96.71736,11.70436,3.43778,16.83633,0.000005,44.970338,8.78016,17.39219,280.965253,手机淘宝
42670,6,443,15,920,40,80,61.33333,19.95551,-1.90944,-0.14318,5.15249,0.052692,44.824602,11.07028,18.27263,154.983969,手机淘宝
47414,6,443,48,12679,40,1400,264.14583,404.88718,2.51518,1.93196,58.44043,0.000001,0.960932,0.07529,0.17132,3.538506,'NetEase News'
40413,6,80,16,1958,40,908,122.375,214.22064,9.13048,3.30785,53.55516,0,0.165687,0.04302,0.05539,0.645254,'NetEase News'
49871,6,443,97,58699,40,1400,605.14433,656.17638,-1.8347,0.36253,66.62462,0.000001,9.194953,0.11501,0.93311,11.041252,京东
45595,6,80,11,2173,40,952,197.54545,310.87307,1.50222,1.89566,93.73176,0.000816,13.509864,1.92529,4.10237,19.252871,Ximalaya
39673,6,80,555,362696,40,1400,653.50631,647.31787,-1.88414,0.22529,27.47711,0,6.369592,0.10773,0.58245,59.680013,Weibo
46991,6,80,34,18306,40,1400,538.41176,638.40316,-1.58535,0.59961,109.48524,0.000001,7.75824,0.26213,1.3267,8.650415,Weibo
41145,6,80,17,2377,40,348,139.82353,130.63476,-1.42594,0.68841,31.68358,0.000107,13.839884,0.95122,3.32947,15.219462,Ximalaya
45541,6,80,13,3178,40,952,244.46154,353.65533,0.09086,1.44426,98.08634,0.00024,128.49974,11.25972,35.37287,135.116597,Ximalaya
47838,6,80,15,4878,40,952,325.2,390.06977,-1.201,0.82772,100.71558,0.000015,41.704436,3.43659,10.68357,48.112226,Ximalaya
39597,6,80,16,5498,40,1400,343.625,522.35726,0.4265,1.51566,130.58932,0.000008,0.187872,0.05901,0.06969,0.88521,Weibo
40328,6,80,125,82078,40,1400,656.624,667.28091,-1.93534,0.19932,59.68342,0.000001,5.220134,0.05525,0.46751,6.851086,Ximalaya
39429,6,80,31,14082,40,1400,454.25806,577.19064,-0.92153,0.9568,103.6665,0.000002,5.25032,0.2185,0.9385,6.554889,Weibo
41181,6,80,20,2954,40,313,147.7,127.6382,-1.75629,0.43074,28.54077,0.000395,3.531243,0.289,0.77385,5.491037,Ximalaya
45054,6,80,14,3004,40,1400,214.57143,375.75842,4.78502,2.46579,100.42566,0.000001,0.22038,0.04807,0.06682,0.624925,Weibo
46714,6,80,10,1902,52,997,190.2,296.54706,3.21921,2.24764,93.77641,0.001653,0.485017,0.17507,0.12316,1.575665,Ximalaya
42310,6,443,21,2848,40,835,135.61905,205.02996,4.88297,2.48755,44.7412,0.000005,0.175402,0.05997,0.06668,1.19933,手机淘宝
48205,6,443,935,660756,40,1400,706.69091,666.09123,-1.96881,0.04596,21.78351,0,27.353821,0.05054,0.90719,47.200992,'NetEase News'
41313,6,80,445,294591,40,1400,662.00225,670.60236,-1.95398,0.18252,31.7896,0,1.275335,0.01239,0.06889,5.500911,Ximalaya
42395,6,443,21,2456,40,584,116.95238,155.62423,3.15439,2.21165,33.95999,0.000003,44.585082,2.27325,9.70721,45.465061,手机淘宝
