@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute totalpkts numeric
@attribute totalsize numeric
@attribute minsize numeric
@attribute maxsize numeric
@attribute meansize numeric
@attribute stdsize numeric
@attribute kurtosisSize numeric
@attribute skewnessSize numeric
@attribute standardErrorSize numeric
@attribute miniat numeric
@attribute maxiat numeric
@attribute meaniat numeric
@attribute stdiat numeric
@attribute duration numeric
@attribute appName {'WeChat','Weibo','bilibili','iQIYI','手机淘宝','京东','Alipay','携程旅行','马蜂窝旅游','QQMusic','酷狗音乐','拼多多','今日头条','新浪新闻','Tencent news','NetEase News','抖音短视频','Meituan','Ximalaya','NetEase Music'}
@data
39777,6,80,12,2165,40,1400,180.41667,371.16606,7.61172,3.18489,107.14641,0.000009,0.327282,0.09801,0.1012,1.078163,iQIYI
40272,6,80,13,1234,40,444,94.92308,124.60057,3.01978,2.24115,34.55798,0.030895,59.8783,9.77407,20.97953,117.288787,iQIYI
38908,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027835,4.834395,1.26994,1.99281,10.159549,iQIYI
38282,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000242,5.880368,1.01624,2.01408,11.17865,iQIYI
45802,6,443,20,6048,52,1400,302.4,421.58824,2.04479,1.85264,94.27,0.000003,4.728343,0.31924,1.04248,6.065522,iQIYI
43894,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000066,5.870825,1.00851,1.99538,11.093658,iQIYI
41326,6,443,58,12027,40,1400,207.36207,364.3005,5.49551,2.63117,47.835,0,29.567876,0.59527,3.87889,33.930171,iQIYI
39160,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.002316,10.062337,1.50094,3.49577,10.506605,iQIYI
39231,6,80,2727,2252957,40,1400,826.16685,664.66318,-1.91176,-0.29559,12.72797,0,27.336537,0.01334,0.52988,36.374661,iQIYI
40495,6,80,30,5201,40,776,173.36667,242.48196,2.28025,2.00787,44.27095,0.000087,9.849476,0.81943,2.13878,23.763505,iQIYI
38737,6,80,349,247100,40,1400,708.02292,672.05808,-1.99118,0.05498,35.97444,0.000001,9.347351,0.04291,0.54787,14.932954,iQIYI
43322,6,443,47,8216,40,1400,174.80851,329.11736,7.76388,3.05279,48.0067,0.000001,59.850653,1.40666,8.71813,64.706498,iQIYI
38598,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027896,4.662451,1.286,1.88037,10.287996,iQIYI
44199,6,80,9,904,40,354,100.44444,108.24983,1.15678,1.73633,36.08328,0.000071,7.848051,1.05299,2.56959,8.423888,iQIYI
39210,6,80,15,1350,40,253,90,75.4038,0.67136,1.6311,19.46918,0.000005,6.88104,0.92237,1.9929,12.91316,iQIYI
39002,6,80,17,4292,40,1400,252.47059,440.95233,2.78421,2.13168,106.94665,0.000085,130.700897,9.0116,31.50729,144.185551,iQIYI
48722,6,80,112,60450,40,1400,539.73214,601.68291,-1.55257,0.56566,56.85369,0.000002,85.149902,1.03308,8.242,114.671788,iQIYI
39751,6,80,14,2218,40,1277,158.42857,325.76059,7.745,3.11655,87.06318,0.000073,9.827363,1.70963,3.19284,22.225134,iQIYI
39048,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.02762,4.683614,1.28864,1.90715,10.309119,iQIYI
38460,6,80,19,3417,40,776,179.84211,262.78213,1.46932,1.84225,60.28636,0.000038,28.922452,2.4476,6.7926,44.056713,iQIYI
41872,6,443,44,9189,40,1400,208.84091,385.00035,4.59573,2.51812,58.04099,0.000002,59.791897,1.4207,9.00702,61.09014,iQIYI
39715,6,80,1954,1598046,40,1400,817.83316,665.84319,-1.92572,-0.27029,15.06294,0,0.150797,0.00163,0.01126,3.175593,iQIYI
41441,6,80,39,19514,40,1400,500.35897,558.22431,-1.2784,0.69686,89.38743,0.000146,53.329245,2.5687,8.69765,97.610704,iQIYI
39904,6,80,13,1242,40,253,95.53846,79.4361,0.03745,1.42129,22.03161,0.000051,6.472628,0.91966,1.9693,11.035927,iQIYI
43964,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000049,6.137843,1.00589,2.01099,11.064819,iQIYI
41042,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.027859,9.173277,1.4764,3.15028,10.334787,iQIYI
49810,6,443,32,10239,40,1320,319.96875,448.30894,0.5496,1.47781,79.25057,0.000004,8.267746,0.29506,1.45642,9.146932,iQIYI
39399,6,80,19,5634,40,1277,296.52632,441.66496,0.93574,1.62446,101.32489,0.000044,32.647946,2.69625,7.59407,48.532523,iQIYI
42082,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.001589,10.008856,1.49461,3.47656,10.462252,iQIYI
40139,6,80,5373,4512368,40,1400,839.82282,661.69753,-1.8868,-0.3353,9.02716,0,12.121426,0.00493,0.17714,26.480493,iQIYI
44504,6,443,46,8090,40,1400,175.86957,332.86409,7.50024,3.01197,49.07813,0.000002,59.723349,1.40435,8.79414,63.195641,iQIYI
40081,6,80,16,3809,40,1230,238.0625,391.96516,2.30162,2.00981,97.99129,0.000006,19.074495,2.19495,5.1049,32.924239,iQIYI
53672,17,17788,4,706,143,210,176.5,27.77139,-1.39051,0,13.88569,0.093871,284.860523,95.03353,134.22795,285.100604,iQIYI
40094,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031643,4.569318,1.282,1.89874,10.256006,iQIYI
42632,6,80,13,1234,40,444,94.92308,124.60057,3.01978,2.24115,34.55798,0.029809,59.8571,6.54706,16.60328,78.564706,iQIYI
40178,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031462,4.733345,1.28961,1.93526,10.316906,iQIYI
41646,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027884,7.212383,1.28736,2.31937,10.298873,iQIYI
42561,6,80,24,5704,40,1400,237.66667,371.58329,3.91359,2.22867,75.84912,0.000075,10.336899,1.39954,3.10113,32.189452,iQIYI
38472,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.0315,5.155337,1.28522,1.92618,10.281729,iQIYI
40731,6,80,13,2157,40,1256,165.92308,331.01068,6.8522,2.97063,91.80584,0.000181,14.090872,2.33533,4.41988,28.023909,iQIYI
41270,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.027877,9.115223,1.47156,3.12923,10.300946,iQIYI
40690,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.027631,9.112129,1.46885,3.12858,10.281979,iQIYI
38322,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000114,5.420454,0.99697,1.95307,10.966701,iQIYI
42698,6,80,15,1678,40,776,111.86667,183.29461,9.32964,3.36209,47.32647,0.000013,9.6255,0.97104,2.51329,13.594524,iQIYI
38494,6,80,14,1302,40,253,93,77.09178,0.35927,1.53421,20.60365,0.000109,5.560228,0.96997,1.8167,12.609558,iQIYI
41346,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.031551,9.357733,1.46161,3.22738,10.231261,iQIYI
38606,6,80,17,2121,40,639,124.76471,178.29009,2.42274,2.03907,43.2417,0.000083,31.509362,2.80006,7.7628,44.80091,iQIYI
40080,6,443,56,11710,40,1400,209.10714,370.37542,5.19251,2.58313,49.4935,0.000002,59.722775,1.15416,7.97275,63.47864,iQIYI
53672,17,17788,6,1020,143,197,170,27,-1.8,0,11.0227,0.081576,60.02948,19.30758,24.7,96.537906,iQIYI
38174,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.00557,9.97195,1.48126,3.46674,10.368834,iQIYI
37463,6,80,68,39885,40,1400,586.54412,610.2475,-1.69802,0.39854,74.00338,0.000002,90.833867,3.47597,14.10168,232.890287,iQIYI
49287,6,443,36,12878,40,1400,357.72222,528.81291,0.10558,1.40904,88.13548,0.000003,179.803555,5.16927,29.94959,180.924352,iQIYI
43936,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.001479,9.969065,1.47934,3.46633,10.355407,iQIYI
39040,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.03142,4.575172,1.28733,1.90775,10.298604,iQIYI
48945,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000128,6.162846,1.0144,2.00508,11.15845,iQIYI
41543,6,80,13,1627,40,976,125.15385,248.33224,8.49551,3.31873,68.87497,0.000161,10.614798,1.96432,3.71218,23.571795,iQIYI
42186,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000013,5.542991,1.01961,1.96748,11.215723,iQIYI
45946,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000082,5.681106,1.01387,1.99126,11.152605,iQIYI
41168,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.048356,9.93878,1.49828,3.44609,10.487925,iQIYI
43240,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000079,5.285783,0.98474,1.93202,10.832146,iQIYI
45434,6,80,10,753,52,253,75.3,59.35326,5.94263,2.94063,18.76915,0.032554,9.908697,1.27434,3.06601,11.469022,iQIYI
38160,6,80,13,1242,40,253,95.53846,79.4361,0.03745,1.42129,22.03161,0.000009,6.315855,0.91847,1.96527,11.021638,iQIYI
39599,6,80,13,1417,40,595,109,148.28818,6.65208,2.88533,41.12774,0.000163,9.583983,0.88395,2.62424,10.607404,iQIYI
41340,6,80,13,1304,52,484,100.30769,120.51644,5.70208,2.74343,33.42525,0.001062,83.163412,7.7318,22.79544,92.781545,iQIYI
39628,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.028104,9.112373,1.46686,3.12918,10.268035,iQIYI
39690,6,80,59,16800,40,1400,284.74576,430.74797,1.7811,1.85963,56.07861,0.000066,9.678618,0.46933,1.56581,27.220909,iQIYI
40080,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031183,4.790311,1.27496,1.96276,10.1997,iQIYI
37313,6,80,1857,1463047,40,1400,787.85514,668.31512,-1.96686,-0.17729,15.5087,0,5.690336,0.00712,0.17027,13.211892,iQIYI
45964,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000177,5.569357,0.98982,1.93308,10.888002,iQIYI
41850,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027802,4.93639,1.28378,1.90958,10.270251,iQIYI
43262,6,443,54,11696,40,1400,216.59259,374.90584,4.89119,2.52582,51.01822,0.000002,29.777759,0.62449,4.04706,33.097829,iQIYI
46327,6,80,16,1720,40,350,107.5,113.66508,0.16731,1.40437,28.41627,0.000216,37.418937,3.11339,9.37246,46.700892,iQIYI
39858,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027939,4.974493,1.2803,1.91023,10.242396,iQIYI
40988,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000071,5.452941,0.69566,1.55592,7.652207,iQIYI
40218,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.027904,9.06312,1.46224,3.1117,10.235657,iQIYI
41854,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.00017,5.692753,0.98939,1.93358,10.883288,iQIYI
38422,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.02807,5.758645,1.28305,1.99232,10.264386,iQIYI
38898,6,80,15,1311,40,409,87.4,97.36173,5.65063,2.61725,25.13869,0.000168,9.612518,0.76152,2.45605,10.661336,iQIYI
39066,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000054,5.298292,0.99594,1.91938,10.955391,iQIYI
44580,6,80,11,1162,40,444,105.63636,132.77135,1.91719,1.97165,40.03207,0.00662,59.842306,6.26381,17.86903,62.638125,iQIYI
42531,6,80,14,2915,40,645,208.21429,247.55322,-0.59327,1.10372,66.16138,0.000843,9.82565,1.00118,2.5755,13.015368,iQIYI
45400,6,80,14,1696,40,253,121.14286,92.79229,-1.4585,0.66867,24.79978,0.000064,4.825817,0.61335,1.2742,7.973573,iQIYI
39196,6,80,11,1138,40,253,103.45455,83.96467,-0.59072,1.16004,25.3163,0.000254,6.294526,1.09717,2.08071,10.971651,iQIYI
48863,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000575,5.79282,0.97872,1.9665,10.765951,iQIYI
39258,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027834,4.679127,1.28282,1.9504,10.262551,iQIYI
41862,6,443,55,11759,40,1400,213.8,372.03413,5.06394,2.5586,50.16507,0.000002,29.774259,0.62862,4.01031,33.945508,iQIYI
43762,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.036072,9.923185,1.49119,3.44269,10.438324,iQIYI
39102,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027827,4.557285,1.28397,1.90052,10.271788,iQIYI
38803,6,80,16,2318,40,1277,144.875,306.84419,9.41456,3.36738,76.71105,0.000018,17.386904,2.03677,4.75648,30.551596,iQIYI
38412,6,80,16,1747,40,253,109.1875,86.78005,-1.07319,0.90657,21.69501,0.000006,6.26592,0.77819,1.76046,11.672884,iQIYI
38440,6,80,20,4507,40,1278,225.35,376.38056,3.4965,2.23941,84.16125,0.000067,11.741793,1.60527,3.33558,30.500066,iQIYI
38188,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.031645,9.125863,1.46784,3.1342,10.274915,iQIYI
39268,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027871,4.556084,1.28295,1.89842,10.263582,iQIYI
38354,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.00022,5.453018,0.99671,1.96728,10.963837,iQIYI
40884,6,80,18,1943,40,921,107.94444,201.76925,12.52121,3.82533,47.55747,0.000053,23.599679,2.19232,5.79972,37.269484,iQIYI
38204,6,80,12,1202,52,253,100.16667,80.97822,-0.27171,1.30567,23.3764,0.00012,10.014247,1.32604,2.95112,14.58646,iQIYI
41116,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.031632,9.147848,1.46364,3.14324,10.245488,iQIYI
53672,17,17788,11,1666,64,197,151.45455,32.06063,3.00906,-1.66372,9.66665,0.065982,132.161297,28.83018,43.76091,288.301781,iQIYI
40023,6,80,17,6913,40,1400,406.64706,518.14192,-0.67261,1.03853,125.66788,0.000005,90.367129,6.91655,22.05713,110.664736,iQIYI
41982,6,80,14,1708,52,253,122,92.09157,-1.45861,0.67404,24.61251,0.000034,160.60505,12.95886,42.63786,168.465153,iQIYI
43393,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000125,6.274041,1.01575,1.9979,11.173221,iQIYI
41684,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.028102,6.156516,1.28433,2.0624,10.274665,iQIYI
40680,6,443,28,8241,40,1320,294.32143,387.18582,1.42689,1.616,73.17124,0.000004,69.827812,2.95343,13.15365,79.742623,iQIYI
42151,6,80,15,1311,40,409,87.4,97.36173,5.65063,2.61725,25.13869,0.000037,9.659727,0.76242,2.46855,10.673819,iQIYI
41214,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000054,4.156131,0.56817,1.19304,6.24987,iQIYI
38316,6,80,31,11471,40,1400,370.03226,498.74193,0.0342,1.30645,89.5767,0.000017,12.716662,1.42551,3.15163,42.765348,iQIYI
41807,6,80,23,3893,40,921,169.26087,259.90236,2.92135,2.17429,54.19339,0.000081,30.71029,2.16992,6.57447,47.738144,iQIYI
46071,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.001786,10.009161,1.49884,3.47481,10.491857,iQIYI
38332,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.027586,9.137587,1.46944,3.13848,10.286082,iQIYI
45304,6,80,15,1707,40,253,113.8,87.70648,-1.23657,0.80674,22.64572,0.000245,5.814981,0.78589,1.57047,11.002509,iQIYI
41668,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031651,6.658563,1.28446,2.17111,10.275676,iQIYI
41489,6,80,30,4472,40,639,149.06667,164.79845,1.03363,1.48997,30.08794,0.000046,9.659422,1.05538,2.37201,30.606009,iQIYI
40894,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027902,5.266716,1.28712,1.94118,10.296955,iQIYI
40117,6,80,13,1769,40,484,136.07692,153.6622,0.40344,1.43475,42.61823,0.000008,3.488355,0.34292,0.95036,4.115052,iQIYI
37368,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027887,4.576425,1.28479,1.89921,10.278346,iQIYI
43534,6,80,11,1162,40,444,105.63636,132.77135,1.91719,1.97165,40.03207,0.000654,59.856145,6.65451,17.82054,66.545107,iQIYI
39643,6,80,17,2023,40,541,119,162.45072,1.54436,1.87759,39.40009,0.000098,101.523173,7.20009,24.4619,115.201399,iQIYI
40154,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000196,5.638884,1.0085,1.98459,11.093524,iQIYI
38318,6,80,15,1707,40,253,113.8,87.70648,-1.23657,0.80674,22.64572,0.000046,4.73008,0.78871,1.43133,11.041972,iQIYI
38200,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000087,6.088698,1.00116,2.01443,11.012738,iQIYI
39471,6,80,53,32279,40,1400,609.03774,629.93608,-1.77906,0.342,86.52838,0.000002,90.501609,2.87655,13.52363,149.58077,iQIYI
53672,17,17788,4,700,143,207,175,27.45906,-1.4957,0,13.72953,0.126787,142.578123,47.61905,67.14621,142.85715,iQIYI
53672,17,17788,4,684,143,199,171,27.01851,-1.65937,0,13.50926,0.108927,60.201367,20.14607,28.32337,60.438224,iQIYI
40988,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027586,4.738951,1.27974,1.93473,10.23795,iQIYI
41902,6,443,57,12386,40,1400,217.29825,389.74422,4.06385,2.38839,51.62288,0.000002,59.791782,1.09025,7.91545,61.053823,iQIYI
43814,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000062,5.204288,1.00417,1.94766,11.045864,iQIYI
38842,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027845,4.781656,1.27018,1.98957,10.16141,iQIYI
40169,6,80,13,1425,40,774,109.61538,195.25508,8.18532,3.24924,54.15401,0.000365,28.049709,3.43782,7.87715,41.253839,iQIYI
43848,6,443,48,10305,40,1400,214.6875,382.60217,4.18592,2.41501,55.22387,0.000003,59.783672,1.30366,8.62259,61.272149,iQIYI
41948,6,80,13,1242,40,253,95.53846,79.4361,0.03745,1.42129,22.03161,0.000008,6.085075,0.90998,1.90388,10.919815,iQIYI
38722,6,80,15,2397,40,1178,159.8,289.3333,8.01808,3.11263,74.70554,0.000021,0.169474,0.06137,0.05363,0.859115,iQIYI
39358,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031593,4.582588,1.28888,1.91274,10.311079,iQIYI
42377,6,80,11,1466,40,645,133.27273,195.91097,2.21507,2.03817,59.06938,0.000118,9.892736,1.37185,2.99718,13.718526,iQIYI
37231,6,80,2731,2260575,40,1400,827.74625,664.17578,-1.9093,-0.29969,12.70932,0,8.345381,0.0066,0.18185,18.029604,iQIYI
38298,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.027977,9.075419,1.4634,3.11617,10.243829,iQIYI
40476,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.028111,9.113157,1.46929,3.12898,10.285029,iQIYI
44114,6,80,13,1242,40,444,95.53846,124.40666,3.01231,2.23714,34.5042,0.029867,59.855139,6.82797,16.71624,81.935673,iQIYI
39030,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000099,6.091673,1.0018,2.01002,11.019836,iQIYI
41256,6,80,9,854,52,233,94.88889,73.90601,0.12417,1.49433,24.63534,0.031639,8.799013,1.40007,2.8228,11.200528,iQIYI
42504,6,80,20,2753,40,776,137.65,218.14359,4.7463,2.57573,48.77839,0.000009,72.556847,4.57154,16.17042,86.859238,iQIYI
40363,6,80,17,6576,40,1400,386.82353,529.27945,-0.40055,1.18713,128.36912,0.000055,9.854883,1.43851,3.02135,23.01611,iQIYI
40520,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.027835,9.170459,1.46247,3.15282,10.237322,iQIYI
40783,6,80,17,3278,40,971,192.82353,260.67723,2.64747,1.92671,63.22351,0.000098,9.838456,1.44091,3.0613,23.054497,iQIYI
38664,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027941,4.66023,1.28762,1.91138,10.300928,iQIYI
40331,6,80,12,1532,40,921,127.66667,242.17774,7.4828,3.15735,69.91069,0.000053,9.843649,1.05333,2.79463,11.586617,iQIYI
39300,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000336,5.419272,1.00345,1.96301,11.03796,iQIYI
41912,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000045,5.797357,1.02027,1.99108,11.222953,iQIYI
40311,6,80,927,708021,40,1400,763.7767,671.37807,-1.98586,-0.10911,22.05095,0,0.205688,0.00225,0.01446,2.086188,iQIYI
40374,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.02795,5.895175,1.28769,2.02157,10.301499,iQIYI
41184,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.00013,9.214383,1.28594,3.00251,10.287482,iQIYI
45518,6,80,14,1696,40,253,121.14286,92.79229,-1.4585,0.66867,24.79978,0.000095,4.474191,0.6632,1.20895,8.621565,iQIYI
40715,6,80,23,11432,40,1400,497.04348,554.32736,-1.27793,0.69532,115.58525,0.000027,9.851351,0.98181,2.27792,21.599878,iQIYI
39404,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.028079,4.583842,1.28729,1.90502,10.298324,iQIYI
41082,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000148,6.422594,1.00372,2.02732,11.040902,iQIYI
41422,6,80,14,1708,52,253,122,92.09157,-1.45861,0.67404,24.61251,0.000096,7.333186,1.1351,2.07551,14.756265,iQIYI
41222,6,80,8,794,52,233,99.25,77.28963,-0.33893,1.31266,27.32601,0.031707,9.161901,1.47623,3.14594,10.333633,iQIYI
39575,6,80,2707,2256233,40,1400,833.48098,663.40529,-1.89817,-0.31773,12.75072,0,5.965918,0.00555,0.14148,15.027827,iQIYI
43694,6,80,9,1080,52,427,120,128.22636,1.42207,1.80903,42.74212,0.000355,4.831513,0.68305,1.57008,5.464402,iQIYI
43288,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000116,5.512994,1.01217,1.96884,11.13384,iQIYI
42292,6,443,39,6911,40,1400,177.20513,320.38616,8.80187,3.16911,51.30284,0.000002,29.827886,0.81763,4.76963,31.069924,iQIYI
38126,6,80,12,1202,52,253,100.16667,80.97822,-0.27171,1.30567,23.3764,0.00023,9.950302,1.14163,2.83622,12.557916,iQIYI
46482,6,80,19,5072,40,1400,266.94737,444.10827,1.91698,1.89374,101.88542,0.000058,64.879469,3.73425,14.83322,67.216458,iQIYI
41199,6,80,2721,2257333,40,1400,829.59684,663.89518,-1.90587,-0.30539,12.72727,0,4.398363,0.00443,0.09935,12.056733,iQIYI
40770,6,80,17,1903,40,921,111.94118,206.92524,11.6184,3.70874,50.18674,0.00007,61.525242,4.71319,14.84759,75.411035,iQIYI
38993,6,80,5156,4337522,52,1400,841.25718,661.75606,-1.88285,-0.34088,9.21598,0,68.222072,0.01616,0.95244,83.282086,iQIYI
39568,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031561,4.555866,1.28229,1.89946,10.258303,iQIYI
40493,6,80,30,9287,40,1400,309.56667,436.29865,1.45023,1.68915,79.65687,0.00008,21.682755,1.67442,4.44812,48.558154,iQIYI
44203,6,80,9,904,40,354,100.44444,108.24983,1.15678,1.73633,36.08328,0.00005,7.791116,1.05371,2.54799,8.429665,iQIYI
43854,6,80,15,1707,40,253,113.8,87.70648,-1.23657,0.80674,22.64572,0.000137,4.796014,0.77973,1.6204,10.916178,iQIYI
40070,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000051,5.28979,0.95783,1.84945,10.536099,iQIYI
42162,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000076,5.654404,1.01333,1.96871,11.14659,iQIYI
37489,6,443,27,7121,40,1320,263.74074,390.90082,1.82584,1.80805,75.2289,0.000007,225.530987,11.40742,44.87782,296.592932,iQIYI
37446,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.053712,9.871728,1.48786,3.42291,10.415048,iQIYI
45590,6,80,13,1242,40,253,95.53846,79.4361,0.03745,1.42129,22.03161,0.000009,5.46443,0.94211,1.64866,11.305282,iQIYI
40112,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.00011,5.460652,1.00719,1.97346,11.079064,iQIYI
39443,6,80,22,7376,40,1277,335.27273,462.71208,0.24141,1.38784,98.65055,0.000108,13.499693,2.20783,3.90653,46.364448,iQIYI
39116,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031164,4.650955,1.28428,1.90284,10.274261,iQIYI
42240,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000101,5.583141,1.00251,1.96251,11.027636,iQIYI
49135,6,80,8,633,52,253,79.125,65.80547,3.98576,2.57824,23.26575,0.001919,10.010881,1.49002,3.47914,10.43014,iQIYI
53672,17,17788,4,688,143,201,172,27.07397,-1.63772,0,13.53699,0.093679,4.026533,1.41863,1.84415,4.255884,iQIYI
41774,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.028078,5.259758,1.28296,1.93534,10.263711,iQIYI
40004,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.031557,4.595786,1.29411,1.91722,10.352871,iQIYI
41587,6,80,15,6816,40,1400,454.4,559.96855,-1.03676,0.86125,144.58326,0.000022,90.914262,7.93791,23.55742,111.130775,iQIYI
40026,6,80,12,1190,40,253,99.16667,81.63826,-0.28052,1.29663,23.56694,0.000069,5.573375,0.99352,1.93342,10.928691,iQIYI
44926,6,80,11,1162,40,444,105.63636,132.77135,1.91719,1.97165,40.03207,0.001727,59.839436,11.76522,23.37457,117.652199,iQIYI
40457,6,80,15,1823,40,921,121.53333,218.5064,9.81432,3.46361,56.41811,0.000081,9.633407,0.77703,2.45733,10.878451,iQIYI
38468,6,80,20,5402,40,1400,270.1,447.5034,1.58906,1.84427,100.0648,0.00006,25.663549,2.50248,6.12313,47.54708,iQIYI
40060,6,80,12,1202,52,253,100.16667,80.97822,-0.27171,1.30567,23.3764,0.0001,9.955334,1.02002,2.82887,11.22018,iQIYI
40778,6,80,9,1027,52,233,114.11111,84.12351,-1.31263,0.79075,28.04117,0.027628,8.157373,1.27944,2.62071,10.235506,iQIYI
