@relation flows-weka.filters.unsupervised.attribute.Remove-R5-15-weka.filters.unsupervised.attribute.Remove-R1

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute app {BG,FG}

@data
8000,3027,17,2,186,93,93,93,0,31.899702,31.899702,31.8997,0,31.899702,2,178,89,89,89,0,31.899701,31.899701,31.8997,0,31.899701,BG
443,57235,6,15,1233,52,182,82.2,51.09364,0.017985,123.972233,14.68683,31.63067,205.61565,12,1023,52,264,85.25,65.34667,0.001273,123.771011,14.93413,35.55649,164.275441,BG
80,58191,6,2,120,60,60,60,0,0.995612,0.995612,0.99561,0,0.995612,10,2930,52,451,293,193.52623,0.000109,2.204409,0.83584,0.77381,7.522564,BG
80,56229,6,7023,9287034,40,1500,1322.3742,473.13962,0.000001,0.2295,0.00778,0.0119,54.626089,5142,297156,40,338,57.78996,22.86601,0,0.311348,0.01063,0.02691,54.632231,BG
443,57107,6,10,812,52,101,81.2,20.28201,0.000017,233.018259,33.3233,72.16269,299.909703,8,962,52,344,120.25,98.57833,0.101564,232.81471,42.79101,79.22513,299.53707,BG
443,57107,6,8,416,52,52,52,0,0.452217,23.58397,6.69908,7.81582,46.893578,3,168,52,64,56,5.65685,0.00092,126.297491,63.14921,63.14829,126.298411,BG
8080,59450,6,6,488,52,220,81.33333,62.08238,0.00026,59.688591,12.05093,23.81922,60.254625,7,1402,52,644,200.28571,232.4489,0.000338,59.898016,10.05032,22.29267,60.301949,BG
80,60218,6,12,1312,52,732,109.33333,187.75398,0.004017,19.967368,3.74875,5.92782,41.23629,5,1134,52,918,226.8,345.61389,0.10059,0.317393,0.15601,0.09319,0.62405,BG
443,36521,6,12,4213,40,1500,351.08333,526.31478,0.000002,0.202947,0.08291,0.09171,0.911991,14,4491,40,1400,320.78571,463.23416,0.000301,0.201523,0.07016,0.06093,0.912142,BG
443,42245,6,13,4140,40,1500,318.46154,501.82752,0.000004,119.971272,10.23054,33.0913,122.76644,12,2856,40,1400,238,375.17796,0.000911,120.10726,11.17012,34.45135,122.87137,BG
443,57874,6,12,1164,52,167,97,26.41654,0.000003,267.631209,24.62098,76.84905,270.830815,12,1462,52,393,121.83333,105.21948,0.000284,267.422641,24.63134,76.77955,270.944753,BG
443,60685,6,15,9161,40,1480,610.73333,654.96071,0.000002,2.395816,0.40482,0.64176,5.667424,11,1048,40,237,95.27273,73.3709,0.000357,0.722803,0.14753,0.20681,1.475331,BG
443,54325,6,13,6293,40,1500,484.07692,612.42374,0.000004,119.999134,10.09984,33.13603,121.19811,13,2051,40,1005,157.76923,263.46045,0.000327,120.37095,10.10051,33.24782,121.206154,BG
8080,34582,6,6,488,52,220,81.33333,62.08238,0.000329,59.405972,11.99398,23.70637,59.969895,7,1626,52,868,232.28571,297.61419,0.000326,59.713258,10.02151,22.22292,60.129076,BG
443,34024,6,11,7708,40,1480,700.72727,634.4372,0.000001,64.999694,6.56974,19.47684,65.697357,13,1696,40,589,130.46154,176.45554,0.000276,64.923922,5.49387,17.9189,65.926465,BG
80,56057,6,967,1434928,52,1500,1483.89659,149.62825,0,26.944702,0.28258,1.35702,272.970723,690,42676,52,312,61.84928,12.93688,0.000008,34.336331,0.31842,1.875,219.389993,BG
443,45484,6,15,5701,40,1500,380.06667,554.65791,0.000004,119.850192,8.76083,30.81376,122.651685,14,2948,40,1400,210.57143,353.79266,0.001256,119.92494,9.43743,31.8976,122.686581,BG
443,42453,6,19,5844,40,1500,307.57895,515.70415,0.000067,119.959478,6.96396,27.41523,125.351276,21,3681,40,1400,175.28571,301.57904,0.000812,120.226921,6.33194,26.13675,126.638897,BG
80,35214,6,3264,154611,40,1500,47.36857,102.64511,0,0.289034,0.09192,0.03752,299.938264,2924,117259,40,319,40.10226,5.17182,0.000001,0.510635,0.10255,0.07843,299.752908,BG
80,35214,6,3099,123960,40,40,40,0,0.02989,0.262029,0.09676,0.04815,299.767803,3102,124080,40,40,40,0,0,0.479779,0.09673,0.10626,299.963075,BG
80,35214,6,3126,125040,40,40,40,0,0.03154,0.234003,0.096,0.0427,299.988909,3124,124960,40,40,40,0,0,0.372079,0.09601,0.10307,299.854831,BG
80,35214,6,3102,124080,40,40,40,0,0.029615,0.229031,0.09673,0.03695,299.96453,3101,124040,40,40,40,0,0.000002,0.38409,0.0967,0.09674,299.778215,BG
80,35214,6,603,57700,40,1500,95.68823,279.64912,0.03193,2.004113,0.16842,0.33757,101.390067,564,22560,40,40,40,0,0.000019,0.354774,0.09626,0.09862,54.193821,BG
80,60659,6,12,1354,52,774,112.83333,199.36141,0.001868,19.162197,4.9203,6.788,54.123353,5,497,52,281,99.4,90.85285,0.025911,19.13008,4.8042,8.27105,19.216791,BG
5222,45466,6,6,489,40,147,81.5,35.43421,0.000006,210.943828,51.77469,81.64171,258.873447,11,1074,40,453,97.63636,118.3364,0.000633,210.745322,25.90603,63.17913,259.060343,BG
5222,45466,6,2,113,40,73,56.5,16.5,0.099375,0.099375,0.09938,0,0.099375,3,182,40,75,60.66667,14.97405,0.000623,0.09993,0.05028,0.04965,0.100553,BG
80,35219,6,2833,3910727,40,1500,1380.41899,397.21015,0,2.004083,0.02036,0.15097,57.667996,1877,109879,40,321,58.53969,19.37891,0,0.383484,0.00962,0.02241,18.049732,BG
80,59667,6,11,1302,52,774,118.36364,207.34305,0.003302,20.288119,5.88698,7.30785,58.869809,5,497,52,281,99.4,90.85285,0.102805,18.012009,4.60595,7.7401,18.423804,BG
80,35217,6,1943,2618567,40,1500,1347.69274,442.90559,0,2.004065,0.02473,0.15303,48.022163,1291,75575,40,319,58.53989,19.44602,0,0.4225,0.01401,0.03906,18.071412,BG
443,34605,6,10,3954,52,1500,395.4,549.33436,0.000151,15.2083,1.89985,4.70933,17.098644,10,1117,52,297,111.7,93.00758,0.001759,15.003451,1.74845,4.68671,15.736005,BG
8080,59248,6,5,436,52,220,87.2,66.47225,0.000851,59.276358,14.86718,25.63977,59.46873,6,1338,52,644,223,243.77517,0.001141,59.338942,11.94647,23.69632,59.732366,BG
80,38626,6,5,736,40,298,147.2,123.34407,0.000549,64.800096,16.30312,27.99987,65.212493,6,1093,40,861,182.16667,303.67659,0.104413,64.919393,13.08865,25.9154,65.443253,BG
80,52804,6,6,480,40,150,80,50,0.000062,63.528856,12.82855,25.35028,64.142756,6,475,40,231,79.16667,68.27009,0.001855,63.639731,12.85077,25.39485,64.253826,BG
80,58224,6,5,990,52,774,198,288.01667,0.000855,20.010971,6.90518,8.13355,27.620735,6,549,52,281,91.5,84.79731,0.100726,20.079038,5.52417,7.76658,27.620834,BG
443,33667,6,13,7837,40,1480,602.84615,630.09106,0.000001,2.38804,0.42473,0.68602,5.096816,13,1653,40,509,127.15385,159.88979,0.000407,0.614567,0.12636,0.15493,1.516378,BG
443,57176,6,8,610,40,89,76.25,17.79572,0.00008,101.964058,14.69828,35.62628,102.887968,10,831,40,186,83.1,57.516,0.000155,101.584491,11.44325,31.87008,102.989243,BG
443,48076,6,12,4100,40,1500,341.66667,515.57401,0.000005,119.984292,11.1369,34.42451,122.505863,14,2936,40,1400,209.71429,354.19011,0.000286,120.144329,9.44886,31.95814,122.835164,BG
80,47754,6,6,1756,52,1440,292.66667,513.38571,0.000003,0.20722,0.0839,0.09867,0.419476,7,737,52,405,105.28571,122.44032,0.000149,0.105671,0.06997,0.04884,0.419811,BG
80,60147,6,5,990,52,774,198,288.01667,0.001942,20.000686,5.16532,8.56669,20.661295,7,621,52,281,88.71429,78.62881,0.000018,20.325393,3.60694,7.48276,21.641645,BG
443,54590,6,24,1918,52,178,79.91667,35.48581,0.000003,24.127694,3.27211,6.31438,75.258602,19,2507,52,570,131.94737,137.40737,0.000057,18.657619,1.50072,4.32145,27.012888,BG
8080,35385,6,5,436,52,220,87.2,66.47225,0.000228,59.661598,14.96566,25.80534,59.862636,6,1338,52,644,223,243.77517,0.000288,59.626726,12.00532,23.81079,60.026611,BG
443,44071,6,20,14636,40,1480,731.8,661.15131,0.000001,2.303038,0.37305,0.55256,7.087963,12,1563,40,560,130.25,155.44674,0.000349,1.536217,0.22127,0.42848,2.433924,BG
80,50847,6,12,3664,40,1480,305.33333,467.10604,0.000007,64.999106,9.4735,19.00912,104.208481,13,4350,40,1400,334.61538,466.46981,0.000051,65.060429,8.69861,18.37174,104.383327,BG
443,42944,6,10,4720,40,1480,472,552.59732,0.000002,65.000592,7.29161,20.40342,65.624506,13,2525,40,1400,194.23077,368.8936,0.00005,64.910292,5.48729,17.9168,65.84746,BG
80,59664,6,6,386,40,182,64.33333,52.6424,0.000111,0.448071,0.18805,0.20683,0.940255,7,1615,40,1350,230.71429,456.99663,0.000074,0.448652,0.15673,0.20117,0.940395,BG
80,50235,6,6,581,40,369,96.83333,121.79548,0.00011,3.38209,0.86457,1.30303,4.322827,7,544,40,272,77.71429,79.65231,0.000777,3.302712,0.71572,1.17194,4.294312,BG
80,35804,6,5,990,52,774,198,288.01667,0.031745,24.401509,11.19222,11.11911,44.768892,6,561,52,281,93.5,83.97966,0.00049,24.29964,9.00128,10.96776,45.00638,BG
80,50500,6,10,8102,40,1500,810.2,698.38282,0.000001,119.695937,13.35679,37.59663,120.211099,9,691,40,283,76.77778,73.22079,0.000276,120.058477,15.08439,39.67652,120.675127,BG
80,35269,6,7796,10255687,40,1500,1315.50629,480.60415,0,0.517482,0.00703,0.01124,54.833328,5665,327154,40,338,57.75004,22.74782,0,0.47027,0.00969,0.02541,54.861576,BG
443,55409,6,13,6255,40,1480,481.15385,593.64051,0.000001,65.002297,5.49138,17.94351,65.896573,19,8670,40,1400,456.31579,575.64865,0.000056,65.061581,3.66996,14.88981,66.059294,BG
8080,41502,6,18,1144,40,170,63.55556,33.63732,0.000064,22.847929,3.72975,5.87852,63.405717,11,1119,40,252,101.72727,80.32784,0.090637,9.560139,1.7714,3.00112,17.714015,BG
80,58459,6,5,1712,52,774,342.4,352.41203,0.005278,18.94125,5.10679,7.99614,20.427176,7,613,52,281,87.57143,79.09462,0.000861,115.737039,22.82847,42.11181,136.97085,BG
80,36063,6,5,990,52,774,198,288.01667,0.044919,19.999901,5.15154,8.57339,20.606146,7,613,52,281,87.57143,79.09462,0.0005,152.313578,28.84133,55.70978,173.047962,BG
80,50087,6,4,439,40,299,109.75,109.56819,0.000588,64.999797,21.73095,30.5958,65.192845,5,1039,40,859,207.8,325.69212,0.088961,65.218743,16.40268,28.184,65.610718,BG
5222,45843,6,9,3082,40,1400,342.44444,503.65136,0.000005,251.356049,33.73987,82.4292,269.918999,13,2875,40,1392,221.15385,366.3174,0.000043,251.355679,22.5346,69.14501,270.415221,BG
5222,45843,6,3,219,73,73,73,0,0.907213,227.192883,114.05005,113.14284,228.100096,5,282,40,75,56.4,15.80633,0.191024,227.001784,67.52251,93.59245,270.090049,BG
5222,45843,6,2,113,40,73,56.5,16.5,0.086234,0.086234,0.08623,0,0.086234,3,182,40,75,60.66667,14.97405,0.000187,0.086296,0.04324,0.04305,0.086483,BG
80,57355,6,4,438,40,298,109.5,109.13638,0.000407,1.998721,0.73418,0.898,2.202546,5,1041,40,861,208.2,326.4919,0.101039,2.010647,0.60349,0.81345,2.413977,BG
80,38615,6,12,692,40,240,57.66667,55.0747,0.008991,32.45032,6.39865,9.86962,70.38511,5,704,40,524,140.8,191.75651,0.091543,32.353283,8.22595,13.93031,32.903785,BG
8080,57504,6,11,1082,52,182,98.36364,31.15729,0.000052,248.532039,24.92352,74.53622,249.235156,10,1334,52,393,133.4,111.72574,0.100678,248.318776,27.71324,77.99585,249.419157,BG
80,58021,6,7,2538,52,774,362.57143,356.31722,0.044383,19.401923,3.4503,7.13484,20.70177,8,689,52,281,86.125,73.84179,0.000334,19.965898,2.98928,6.93504,20.924969,BG
443,36520,6,19,7413,40,1500,390.15789,581.24008,0.000001,0.677174,0.10104,0.16317,1.818763,18,6675,40,1400,370.83333,498.02691,0.000015,0.716927,0.107,0.16269,1.818917,BG
443,53462,6,14,800,40,170,57.14286,35.62073,0.016793,146.774633,15.4799,38.62669,201.238732,8,739,40,252,92.375,74.86978,0.000199,146.577411,21.05329,51.24506,147.373001,BG
80,55741,6,229,338135,40,1500,1476.57205,177.66341,0,31.552368,0.28373,2.32889,64.691292,163,10525,40,281,64.57055,21.95086,0.000005,19.786532,0.15888,1.5557,25.738862,BG
80,34437,6,11,1302,52,774,118.36364,207.34305,0.030952,28.353018,7.48472,9.17683,74.84721,5,497,52,281,99.4,90.85285,0.10045,18.015446,4.60495,7.74266,18.419817,BG
443,44597,6,14,4217,40,1500,301.21429,487.55515,0.000006,128.572869,19.32218,44.76039,251.188379,16,2829,40,1400,176.8125,329.84811,0.000867,128.332929,16.74608,42.15949,251.191161,BG
443,54404,6,9,3948,40,1500,438.66667,557.86498,0.00002,0.246253,0.08629,0.10427,0.690292,12,1101,40,285,91.75,86.83713,0.000185,0.623592,0.12321,0.16463,1.355301,BG
443,54127,6,19,6104,52,1400,321.26316,483.62533,0,5.323999,0.63294,1.30808,11.392964,13,1550,52,537,119.23077,135.86031,0.000535,0.269858,0.06307,0.07982,0.756796,BG
443,37022,6,8,3871,40,1500,483.875,578.39161,0.000018,0.246402,0.09725,0.10564,0.680739,10,1217,40,458,121.7,136.51231,0.000745,3.754615,0.50865,1.14862,4.577826,BG
443,34595,6,27,6228,40,1500,230.66667,377.97276,0.000003,119.999921,4.74066,23.05438,123.257105,27,8463,40,1400,313.44444,471.06187,0.000006,120.247654,4.74433,23.10274,123.352587,BG
443,55109,6,13,7336,52,1500,564.30769,633.8923,0.000002,0.730717,0.231,0.23394,2.771945,11,1193,52,297,108.45455,89.12439,0.000836,0.626769,0.14777,0.16277,1.477742,BG
80,35048,6,8,598,40,298,74.75,84.63414,0.006666,64.997652,9.8229,22.53276,68.760311,5,1041,40,861,208.2,326.4919,0.100734,68.839515,17.31058,29.75027,69.24231,BG
443,44077,6,10,4676,40,1500,467.6,589.75303,0.000005,120.000373,13.4096,37.68565,120.686441,12,1779,40,1005,148.25,263.56344,0.000314,120.240644,11.0054,34.54324,121.059411,BG
443,37339,6,18,10295,40,1480,571.94444,622.41237,0.000001,2.87596,0.42693,0.70827,7.257814,14,1713,40,509,122.35714,155.04129,0.00044,0.409535,0.12243,0.10474,1.591538,BG
8080,56226,6,16,1069,52,101,66.8125,20.99767,0.000005,25.664082,4.60751,6.78459,69.112685,10,1127,52,264,112.7,76.8974,0.102629,9.747022,1.97638,3.14155,17.787429,BG
80,53168,6,10,8598,40,1500,859.8,687.19863,0.000002,0.204205,0.05819,0.07829,0.523735,9,879,40,503,97.66667,143.47745,0.000008,0.178322,0.0655,0.07582,0.524034,BG
8080,55774,6,21,1339,40,155,63.7619,29.97762,0.000028,25.663629,3.44552,6.19875,68.910333,16,1478,40,381,92.375,96.07151,0,9.845501,1.17323,2.63577,17.598454,BG
80,43332,6,6,519,40,299,86.5,95.31308,0.00071,65.005071,13.15277,25.92654,65.763874,6,1064,40,832,177.33333,292.87237,0.10108,65.262701,13.15515,26.0538,65.775762,BG
80,50068,6,4,524,40,384,131,146.29764,0.003315,4.999497,1.73213,2.31168,5.196386,5,417,40,237,83.4,77.18964,0.090491,5.157379,1.38814,2.17661,5.552564,BG
80,51217,6,4,498,40,358,124.5,135.05832,0.000575,4.999345,1.7303,2.31287,5.190894,7,697,40,240,99.57143,88.12954,0.000061,31.912529,6.2616,11.62498,37.569613,BG
80,34408,6,9,1210,52,410,134.44444,146.89007,0.000003,179.999886,24.69187,58.91422,197.534931,11,4171,52,1400,379.18182,506.03787,0.000193,180.17459,19.79156,53.65054,197.915599,BG
443,54921,6,240,346088,40,1500,1442.03333,271.56727,0,118.40854,0.5392,7.64054,128.868598,186,9474,40,349,50.93548,27.39626,0.00001,118.658305,0.69714,8.69649,128.971042,BG
80,41716,6,12,1354,52,774,112.83333,199.36141,0.037346,21.281136,5.54151,7.35787,60.956643,5,497,52,281,99.4,90.85285,0.101144,17.982985,4.5981,7.72787,18.392399,BG
8080,51391,6,20,1558,52,182,77.9,32.93311,0.000075,18.71987,2.78123,4.83315,52.843281,10,1322,52,393,132.2,112.52626,0.001421,9.780948,1.71161,3.24767,15.404505,BG
443,41867,6,561,47709,40,1500,85.04278,103.04874,0.000096,0.935796,0.29267,0.04984,163.897581,17,2865,40,1400,168.52941,318.73004,0.000191,0.726216,0.16939,0.16299,2.710314,BG
443,57232,6,13,13607,40,1492,1046.69231,599.73307,0.000001,4.927959,0.84758,1.40998,10.170975,13,2233,40,1133,171.76923,293.86422,0.000206,9.542869,0.86342,2.61731,10.361041,BG
443,54962,6,12,7680,40,1480,640,628.95933,0.000002,65.000166,6.11239,18.62492,67.236237,16,4055,40,1400,253.4375,447.2333,0.000026,64.920771,8.25201,20.63283,123.78009,BG
80,53854,6,6,748,40,388,124.66667,121.30769,0.000073,39.99162,8.04188,15.97507,40.209385,7,811,40,539,115.85714,172.90165,0.000653,40.001304,6.7359,14.87691,40.415389,BG
443,37840,6,17,966,40,89,56.82353,21.5003,0.000072,23.615559,4.05126,6.16671,64.820182,11,1071,40,252,97.36364,74.01508,0.101392,9.769637,1.76004,3.03419,17.600352,BG
80,35875,6,6,518,40,298,86.33333,94.9415,0.000005,64.999874,13.12547,25.93741,65.627374,7,1133,40,861,161.85714,285.51729,0.00025,65.220674,10.93767,24.27619,65.626037,BG
443,33039,6,19,1214,40,155,63.89474,30.65581,0.000112,24.895847,3.74328,6.2527,67.379098,10,1214,40,381,121.4,111.81163,0.100525,9.743638,1.95275,3.13683,17.574714,BG
80,52933,6,6,638,40,378,106.33333,121.82182,0.000109,4.999954,1.68116,2.05682,8.405781,10,858,40,240,85.8,77.0893,0.000001,46.169837,6.08878,14.27324,54.798989,BG
443,42763,6,12,12392,40,1480,1032.66667,600.87621,0.000001,1.855999,0.35564,0.54804,3.912009,8,621,40,265,77.625,71.17924,0.000042,3.562035,0.55886,1.22723,3.912025,BG
443,46799,6,10,3954,52,1500,395.4,549.33436,0.000115,6.942782,0.98275,2.11485,8.844757,10,1117,52,297,111.7,93.00758,0.000645,6.841008,0.84031,2.12181,7.562799,BG
443,54821,6,13,7656,40,1480,588.92308,623.70869,0.000002,64.999667,5.88662,17.8371,70.639466,16,4087,40,1400,255.4375,446.36742,0.000194,153.871695,14.97277,40.4511,224.591579,BG
80,40068,6,8026,10249375,40,1500,1277.02155,520.07922,0,0.46301,0.01026,0.01536,82.357412,5564,325452,40,323,58.49245,25.11853,0,0.752152,0.01481,0.03413,82.364269,BG
80,46149,6,11,1302,52,774,118.36364,207.34305,0.092874,18.070819,5.1676,6.56213,51.676027,5,497,52,281,99.4,90.85285,0.101493,17.873129,4.59538,7.66634,18.381537,BG
80,45457,6,10,1126,40,762,112.6,216.46995,0.039619,18.036349,5.39982,6.49107,48.598364,5,449,40,269,89.8,89.9342,0.098596,17.874474,4.57202,7.68028,18.288076,BG
80,53461,6,4,438,40,298,109.5,109.13638,0.000769,2.000144,0.73105,0.90078,2.193157,5,1041,40,861,208.2,326.4919,0.090266,1.980723,0.60253,0.79781,2.41012,BG
443,48970,6,5,871,40,625,174.2,225.85783,0.000639,210.091115,52.65279,90.89713,210.611177,8,836,40,402,104.5,116.69404,0.089042,209.989059,30.10004,73.43939,210.700311,BG
443,48970,6,2,154,77,77,77,0,210.083392,210.083392,210.08339,0,210.083392,4,234,40,77,58.5,18.5,0.090223,209.993166,70.05833,98.94887,210.174978,BG
443,48970,6,13,593,40,77,45.61538,10.34437,0.000385,213.057847,21.05425,58.16224,252.651008,6,388,40,77,64.66667,17.44197,0.000599,213.057021,42.63242,85.21231,213.162088,BG
443,48261,6,12,4222,40,1500,351.83333,512.27805,0.000004,119.850886,10.97635,34.42928,120.739852,12,2037,40,1277,169.75,337.9305,0.000877,119.821164,10.98782,34.41621,120.866068,BG
443,58382,6,8,6262,40,1492,782.75,635.09778,0.000028,0.208225,0.08884,0.10242,0.621877,12,2169,40,1133,180.75,304.18419,0.000435,0.104721,0.07443,0.04514,0.818728,BG
443,57136,6,14,8836,52,1500,631.14286,656.64927,0.000001,2.438712,0.42807,0.61647,5.56491,11,1193,52,297,108.45455,89.12439,0,2.22883,0.41836,0.67833,4.18364,BG
443,50751,6,11,4336,52,1500,394.18182,535.48972,0.000002,1.440598,0.33704,0.42177,3.370449,11,1169,52,297,106.27273,90.32476,0.000415,1.232213,0.19722,0.35062,1.97224,BG
8080,42936,6,8,4562,52,1400,570.25,561.83733,0.000003,59.566808,8.56723,20.82067,59.970643,9,1193,52,457,132.55556,144.88241,0.000276,59.693775,7.52515,19.718,60.201178,BG
80,54232,6,4,438,40,298,109.5,109.13638,0.000516,1.999579,0.73427,0.89851,2.202816,5,1041,40,861,208.2,326.4919,0.101015,2.208732,0.6531,0.89908,2.612409,BG
80,44735,6,11,1302,52,774,118.36364,207.34305,0.004138,18.179761,4.86205,6.32262,48.620507,5,497,52,281,99.4,90.85285,0.100824,17.98294,4.5965,7.72877,18.385985,BG
443,36850,6,15,6620,40,1480,441.33333,550.79793,0,64.999796,4.71513,16.72022,66.011854,16,3055,40,1325,190.9375,324.23187,0.000547,65.124966,4.4008,16.22929,66.011987,BG
443,53959,6,9,5371,40,1500,596.77778,631.93544,0.000005,0.240386,0.09548,0.09597,0.763857,10,1021,40,285,102.1,91.68473,0.100794,0.203326,0.11283,0.032,1.015486,BG
443,60061,6,13,1225,40,397,94.23077,98.76636,0.000005,120.000647,17.20622,38.82768,206.474656,15,2962,40,1400,197.46667,343.97633,0.000305,120.181198,14.74833,36.45201,206.47667,BG
80,39527,6,5,443,40,180,88.6,59.34172,0.000452,0.136131,0.0996,0.05739,0.398415,6,563,40,343,93.83333,111.66978,0.000352,0.136515,0.0797,0.06175,0.398494,BG
80,60685,6,9,5009,40,1500,556.55556,671.72863,0.000004,28.730876,3.99249,9.36589,31.939886,7,616,40,356,88,109.62794,0.000113,30.548351,5.36553,11.27055,32.193171,BG
443,46008,6,12,4251,52,1500,354.25,517.72791,0.000007,180.00061,16.46085,51.71592,181.069393,13,2559,52,1400,196.84615,354.90884,0,180.048283,15.08913,49.7371,181.069532,BG
80,40602,6,9,2154,40,923,239.33333,365.46287,0.000186,0.299577,0.10722,0.09595,0.85772,9,1112,40,388,123.55556,141.50234,0.000711,0.450183,0.12705,0.13897,1.016395,BG
80,47387,6,11,1302,52,774,118.36364,207.34305,0.003037,18.083714,5.28826,6.69585,52.882559,5,497,52,281,99.4,90.85285,0.100774,17.885875,4.57213,7.68681,18.288507,BG
443,59028,6,10,6335,40,1480,633.5,612.50963,0.000001,65.000276,7.28112,20.40698,65.530056,13,1273,40,413,97.92308,112.64134,0.000895,65.018247,5.48751,17.94929,65.850094,BG
443,50753,6,11,4336,52,1500,394.18182,535.48972,0.000002,1.232198,0.32297,0.36061,3.229729,11,1169,52,297,106.27273,90.32476,0.000571,1.029532,0.1863,0.28638,1.862956,BG
80,40820,6,2,92,40,52,46,6,1.898725,1.898725,1.89873,0,1.898725,4,180,40,60,45,8.66025,0.110038,1.768084,0.66966,0.77675,2.008983,BG
80,58438,6,4,505,40,365,126.25,138.08399,0.002086,4.999823,1.73595,2.3094,5.207864,5,425,40,245,85,80.37413,0.098455,5.070469,1.34811,2.14911,5.392459,BG
8080,50611,6,18,1051,40,89,58.38889,21.86865,0.000049,25.120392,3.99753,6.41889,67.957936,10,1164,40,332,116.4,100.80496,0.100828,9.747286,1.9663,3.14762,17.696688,BG
80,47317,6,5518,3871400,40,1500,701.59478,725.29715,0,0.182791,0.01498,0.01537,82.621943,3944,189933,40,321,48.15745,16.48743,0,0.342332,0.0209,0.03467,82.400028,BG
443,55913,6,12,5836,52,1500,486.33333,596.87887,0.000002,9.902515,1.08373,2.7945,11.921001,11,1405,52,486,127.72727,136.00273,0.000928,9.697839,1.06229,2.87888,10.622906,BG
80,45331,6,11,1302,52,774,118.36364,207.34305,0.005187,27.359533,7.29365,8.94381,72.936485,5,497,52,281,99.4,90.85285,0.100509,18.085513,4.6221,7.77321,18.488395,BG
443,44403,6,14,11049,40,1480,789.21429,634.38623,0.000001,65.000339,5.43283,17.21189,70.626757,15,2425,40,653,161.66667,219.05088,0.000739,65.151246,5.06996,16.70784,70.979377,BG
80,53228,6,971,1280715,40,1500,1318.96498,472.99008,0,0.788032,0.00679,0.02725,6.583601,668,41194,40,376,61.66766,37.8714,0,0.761581,0.00989,0.03629,6.597688,BG
80,49940,6,4,518,40,378,129.5,143.70369,0.001818,5.004337,1.73256,2.31479,5.197666,7,695,40,238,99.28571,87.67589,0.000091,10.194167,2.63828,3.86643,15.829654,BG
443,49357,6,8,3871,40,1500,483.875,578.39161,0.000004,0.213367,0.08532,0.09221,0.597251,11,1049,40,285,95.36364,89.83042,0.000917,0.822566,0.15594,0.2298,1.559365,BG
443,39676,6,17,11016,40,1480,648,522.83852,0.000001,62.699561,4.11811,15.12837,65.889746,19,1724,40,541,90.73684,119.66613,0.000072,61.730234,3.66016,14.10474,65.882905,BG
80,35492,6,6,622,40,402,103.66667,133.61845,0.004394,64.999825,13.16577,25.91757,65.828844,7,2019,40,1400,288.42857,464.03321,0.100564,65.127086,11.00935,24.20263,66.056082,BG
443,54713,6,8,3871,40,1500,483.875,578.39161,0.000037,0.24642,0.09799,0.10522,0.685937,11,1061,40,285,96.45455,89.22226,0.0006,3.764057,0.44919,1.10568,4.491868,BG
443,49658,6,9,5371,40,1500,596.77778,631.93544,0.000005,0.301272,0.11619,0.11349,0.929484,10,1021,40,285,102.1,91.68473,0.100579,0.319999,0.15328,0.0745,1.379515,BG
8080,44326,6,5,436,52,220,87.2,66.47225,0.000351,58.6596,14.71559,25.37122,58.862341,6,1338,52,644,223,243.77517,0.000383,58.812328,11.84308,23.48471,59.215377,BG
443,54824,6,12,5557,40,1480,463.08333,527.96251,0,64.617051,6.13288,18.50229,67.461641,17,4099,40,1400,241.11765,436.79149,0.000003,155.284239,13.9299,39.67942,222.878325,BG
443,36138,6,10,9168,40,1492,916.8,704.53798,0.000002,12.000577,3.35485,4.27191,30.193615,6,476,40,220,79.33333,63.17876,0.003981,21.206419,6.03845,8.29265,30.192243,BG
80,40132,6,933,1217111,40,1500,1304.5134,488.09779,0,0.11031,0.00563,0.01049,5.247681,659,40600,40,321,61.6085,31.86311,0.000001,0.146645,0.00798,0.02085,5.250877,BG
5222,57291,6,7,593,40,147,84.71429,33.73728,0.00008,269.411941,45.06254,100.33218,270.37526,10,1023,40,453,102.3,122.81291,0.000057,269.215465,30.06528,84.55246,270.587522,BG
5222,57291,6,6,330,40,73,55,13.63818,0.000002,276.554974,55.31103,110.62197,276.555135,5,297,40,75,59.4,16.10714,0.000012,276.366051,69.13882,119.64272,276.555273,BG
443,47607,6,5,872,40,626,174.4,226.25702,0.000654,210.028335,52.61116,90.88489,210.444647,8,836,40,402,104.5,116.69404,0.090212,209.929642,30.07642,73.42477,210.534958,BG
443,47607,6,2,154,77,77,77,0,210.015456,210.015456,210.01546,0,210.015456,4,234,40,77,58.5,18.5,0.089537,209.925876,70.03512,98.9177,210.10536,BG
443,47607,6,13,593,40,77,45.61538,10.34437,0.000259,191.665861,19.13985,52.29849,229.678214,6,388,40,77,64.66667,17.44197,0.000279,191.564357,38.33335,76.61552,191.666728,BG
