@relation flows-weka.filters.unsupervised.attribute.Remove-R16-37-weka.filters.unsupervised.attribute.Remove-R1

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute app {BG,FG}

@data
80,51661,6,15,1747,52,774,116.46667,184.66433,0.007277,17.78455,3.43191,5.6977,48.046675,BG
80,44163,6,9,1484,52,902,164.88889,264.66601,0.010315,69.820289,8.79608,23.06506,70.368621,BG
80,53496,6,336,270050,40,1500,803.72024,713.8052,0,0.316801,0.00235,0.01751,0.788733,BG
443,41979,6,1202,983705,40,1500,818.39018,717.11479,0,119.910373,0.10182,3.4586,122.287194,BG
443,50052,6,52,14926,40,1500,287.03846,487.44913,0.000002,10.003326,0.33731,1.43973,17.20297,BG
8080,45169,6,26,1899,40,252,73.03846,54.87852,0.000697,26.432219,2.82124,5.8516,70.530972,BG
443,47998,6,46,13667,40,1500,297.1087,484.24855,0.000001,2.000114,0.18059,0.42547,8.12659,BG
443,54108,6,258,203889,40,1500,790.26744,715.23794,0,73.424437,0.29565,4.5707,75.983074,BG
443,56404,6,46,16308,40,1500,354.52174,541.47037,0.000002,119.347608,2.7121,17.58377,122.04448,BG
443,36243,6,21,6029,40,1500,287.09524,464.1457,0.000016,119.977227,6.03893,26.13927,120.778632,BG
443,45658,6,33,14603,40,1492,442.51515,575.4872,0.000004,4.048642,0.44715,0.95367,14.308818,BG
443,55886,6,13097,11473985,40,1500,876.07735,718.80634,0,1.075987,0.0229,0.04514,299.919976,BG
443,55886,6,3736,3254788,40,1500,871.19593,719.50882,0,116.943338,0.07628,2.1717,284.888875,BG
443,59144,6,22,6067,52,1500,275.77273,436.32868,0.000136,8.342465,0.50913,1.75866,10.691728,BG
8080,44917,6,31,2876,52,393,92.77419,73.65382,0.000004,27.199643,2.40223,5.58912,72.067024,BG
443,48018,6,42,21338,40,1469,508.04762,635.50531,0.000002,1.580087,0.09706,0.27836,3.979624,BG
443,52714,6,205,97476,40,1500,475.49268,586.07138,0,49.921985,0.54858,3.85249,111.911087,BG
80,34104,6,22,7477,40,1492,339.86364,533.51939,0.000132,17.627651,2.13387,4.62648,44.811321,BG
80,59119,6,5662,4773841,40,1500,843.13688,717.77191,0,2.01423,0.01922,0.14392,108.829832,BG
80,47368,6,100,75681,52,1500,756.81,712.30528,0,29.266785,0.30743,2.92551,30.435903,BG
443,49305,6,54,19154,40,1469,354.7037,535.47337,0.000001,3.656012,0.16037,0.56215,8.499767,BG
80,58503,6,132,103827,40,1500,786.56818,713.48836,0,0.267304,0.007,0.03181,0.916771,BG
80,55586,6,11,1224,40,387,111.27273,114.47119,0.000082,62.718458,6.82292,18.68602,68.229176,BG
80,42363,6,13,3261,52,1500,250.84615,410.21755,0.000004,0.112671,0.03788,0.04555,0.454508,BG
443,34825,6,39,18019,40,1500,462.02564,600.77525,0.000003,1.828942,0.10449,0.29229,3.970618,BG
443,58699,6,32,12183,40,1492,380.71875,519.51367,0.000006,39.898854,1.66305,7.06336,51.554599,BG
443,33662,6,36,10443,40,1480,290.08333,430.96973,0.000001,64.934411,1.92416,10.80664,67.345683,BG
80,48876,6,11,1712,40,938,155.63636,264.86198,0.005989,6.636006,1.24902,2.0979,12.490195,BG
80,43179,6,19,3273,40,1400,172.26316,330.78612,0.000845,19.900741,2.79391,5.23475,50.290339,BG
8000,3027,17,26,2198,63,93,84.53846,11.9268,0.002469,11.248834,1.50848,3.07661,37.712078,BG
443,34820,6,74,46880,40,1500,633.51351,691.3085,0.000004,1.245759,0.069,0.21115,5.037299,BG
443,50100,6,45,13801,40,1500,306.68889,499.44342,0.000003,29.940751,0.76184,4.46446,33.520884,BG
80,52320,6,11,2567,52,1177,233.36364,343.55872,0.005321,19.903362,2.07424,5.94415,20.742414,BG
80,58533,6,555,477573,40,1500,860.49189,713.08023,0,0.66597,0.00463,0.03456,2.565655,BG
443,41899,6,67,33768,40,1500,504,609.74296,0.000002,119.950943,2.77432,16.27312,183.105404,BG
80,35743,6,1906,1657989,40,1500,869.8788,718.88389,0,1.860081,0.04222,0.08554,80.433721,BG
