@relation flows-weka.filters.unsupervised.attribute.Remove-R16-37-weka.filters.unsupervised.attribute.Remove-R1

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute app {BG,FG}

@data
80,48296,6,16,1531,52,535,95.6875,123.207,0.000747,24.000678,3.22382,6.38732,48.357272,BG
8080,38180,6,28,2871,52,566,102.53571,102.9412,0.00039,166.550441,9.12804,31.62701,246.457042,BG
80,55866,6,11,1551,52,774,141,210.3819,0.002907,19.808,2.11509,5.90046,21.150873,BG
443,38038,6,19,6392,40,1500,336.42105,504.5726,0.000004,4.255337,0.28806,0.96336,5.185057,BG
443,60880,6,21,6583,52,1500,313.47619,486.98026,0.000135,1.183526,0.24505,0.32423,4.901,BG
80,59791,6,11,1415,40,762,128.63636,210.56645,0.000102,19.836693,2.09875,5.91444,20.987454,BG
5222,41080,6,10,1147,40,453,114.7,121.66269,0.000126,0.164125,0.06731,0.05787,0.605775,BG
5222,41080,6,5,295,40,75,59,15.73531,0.000063,0.06364,0.02514,0.02679,0.100546,BG
443,58887,6,27,9112,40,1480,337.48148,465.80773,0.000001,65.005421,2.58612,12.48448,67.239087,BG
80,34032,6,60,45960,52,1500,766,708.82309,0,56.770078,1.05774,7.31993,62.406863,BG
80,49125,6,14,2680,40,1400,191.42857,353.51151,0.003253,206.668013,21.34577,56.17995,277.495045,BG
80,49040,6,18,3171,40,1400,176.16667,318.575,0.000328,64.520748,4.28035,15.13502,72.765949,BG
80,36721,6,10,2326,52,1400,232.6,409.40352,0.007313,19.881261,2.3203,6.20951,20.882733,BG
443,59693,6,225,186953,52,1500,830.90222,703.22274,0.000001,51.29903,0.36775,3.54918,82.376981,BG
80,54217,6,9,2073,40,1352,230.33333,411.82844,0.000506,74.834648,9.42944,24.72092,75.435553,BG
443,53802,6,121,90281,52,1500,746.12397,708.04209,0,26.186077,0.264,2.39638,31.680386,BG
443,37590,6,22,6663,40,1500,302.86364,470.43155,0.000005,119.972473,5.75599,25.53962,120.875816,BG
5222,40612,6,20,1829,40,453,91.45,91.6043,0.000176,157.601797,15.47595,45.04114,294.043013,BG
80,48559,6,24,7013,40,1480,292.20833,495.90557,0.000004,19.231761,1.71147,4.30553,39.363884,BG
80,54316,6,14,1907,40,636,136.21429,189.18856,0.000197,30.175463,3.55657,8.68544,46.235367,BG
80,50169,6,15,1087,40,231,72.46667,55.43869,0.000061,64.718789,4.82955,16.61727,67.613713,BG
443,43712,6,26,7057,40,1500,271.42308,437.86362,0.000004,119.888239,4.90779,23.47262,122.694802,BG
443,48789,6,28,2204,52,264,78.71429,48.10172,0.000504,189.856179,10.77283,36.478,290.866383,BG
80,55803,6,13,2389,52,774,183.76923,258.65098,0.001156,19.075374,1.7597,5.22517,21.116437,BG
80,59394,6,9,1435,52,774,159.44444,228.51069,0.007328,19.846975,2.58462,6.52578,20.676989,BG
443,33157,6,114,86025,52,1500,754.60526,704.73371,0,52.681739,0.6,5.03574,67.799673,BG
443,52737,6,24,2195,52,198,91.45833,52.23662,0.000202,270.880246,12.68475,55.18476,291.74935,BG
443,52737,6,9,480,52,64,53.33333,3.77124,0.007363,111.003041,17.98439,35.54224,143.875133,BG
80,51343,6,83,35236,52,1500,424.53012,614.67641,0.000001,38.542206,1.02607,4.4868,84.138141,BG
443,33172,6,157,92334,52,1500,588.11465,678.63617,0,8.59632,0.26775,0.77571,41.769172,BG
443,53770,6,83,55582,52,1500,669.66265,691.47512,0.000001,34.064942,0.70879,4.27072,58.121005,BG
80,33316,6,16,1731,52,535,108.1875,128.18552,0.007868,20.128267,2.71465,5.35617,40.719719,BG
5222,40898,6,10,1147,40,453,114.7,121.66269,0.00711,0.161195,0.06837,0.04388,0.615345,BG
5222,40898,6,9,4248,40,1400,472,595.59028,0.000005,0.321221,0.0448,0.1048,0.35843,BG
80,43503,6,9,929,40,364,103.22222,111.46876,0.008593,4.845723,0.68166,1.57504,5.453282,BG
80,47048,6,1129,901993,40,1500,798.93091,705.8844,0,24.548446,0.16985,1.13497,191.594879,BG
443,48703,6,20,1495,52,264,74.75,53.63756,0.008038,21.568265,2.51903,5.21406,47.861542,BG
443,44157,6,39,7460,40,1500,191.28205,356.49864,0.000005,119.839864,3.29342,19.16052,125.150015,BG
443,59715,6,98,45536,52,1500,464.65306,631.3547,0.000001,6.888459,0.40647,0.80145,39.427143,BG
443,45294,6,25,3895,40,1149,155.8,282.18349,0.000004,141.155366,10.93109,36.19837,262.346098,BG
443,48510,6,145,108455,52,1500,747.96552,702.44751,0,36.163985,0.61396,4.02731,88.41008,BG
443,36470,6,22,5753,52,1500,261.5,412.49339,0.000002,3.435071,0.26986,0.72506,5.667072,BG
80,55972,6,11,1539,52,774,139.90909,210.80903,0.005012,19.834723,2.71419,6.04422,27.141932,BG
80,59617,6,13,2389,52,774,183.76923,258.65098,0.000354,19.133766,2.47969,5.5558,29.756321,BG
80,34009,6,73,28240,52,1500,386.84932,594.60978,0.000001,10.701107,0.57139,1.29654,41.140276,BG
8080,38912,6,29,2665,52,264,91.89655,54.48147,0.000085,99.615012,6.77832,20.48319,189.792975,BG
80,34015,6,461,356309,52,1500,772.90456,706.20777,0,38.451001,0.24856,2.13185,114.33681,BG
443,53806,6,90,65127,52,1500,723.63333,694.1849,0,25.532185,0.55886,3.3671,49.738265,BG
443,47871,6,24,2073,40,252,86.375,60.63952,0.000063,271.357672,12.94045,55.31655,297.630435,BG
443,57627,6,20,6571,40,1500,328.55,485.97855,0.000004,119.868771,6.36565,26.75303,120.947379,BG
80,56981,6,12,1603,52,774,133.58333,202.92177,0.000491,144.533379,15.03007,41.34027,165.330759,BG
80,48295,6,16,1355,40,523,84.6875,122.95361,0.007073,23.200072,3.11936,6.17522,46.790419,BG
80,43647,6,9,930,40,365,103.33333,111.72884,0.002116,4.832782,0.66898,1.57453,5.351873,BG
443,33153,6,90,68281,52,1500,758.67778,704.29484,0,10.048459,0.20407,1.13233,18.162362,BG
443,54703,6,29,12484,40,1480,430.48276,549.39996,0.000001,64.837813,2.36371,12.02326,66.183771,BG
80,36046,6,9,1574,40,1036,174.88889,309.25446,0.000894,64.83375,8.19561,21.40742,65.564841,BG
443,44438,6,28,7128,40,1500,254.57143,428.96807,0.000008,119.973803,4.57157,22.63434,123.432314,BG
5222,40708,6,16,1574,40,453,98.375,100.99621,0.000051,244.232344,18.34739,60.82194,275.210923,BG
5222,40708,6,10,4615,40,1400,461.5,555.69169,0.000004,14.520584,1.66929,4.54444,15.023588,BG
5222,40708,6,4,238,40,73,59.5,14.15097,0.230468,28.911146,9.95975,13.40226,29.879264,BG
5222,40708,6,7,387,40,75,55.28571,14.88733,0.000002,0.037114,0.00621,0.01382,0.037282,BG
443,53808,6,122,84969,52,1500,696.46721,697.45889,0,25.200134,0.30811,2.39447,37.281455,BG
443,39775,6,22,5505,52,1500,250.22727,410.09366,0.000002,4.034167,0.36885,0.86379,7.745907,BG
80,56416,6,11,1551,52,774,141,210.3819,0.001297,19.808078,2.08046,5.91076,20.804601,BG
80,35661,6,11,2370,52,1392,215.45455,391.60285,0.00496,19.813445,2.08401,5.91094,20.840101,BG
80,47834,6,11,2370,52,1392,215.45455,391.60285,0.000202,19.914068,2.05626,5.95315,20.562629,BG
443,37083,6,37,8885,40,1500,240.13514,434.53194,0.000074,154.78666,7.28731,30.25124,262.343103,BG
443,33180,6,38,20574,40,1500,541.42105,647.66758,0,15.32317,0.45079,2.47966,16.679214,BG
443,40136,6,22,5741,52,1500,260.95455,412.76204,0.000002,0.644096,0.10643,0.14956,2.235043,BG
443,51293,6,23,6740,40,1500,293.04348,435.31203,0.000003,119.954703,5.49903,24.97635,120.978556,BG
8080,52706,6,35,3371,40,753,96.31429,124.38323,0.000304,25.924054,2.30483,5.6243,78.364072,BG
443,53867,6,30,11018,40,1480,367.26667,448.64351,0.000001,1.538558,0.13361,0.32468,3.874715,BG
80,41484,6,16,3001,40,1293,187.5625,315.24494,0.000338,64.721877,4.38979,16.12471,65.846796,BG
8080,38844,6,32,2946,52,393,92.0625,73.62529,0.000015,200.856705,8.09091,35.43917,250.818184,BG
443,36670,6,26,6751,40,1500,259.65385,414.75173,0.000019,1.195992,0.11636,0.25119,2.908994,BG
5222,41122,6,29,6254,40,1400,215.65517,367.92984,0.000005,234.526195,10.3271,43.74644,289.158745,BG
5222,41122,6,5,295,40,75,59,15.73531,0.000405,0.035556,0.00942,0.01509,0.037682,BG
80,48019,6,13,3806,52,1384,292.76923,478.78663,0.00011,23.362249,3.79809,7.39108,45.577086,BG
80,34375,6,16,1515,52,511,94.6875,118.56365,0.0064,23.200049,3.12078,6.17664,46.811743,BG
80,59725,6,9,1435,52,774,159.44444,228.51069,0.007477,19.853126,5.00206,8.45855,40.016466,BG
443,45296,6,16,2034,40,458,127.125,135.96823,0.000002,3.640231,0.28376,0.89826,4.256347,BG
443,59386,6,69,45866,40,1480,664.72464,686.59576,0.000001,63.795878,0.97309,7.67553,66.169942,BG
443,51290,6,19,4944,40,1500,260.21053,426.36179,0.000005,1.221081,0.11372,0.27445,2.047006,BG
8080,38993,6,28,2049,40,252,73.17857,52.23645,0.007548,84.770635,7.96484,20.87729,215.050615,BG
80,51329,6,76,31346,52,1500,412.44737,610.14393,0,16.813807,0.66212,1.9487,49.659063,BG
80,47024,6,611,499832,40,1500,818.05565,715.72032,0,18.866765,0.06628,0.7891,40.429977,BG
443,52942,6,17,1899,52,264,111.70588,67.03095,0.000005,156.418241,9.83873,37.84674,157.419741,BG
443,53311,6,22,13802,40,1480,627.36364,625.67255,0.000001,3.36659,0.35876,0.83528,7.533977,BG
8080,53669,6,13,1122,40,186,86.30769,49.48719,0.000546,2.125668,0.2354,0.57359,2.824743,BG
8080,53669,6,12,530,40,45,44.16667,1.86339,0.007678,23.585601,4.32205,6.98456,47.54256,BG
80,56065,6,11,1551,52,774,141,210.3819,0.000336,19.86127,2.07984,5.92827,20.798422,BG
80,47624,6,11,2378,52,1400,216.18182,393.78855,0.000274,19.796049,2.11207,5.89627,21.120677,BG
443,57099,6,29,11976,40,1480,412.96552,574.2655,0.000003,64.833256,2.3836,12.01966,66.740745,BG
443,50664,6,26,8344,40,1500,320.92308,498.85499,0.000004,119.967572,4.90163,23.48863,122.540663,BG
443,53807,6,216,178403,52,1500,825.93981,710.18495,0,38.038808,0.21099,2.58911,45.363143,BG
443,50487,6,18,4911,40,1500,272.83333,435.16794,0.000004,0.40893,0.06653,0.09987,1.131036,BG
5222,40520,6,16,1523,40,453,95.1875,99.91135,0.000007,119.410757,19.07858,40.1347,286.178743,BG
5222,40520,6,5,295,40,75,59,15.73531,0.000279,0.049217,0.03073,0.01831,0.122922,BG
80,39641,6,12,2177,40,1352,181.41667,366.52614,0.000431,74.93181,6.87409,21.5219,75.615037,BG
5222,41292,6,17,1626,40,453,95.64706,98.58645,0.0001,244.740808,15.44065,59.20561,247.050337,BG
5222,41292,6,8,501,40,75,62.625,14.85713,0.036828,62.175907,9.05389,21.68736,63.377236,BG
5222,41292,6,6,388,40,75,64.66667,13.67073,0.036766,279.195685,59.99771,109.87176,299.988561,BG
5222,41292,6,14,6353,40,1400,453.78571,570.47626,0.000017,152.348015,23.068,53.94881,299.884024,BG
5222,41292,6,6,353,40,75,58.83333,15.37765,0.038494,28.763808,6.04269,11.36562,30.213436,BG
5222,41292,6,5,295,40,75,59,15.73531,0.00069,0.051921,0.03133,0.0188,0.125333,BG
443,35642,6,18,5431,40,1500,301.72222,467.10596,0.000037,28.847956,3.49437,8.48782,59.404288,BG
443,33171,6,137,73775,52,1500,538.50365,664.42366,0,9.854636,0.37649,1.1209,51.203099,BG
443,44560,6,22,9999,40,1492,454.5,576.71434,0,16.478931,1.83136,4.339,38.45862,BG
80,51677,6,15,2933,40,1178,195.53333,335.49543,0.000003,119.989669,8.61042,30.89111,120.545839,BG
80,47032,6,572,443008,40,1500,774.48951,711.83309,0,11.566859,0.24432,1.08721,139.504523,BG
443,44273,6,29,7217,40,1500,248.86207,422.55224,0.000006,119.872965,4.38382,22.22784,122.746948,BG
5222,40247,6,35,11309,40,1400,323.11429,444.56584,0.000006,193.526741,8.46856,33.59142,287.930891,BG
5222,40247,6,14,5181,40,1400,370.07143,502.97834,0.000011,118.389247,15.9672,37.68237,207.573637,BG
5222,40247,6,12,729,40,75,60.75,15.83311,0.000005,157.820816,27.17057,57.45468,298.876228,BG
80,59750,6,11,1551,52,774,141,210.3819,0.001653,19.834454,2.08078,5.91924,20.807806,BG
8080,52824,6,22,2191,52,189,99.59091,53.03486,0.000639,65.876933,4.15871,14.41989,87.332862,BG
8080,52824,6,10,560,52,57,56,2,0.005575,21.760199,4.8213,6.85503,43.3917,BG
443,43556,6,36,9767,40,1500,271.30556,434.34445,0.000004,119.892761,3.53164,19.9578,123.607317,BG
80,60012,6,12,1455,40,762,121.25,203.08501,0.000507,188.311279,19.03055,53.82636,209.335998,BG
443,45134,6,17,3196,40,1400,188,326.46556,0.000008,24.825648,1.91968,6.03065,30.714958,BG
443,46298,6,41,4492,52,539,109.56098,89.43564,0.000003,276.280048,7.48227,43.09484,299.29076,BG
443,54559,6,27,10960,40,1480,405.92593,526.56679,0.000001,64.838452,2.53967,12.45985,66.031517,BG
443,54104,6,30,11006,40,1480,366.86667,448.92967,0,1.631095,0.13702,0.33939,3.97347,BG
80,55516,6,15,1666,52,265,111.06667,90.31756,0.000474,64.286268,4.71976,16.52164,66.076678,BG
443,48839,6,32,2514,40,362,78.5625,69.31537,0.000007,126.528466,9.53187,28.07691,295.487868,BG
5222,41581,6,16,2138,40,453,133.625,131.41817,0.000113,80.589842,7.30735,20.2052,109.610256,BG
443,53518,6,31,12669,40,1480,408.67742,522.58942,0.000001,3.39314,0.23673,0.67855,7.101818,BG
80,39244,6,12,2177,40,1352,181.41667,366.52614,0.000424,74.930768,6.89807,21.51416,75.878764,BG
443,55146,6,28,12432,40,1480,444,554.36592,0.000001,64.837839,2.45049,12.23527,66.163146,BG
80,48324,6,1963,1697748,52,1500,864.87417,708.72151,0,1.983721,0.02497,0.14049,48.999713,BG
5222,41565,6,14,1502,40,453,107.28571,105.65066,0.000008,21.822634,2.57278,6.17225,33.446163,BG
5222,41565,6,5,295,40,75,59,15.73531,0.000373,0.051212,0.03114,0.01875,0.124569,BG
80,47019,6,1636,1339011,40,1500,818.46638,708.72816,0,24.356627,0.04295,0.76109,70.230841,BG
443,48731,6,34,3536,52,716,104,118.19451,0.00005,47.116929,3.59894,9.48864,118.76516,BG
5222,40498,6,15,1491,40,453,99.4,102.45246,0.000035,251.215534,18.00674,64.68053,252.094352,BG
5222,40498,6,6,335,40,75,55.83333,16.01475,0,0.036786,0.00739,0.0147,0.03696,BG
80,44090,6,9,929,40,364,103.22222,111.46876,0.002528,4.828558,0.67187,1.57199,5.374987,BG
80,51350,6,230,154954,52,1500,673.71304,709.5304,0,23.739761,0.25036,1.59793,57.333573,BG
443,36325,6,22,7915,40,1500,359.77273,529.26655,0.000004,119.862721,5.76197,25.51376,121.00142,BG
80,51355,6,225,179876,52,1500,799.44889,714.19624,0,58.596598,0.27406,3.90584,61.390188,BG
5222,40570,6,18,1630,40,453,90.55556,95.21042,0.000094,161.978512,9.5832,38.09886,162.914441,BG
5222,41412,6,17,1690,40,453,99.41176,97.60669,0.00002,240.68502,17.69998,58.36446,283.199682,BG
5222,41412,6,9,564,40,75,62.66667,16.04854,0.036902,268.483588,37.49764,87.88539,299.981113,BG
5222,41412,6,5,295,40,75,59,15.73531,0.00104,0.048762,0.03077,0.01787,0.123099,BG
443,48513,6,112,89161,52,1500,796.08036,707.25523,0,56.085342,0.63629,5.30791,70.628358,BG
14000,38820,6,35,2916,40,476,83.31429,82.3667,0.000002,20.495174,1.73435,4.19003,58.96781,BG
80,59099,6,9,1435,52,774,159.44444,228.51069,0.002926,19.807407,2.5651,6.51773,20.520778,BG
443,34985,6,29,13243,40,1480,456.65517,573.11582,0.000001,64.836888,3.06157,12.43623,85.723971,BG
5222,40412,6,18,1679,40,453,93.27778,94.74926,0.000199,285.49303,16.89512,67.14958,287.217093,BG
5222,40412,6,8,1100,40,684,137.5,207.15755,0.036719,222.647283,31.88317,77.87913,223.182182,BG
5222,40412,6,6,335,40,75,55.83333,16.01475,0.000029,0.050312,0.02476,0.0207,0.123818,BG
443,36540,6,22,3788,40,1005,172.18182,250.77346,0.000003,119.954808,5.84602,25.5169,122.766426,BG
443,33184,6,20,5071,52,1500,253.55,418.72515,0.000122,3.932255,0.32401,0.86551,6.156265,BG
80,54164,6,33,16720,40,1500,506.66667,660.67356,0,30.030273,0.96944,5.22,31.022224,BG
80,59842,6,11,1539,52,774,139.90909,210.80903,0.007191,49.225142,6.9658,15.26888,69.658,BG
5222,40907,6,13,1335,40,453,102.69231,109.2065,0.000118,89.306552,7.50864,24.66306,90.103708,BG
5222,40907,6,5,313,40,75,62.6,14.09397,0.036663,29.111783,7.47702,12.49164,29.90807,BG
5222,40907,6,9,564,40,75,62.66667,16.04854,0.03665,263.933696,37.46766,86.35661,299.741304,BG
5222,40907,6,10,1596,40,626,159.6,207.28203,0.036786,227.00418,33.32961,71.37665,299.966516,BG
5222,40907,6,17,8259,40,1400,485.82353,568.10617,0.000017,76.643516,4.85137,18.537,77.621885,BG
5222,40907,6,6,353,40,75,58.83333,15.37765,0.000005,14.303784,3.10358,5.60941,15.51788,BG
5222,40907,6,5,295,40,75,59,15.73531,0,0.052384,0.03148,0.01926,0.125908,BG
80,40039,6,9,2057,40,1352,228.55556,412.59372,0.000486,74.924516,9.4352,24.75273,75.481584,BG
443,43888,6,25,4018,40,1400,160.72,282.79371,0.000008,119.967846,5.08336,23.95536,122.000704,BG
443,48482,6,19,1997,52,198,105.10526,50.08508,0.0001,0.192051,0.06187,0.06075,1.113577,BG
443,48482,6,13,686,52,57,52.76923,1.80401,0.008017,23.327794,4.03331,6.66638,48.399692,BG
80,35943,6,15,2914,40,1484,194.26667,397.94982,0.000082,119.804031,8.66164,30.82588,121.262917,BG
443,52431,6,14,1334,40,235,95.28571,58.33454,0.000006,2.028806,0.21665,0.52782,2.816443,BG
443,52431,6,13,530,40,45,40.76923,1.80401,0.00745,26.720648,4.58401,7.64508,55.008101,BG
443,43237,6,6,494,40,254,82.33333,77.29094,0.000052,0.100614,0.04771,0.03377,0.238527,BG
443,33187,6,428,342343,52,1500,799.86682,710.56884,0,16.467381,0.15131,0.95247,64.609709,BG
443,57036,6,20,6363,40,1500,318.15,486.47798,0.000007,119.879988,6.38029,26.75231,121.225526,BG
80,43297,6,11,1022,40,365,92.90909,103.48514,0.002669,4.830725,0.5941,1.42214,5.941037,BG
80,38990,6,12,2538,40,1352,211.5,368.49412,0.000469,74.910417,7.23464,21.43299,79.581025,BG
443,46157,6,21,5049,40,1500,240.42857,408.85189,0.00007,0.817254,0.08198,0.17451,1.639653,BG
8080,38814,6,31,2715,52,344,87.58065,66.06633,0.000004,110.698343,7.99144,23.62573,239.743343,BG
80,55997,6,15,1747,52,774,116.46667,184.66433,0.005269,34.416383,6.90655,10.3526,96.691678,BG
80,34027,6,108,58840,52,1500,544.81481,676.21952,0.000001,21.419199,0.53444,2.08513,57.185083,BG
443,60189,6,22,8307,52,1500,377.59091,536.17599,0.000092,2.020684,0.22556,0.4307,4.736739,BG
443,50648,6,31,9687,40,1480,312.48387,465.30288,0.000001,64.83524,2.20005,11.63114,66.001575,BG
80,47326,6,11,2370,52,1392,215.45455,391.60285,0.00004,19.883302,2.07178,5.93774,20.717806,BG
5222,41158,6,26,6216,40,1400,239.07692,396.59056,0.000005,188.108191,11.83733,38.12104,295.933342,BG
443,54106,6,12,659,40,160,54.91667,32.56137,0.000012,0.100897,0.04066,0.03598,0.447226,BG
443,53662,6,30,11006,40,1480,366.86667,448.92967,0,1.589251,0.13567,0.3337,3.934341,BG
443,37753,6,20,5236,40,1500,261.8,420.34636,0.000035,1.219605,0.10774,0.26684,2.047055,BG
443,37216,6,22,8005,40,1500,363.86364,536.45878,0.000004,0.150577,0.05376,0.05461,1.129039,BG
80,56309,6,11,1551,52,774,141,210.3819,0.000722,19.806496,2.11372,5.90039,21.13722,BG
5222,40382,6,23,1973,40,453,85.78261,86.68983,0.000002,117.504289,12.28976,32.07833,270.374784,BG
5222,40792,6,22,2003,40,453,91.04545,87.43542,0.000007,114.217369,13.00694,30.66065,273.145796,BG
5222,40792,6,14,6018,40,1400,429.85714,553.16619,0.000005,63.387796,6.18235,16.80268,80.370582,BG
5222,40792,6,14,1453,40,684,103.78571,161.67656,0.000041,248.892438,23.01313,66.36598,299.170747,BG
5222,40792,6,5,313,40,75,62.6,14.09397,0.003547,2.504106,0.68837,1.05121,2.753498,BG
5222,40792,6,5,295,40,75,59,15.73531,0.000428,0.050464,0.03105,0.01856,0.124201,BG
80,58379,6,13,1643,40,774,126.38462,196.54928,0.000541,88.593614,9.11974,24.57065,109.436874,BG
8080,43596,6,26,1876,40,252,72.15385,53.50535,0.000748,115.128787,6.3129,22.63324,157.822486,BG
80,36475,6,10,1375,40,762,137.5,218.87862,0.005164,147.030789,18.61697,45.8162,167.55277,BG
443,43192,6,20,3345,40,1400,167.25,306.08543,0.000012,15.564363,1.61547,4.51356,30.693837,BG
8080,56933,6,22,1539,40,252,69.95455,55.9736,0.001036,31.306033,4.21412,8.91502,88.496568,BG
80,55281,6,12,2205,40,1352,183.75,365.67748,0.000438,74.947554,7.37411,21.4225,81.115251,BG
443,34385,6,20,6675,40,1500,333.75,496.78485,0.000013,0.420483,0.06609,0.09404,1.255732,BG
443,58573,6,31,15987,40,1480,515.70968,611.31319,0.000002,1.856955,0.13456,0.3701,4.036947,BG
80,50735,6,15,2961,40,1293,197.4,323.19691,0.000286,64.73264,4.70123,16.65,65.817241,BG
443,34909,6,20,5307,52,1500,265.35,421.49131,0.00012,5.325274,0.39796,1.17257,7.561191,BG
443,50974,6,22,6467,40,1500,293.95455,470.1068,0.000008,119.956039,5.74897,25.53751,120.72838,BG
80,48800,6,18,1975,52,390,109.72222,124.94701,0.000075,24.320607,2.88749,6.16946,49.087322,BG
443,56876,6,28,10244,40,1480,365.85714,515.23959,0.000003,64.825183,2.44295,12.23435,65.959662,BG
80,60600,6,12,1603,52,774,133.58333,202.92177,0.000289,164.320585,16.83291,46.98091,185.161987,BG
80,34381,6,11,2002,40,1192,182,326.17982,0.000454,63.177529,7.55713,18.66728,75.571294,BG
80,56156,6,18,6047,40,1500,335.94444,531.55584,0,74.898138,4.43246,17.61646,75.351743,BG
8080,57813,6,19,2062,52,516,108.52632,138.49088,0.000519,23.327941,3.19019,6.00851,57.423421,BG
80,46738,6,6,272,40,60,45.33333,7.88811,0.002066,2.473405,0.50895,0.98233,2.544739,BG
8080,39227,6,14,1331,52,190,95.07143,47.26289,0.000324,21.031814,1.68188,5.5864,21.864422,BG
8080,39227,6,12,634,52,57,52.83333,1.86339,0.008355,27.81878,5.77503,8.69022,63.525348,BG
80,48801,6,18,1795,52,560,99.72222,135.28234,0.000007,39.552975,4.67577,10.04139,79.48804,BG
5222,42599,6,15,1460,40,453,97.33333,102.6513,0.000007,167.715701,16.33606,44.6959,228.704886,BG
5222,42599,6,5,295,40,75,59,15.73531,0.000434,0.051302,0.0312,0.01876,0.124796,BG
443,40311,6,21,5068,40,1500,241.33333,410.26221,0.000005,1.8334,0.14327,0.39181,2.865482,BG
5222,42676,6,14,1375,40,453,98.21429,106.46541,0.000018,0.818882,0.1243,0.20871,1.615848,BG
5222,42676,6,5,295,40,75,59,15.73531,0.000372,0.049481,0.03077,0.01832,0.123096,BG
8080,57924,6,15,1946,52,596,129.73333,166.38729,0.000566,58.601004,7.39388,18.20866,103.514379,BG
8080,39269,6,16,1827,52,393,114.1875,83.1867,0.000003,2.02227,0.18129,0.49609,2.719372,BG
8080,39269,6,12,674,52,57,56.16667,1.86339,0.007514,23.103926,4.23161,6.84213,46.547682,BG
80,56545,6,1180,1035766,40,1500,877.7678,713.44567,0,37.962383,0.1332,1.48322,157.038902,BG
443,33756,6,18,5107,40,1500,283.72222,437.60736,0.000003,0.302875,0.07298,0.08353,1.240611,BG
443,39283,6,22,5505,52,1500,250.22727,410.09366,0.000001,0.671998,0.11515,0.15791,2.418095,BG
80,48121,6,6658,6021573,52,1500,904.41169,702.82689,0,1.083022,0.01314,0.07053,87.460605,BG
80,58724,6,11,1551,52,774,141,210.3819,0.004844,19.842157,2.09822,5.91708,20.982187,BG
443,59624,6,27,10940,40,1480,405.18519,527.06673,0.000001,64.835937,2.54678,12.458,66.216355,BG
8080,57508,6,12,1694,52,500,141.16667,162.08734,0.000136,59.790388,5.50659,17.16639,60.572475,BG
443,39163,6,19,5147,40,1500,270.89474,429.39846,0.000004,3.493947,0.25258,0.78898,4.546465,BG
8080,56338,6,27,2435,52,264,90.18519,61.33275,0.000214,24.928585,2.59736,5.46372,67.531239,BG
80,60577,6,11,1435,40,762,130.45455,209.85075,0.005204,205.404514,22.60178,61.21812,226.017808,BG
80,58227,6,101,47476,40,1500,470.05941,636.90551,0,21.32492,1.41961,2.872,141.961003,BG
80,60963,6,11,1539,52,774,139.90909,210.80903,0.005126,19.831371,2.18359,5.89801,21.835863,BG
443,49959,6,22,1791,52,268,81.40909,56.78321,0.008005,20.544248,2.1397,4.7637,44.933648,BG
80,35933,6,1113,975538,52,1500,876.49416,712.3071,0.000001,15.280272,0.16227,0.74294,180.44204,BG
443,49087,6,24,4021,40,1400,167.54167,291.35502,0.000005,119.862382,5.2851,24.42832,121.557356,BG
80,37543,6,12,2131,52,908,177.58333,255.44649,0.000004,0.168376,0.04031,0.05125,0.443364,BG
8080,57873,6,13,2579,52,1332,198.38462,347.59117,0.000013,58.489949,4.91553,16.15344,58.98636,BG
5222,42550,6,18,1648,40,453,91.55556,94.82043,0.000007,233.572768,16.75961,54.90937,284.91329,BG
5222,42550,6,7,387,40,75,55.28571,14.88733,0.000001,0.055954,0.01546,0.02254,0.092734,BG
80,58070,6,12,1611,40,861,134.25,230.02758,0.000346,64.843244,5.98038,18.61435,65.784127,BG
8080,58998,6,11,1630,52,500,148.18182,167.54148,0.001936,59.348104,5.96888,17.79318,59.688785,BG
5222,45771,6,13,1335,40,453,102.69231,109.2065,0.000193,131.926771,11.0617,36.44224,132.740378,BG
5222,45771,6,8,501,40,75,62.625,14.85713,0.036708,110.192037,24.47289,40.6296,171.310255,BG
5222,45771,6,6,376,40,75,62.66667,16.04854,0.036667,298.520868,59.79253,119.36419,298.962626,BG
5222,45771,6,8,501,40,75,62.625,14.85713,0.001075,67.485089,9.80097,23.55008,68.606758,BG
5222,45771,6,10,4439,40,1400,443.9,544.61316,0.000004,0.353259,0.06202,0.10611,0.558165,BG
5222,45771,6,5,295,40,75,59,15.73531,0.000712,0.049089,0.03065,0.01805,0.122602,BG
8080,40073,6,384,182037,40,1390,474.05469,554.52419,0,90.505733,0.73929,6.65145,283.149647,BG
8080,40073,6,81,24282,40,1390,299.77778,414.01246,0.000007,84.24456,3.58659,11.20277,286.927562,BG
8080,40073,6,9,2244,40,780,249.33333,279.4598,0.010712,9.517818,1.34275,3.09995,10.741996,BG
8080,40073,6,22,6176,40,1390,280.72727,418.92917,0.000004,3.615769,0.28666,0.80204,6.01987,BG
8080,40073,6,8,836,40,152,104.5,48.22603,0.001584,269.974841,38.66419,94.43224,270.649363,BG
8080,40073,6,6,632,40,152,105.33333,47.59085,0.014593,270.055495,54.05255,108.00148,270.262736,BG
